file,name,bytes,bits,zeros,ones,p1,bit_min_entropy,monobit_z,monobit_p,runs,runs_p,adjacent_equal_ratio,longest_zero_run,longest_one_run,shannon_entropy_byte,min_entropy_byte
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\checker_smoke01.bin,checker_smoke01.bin,1048576,8388608,4195528,4193080,0.49985408782958984,0.999579047889737,-0.845213574387045,0.3979916046681584,4193821,0.7389219687631354,0.5000576376983688,23,24,7.999832989806522,7.939979645492147
