compare,bit_i,bit_j,line_i,line_j,data_ro_i,data_ro_j,delta_abs_pearson,delta_mi_bits,label_abs_pearson,base_abs_pearson,label_mi_bits,base_mi_bits
w10_minus_w5,25,57,3,7,1,1,0.019502338,0.028387010,0.775415608,0.755913271,0.493241424,0.464854413
w11_minus_w5,17,41,2,5,1,1,0.050552299,0.027941908,0.390700585,0.340148286,0.113104665,0.085162758
w11_minus_w5,43,59,5,7,3,3,-0.022746915,-0.027685432,0.656280939,0.679027854,0.340180108,0.367865539
w11_minus_w5,7,63,0,7,7,7,-0.048863649,-0.027518485,0.345717485,0.394581134,0.088481548,0.116000033
w10_minus_w5,29,45,3,5,5,5,-0.035082935,-0.027395179,0.476544529,0.511627463,0.170655084,0.198050263
w11_minus_w5,3,27,0,3,3,3,0.049585447,0.027077948,0.382056069,0.332470622,0.108610260,0.081532311
w11_minus_w5,9,17,1,2,1,1,-0.052582701,-0.026739180,0.312332579,0.364915281,0.071554309,0.098293489
w11_minus_w5,16,48,2,6,0,0,-0.025058042,-0.026567893,0.615617762,0.640675804,0.294118841,0.320686734
w11_minus_w5,21,37,2,4,5,5,-0.013663248,-0.026411614,0.865220601,0.878883850,0.643851577,0.670263191
w11_minus_w5,29,37,3,4,5,5,-0.049116300,-0.026300025,0.330124311,0.379240611,0.080109840,0.106409865
w11_minus_w5,8,16,1,2,0,0,0.052673788,0.025815405,0.353497031,0.300823243,0.092116732,0.066301327
w11_minus_w5,10,18,1,2,2,2,0.065960545,0.025442816,0.290327583,0.224367039,0.062248397,0.036805581
w11_minus_w5,46,54,5,6,6,6,0.058111402,0.025310214,0.319929675,0.261818273,0.075489223,0.050179010
w10_minus_w5,54,62,6,7,6,6,0.173362522,0.025238326,0.187156749,0.013794227,0.025375609,0.000137283
w10_minus_w5,30,46,3,5,6,6,-0.020409357,-0.025095791,0.640018679,0.660428036,0.329653273,0.354749063
w11_minus_w5,4,20,0,2,4,4,-0.017103918,-0.025041541,0.765287725,0.782391643,0.480269475,0.505311016
w10_minus_w5,27,35,3,4,3,3,-0.143651993,-0.024810845,0.047201388,0.190853381,0.001608574,0.026419419
w11_minus_w5,42,50,5,6,2,2,0.049600699,0.024764132,0.353805740,0.304205041,0.092997370,0.068233238
w11_minus_w5,0,40,0,5,0,0,-0.025414677,-0.024696848,0.574314839,0.599729516,0.253146945,0.277843793
w11_minus_w5,0,56,0,7,0,0,-0.043102526,-0.024669138,0.355398856,0.398501382,0.093130732,0.117799871
w11_minus_w5,25,49,3,6,1,1,-0.064437559,-0.024633032,0.226623037,0.291060596,0.037371498,0.062004531
w11_minus_w5,5,45,0,5,5,5,0.044725624,0.024399406,0.383337850,0.338612226,0.108796879,0.084397472
w10_minus_w5,49,57,6,7,1,1,0.140725505,0.023953286,0.187600863,0.046875358,0.025538883,0.001585597
w10_minus_w5,0,32,0,4,0,0,-0.031359321,-0.023824150,0.466757082,0.498116403,0.163420027,0.187244178
w11_minus_w5,36,60,4,7,4,4,0.041297350,0.023739755,0.398860566,0.357563216,0.118045579,0.094305824
w10_minus_w5,10,58,1,7,2,2,0.112043816,0.023582089,0.200044757,0.088000941,0.029182170,0.005600081
w10_minus_w5,3,51,0,6,3,3,0.067060977,0.023433725,0.270875558,0.203814580,0.053582113,0.030148388
w11_minus_w5,34,58,4,7,2,2,-0.014859411,-0.023131245,0.830171904,0.845031314,0.634536709,0.657667954
w10_minus_w5,26,42,3,5,2,2,0.019551358,0.022166074,0.812378815,0.792827456,0.576408527,0.554242453
w10_minus_w5,37,53,4,6,5,5,-0.154365171,-0.021656570,0.019559818,0.173924989,0.000275996,0.021932566
w11_minus_w5,40,48,5,6,0,0,0.021611776,0.021542102,0.607930253,0.586318477,0.286263556,0.264721454
w10_minus_w5,0,48,0,6,0,0,0.066827004,0.021464843,0.252298001,0.185470996,0.046422604,0.024957761
w11_minus_w5,14,62,1,7,6,6,0.015473547,0.021347165,0.788624165,0.773150618,0.573838100,0.552490936
w11_minus_w5,5,37,0,4,5,5,0.014791777,0.021293178,0.787491108,0.772699331,0.512043759,0.490750580
w11_minus_w5,21,29,2,3,5,5,-0.062706394,-0.020882220,0.195341261,0.258047654,0.027703326,0.048585546
w11_minus_w5,31,39,3,4,7,7,-0.036426384,-0.020281497,0.351593952,0.388020336,0.090916048,0.111197545
w11_minus_w5,10,50,1,6,2,2,-0.064357153,-0.020006513,0.180689468,0.245046621,0.023617014,0.043623527
w11_minus_w5,21,61,2,7,5,5,0.075760345,0.019820297,0.217155452,0.141395106,0.034292483,0.014472186
w11_minus_w5,17,57,2,7,1,1,0.056491205,0.019709144,0.265441480,0.208950274,0.051436290,0.031727146
w10_minus_w5,5,21,0,2,5,5,0.009527525,0.019582807,0.903222236,0.893694711,0.724994192,0.705411385
w11_minus_w5,2,18,0,2,2,2,0.021743202,0.019525622,0.527019165,0.505275962,0.215967519,0.196441898
w11_minus_w5,52,60,6,7,4,4,-0.054694938,-0.019525214,0.215070871,0.269765810,0.033630686,0.053155900
w11_minus_w5,0,16,0,2,0,0,0.021545878,0.019494408,0.566458376,0.544912498,0.245787316,0.226292908
w11_minus_w5,6,62,0,7,6,6,0.006335165,0.019421175,0.783935565,0.777600400,0.567269561,0.547848386
w11_minus_w5,25,41,3,5,1,1,0.017769213,0.019295948,0.643067300,0.625298087,0.323525295,0.304229347
w11_minus_w5,35,43,4,5,3,3,0.031802805,0.019268087,0.412634190,0.380831385,0.126447941,0.107179854
w11_minus_w5,5,61,0,7,5,5,0.047727619,0.019131906,0.294596876,0.246869258,0.063533423,0.044401517
w10_minus_w5,14,30,1,3,6,6,0.013876912,0.019036474,0.785496147,0.771619235,0.569450019,0.550413545
w10_minus_w5,28,44,3,5,4,4,-0.025857867,-0.018947879,0.453646196,0.479504063,0.154075229,0.173023108
w10_minus_w5,14,54,1,6,6,6,-0.118861774,-0.018850824,0.050123133,0.168984908,0.001814141,0.020664966
w11_minus_w5,10,26,1,3,2,2,0.010929457,0.018735487,0.710172133,0.699242676,0.424070285,0.405334798
w11_minus_w5,34,50,4,6,2,2,0.011260430,0.018329745,0.702531047,0.691270618,0.409293842,0.390964097
w11_minus_w5,7,15,0,1,7,7,0.047419560,0.018092028,0.283483211,0.236063651,0.058588369,0.040496341
w11_minus_w5,20,28,2,3,4,4,-0.036732906,-0.017955327,0.307982548,0.344715454,0.069589662,0.087544989
w11_minus_w5,26,42,3,5,2,2,0.006986822,0.017882782,0.799814279,0.792827456,0.572125235,0.554242453
w11_minus_w5,11,35,1,4,3,3,-0.045805026,-0.017658918,0.237097923,0.282902949,0.041004261,0.058663178
w11_minus_w5,12,52,1,6,4,4,0.046904422,0.017127345,0.271263802,0.224359380,0.053745952,0.036618607
w11_minus_w5,9,25,1,3,1,1,-0.015005107,-0.016996976,0.655616560,0.670621667,0.338004782,0.355001758
w10_minus_w5,25,33,3,4,1,1,0.052965683,0.016906598,0.244122008,0.191156325,0.043426335,0.026519737
w10_minus_w5,2,18,0,2,2,2,0.018419555,0.016736267,0.523695517,0.505275962,0.213178165,0.196441898
w11_minus_w5,3,11,0,1,3,3,0.043706540,0.016694879,0.281007962,0.237301422,0.057637875,0.040942995
w10_minus_w5,45,61,5,7,5,5,-0.006193473,-0.016553817,0.905582511,0.911775984,0.732596925,0.749150742
w10_minus_w5,2,26,0,3,2,2,0.011237542,0.016534069,0.817200881,0.805963339,0.615063858,0.598529788
w11_minus_w5,25,57,3,7,1,1,0.011520495,0.016386336,0.767433766,0.755913271,0.481240749,0.464854413
w11_minus_w5,19,27,2,3,3,3,0.047793071,0.016278569,0.256190984,0.208397914,0.047813896,0.031535327
w10_minus_w5,9,57,1,7,1,1,-0.023701517,-0.015090899,0.402291554,0.425993070,0.120110213,0.135201112
w11_minus_w5,25,33,3,4,1,1,-0.064994388,-0.015009073,0.126161937,0.191156325,0.011510664,0.026519737
w10_minus_w5,4,36,0,4,4,4,-0.027511671,-0.014935913,0.345540698,0.373052369,0.087921649,0.102857562
