label,run,source,source_format,tdcr_header_found,tdcr_version,tdcr_pair_id,tdcr_family_id,tdcr_warmup_packets,tdcr_capture_packets,tdcr_sample_div,packets,seq_gaps,seq_wraps,enable_edge_index,pre_enable_packets,post_enable_packets,bins,early_packets,window_packets,lag,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,early_entropy_a,early_entropy_b,early_entropy_diff,early_min_entropy_a,early_min_entropy_b,early_min_entropy_diff,transition_entropy_diff,transition_min_entropy_diff,same_diff_transition_ratio,residence_runs,residence_mean_len,residence_median_len,residence_p95_len,longest_same_diff_bin_run,autocorr_diff_lag,autocorr_a_lag,autocorr_b_lag,first_window_packets,later_window_packets,first_entropy_a,first_entropy_b,first_entropy_diff,later_entropy_a,later_entropy_b,later_entropy_diff,first_minus_later_entropy_a,first_minus_later_entropy_b,first_minus_later_entropy_diff,first_later_tvd_a,first_later_tvd_b,first_later_tvd_diff,first_diff_mean_bin,later_diff_mean_bin,first_minus_later_diff_mean_bin,warmup_packets,warmup_entropy_a,warmup_entropy_b,warmup_entropy_diff,warmup_transition_entropy_diff,warmup_same_diff_transition_ratio,warmup_longest_same_diff_bin_run,warmup_autocorr_diff_lag
random3_goodref_ro3,tdc_reset_enable_random3_goodref_ro3_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random3_goodref_ro3_2mib.bin,raw,0,,,,,,,262143,0,4,9869,9869,252274,128,1024,16384,1,2.62983048,5.51383101,6.67248006,1.29386071,3.90871604,5.08160729,2.65563302,5.44948689,6.54410804,1.32757466,3.87071698,4.87071698,13.2986791,9.92225847,0.0113844922,249402,1.01151555,1,1,4,0.000385929521,-0.0020164871,0.00190606142,16384,235890,2.64317373,5.49934992,6.65308675,2.62869991,5.51460123,6.67333184,0.0144738228,-0.0152513101,-0.0202450961,0.0137688606,0.0249293308,0.0383540099,0.14855957,0.601203951,-0.452644381,1024,2.6497529,5.44773119,6.54869296,9.84827329,0.0136852395,2,-0.0210666333
random3_goodref_ro3_repeat02,tdc_reset_enable_random3_goodref_ro3_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random3_goodref_ro3_repeat02_2mib.bin,raw,0,,,,,,,262143,0,4,9944,9944,252199,128,1024,16384,1,2.63976856,5.51693198,6.67483591,1.29653381,3.91577892,5.09597133,2.60979149,5.4837694,6.55375804,1.28232358,3.79054663,4.830075,13.3026252,10.1176488,0.0112768539,249355,1.01140543,1,1,3,-0.0020680372,-0.00482326868,0.00493663365,16384,235815,2.60248187,5.51976963,6.66737973,2.6422284,5.51656871,6.67495053,-0.0397465324,0.00320091675,-0.00757079509,0.0122687538,0.0221929882,0.0344149385,1.00567627,0.524796981,0.480879289,1024,2.59060664,5.48294108,6.54803741,9.86195853,0.0136852395,2,-0.00538407444
