label,variant,warmup,bit_order,ea_restart_status,h_i,x_cutoff,x_max,min_restart_entropy,overall_p1,overall_min_entropy,worst_byte_index,worst_bit_index,worst_x_profile,worst_p1,header_hex,capture_sha256,payload_sha256,payload_file,ea_stdout
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526,sample_ro_plus_regs_local,10,msb,passed,0.902345,605,593,0.690213,0.457368000,0.881953966,18,0,593,0.407000000,A55A03E8007D01D0,0CA3E14E65642C0650F126DEA84BE66A5B3CD77330AD94E725C67E3D5FF75CF9,7F3179143B9C3DB1481BAD83E5273EB8A253108F94020DBFB6D9ED386E682531,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_w10_repeat03_20260526\payloads\restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload.bin,data\experiments\restart_sampler_island_w10_repeat03_20260526\ea_restart\island_w10_msb\island_w10_msb.ea_restart.stdout.txt
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526,sample_ro_plus_regs_local,10,lsb,passed,0.828444,632,593,0.712102,0.457368000,0.881953966,18,0,593,0.407000000,A55A03E8007D01D0,0CA3E14E65642C0650F126DEA84BE66A5B3CD77330AD94E725C67E3D5FF75CF9,7F3179143B9C3DB1481BAD83E5273EB8A253108F94020DBFB6D9ED386E682531,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_w10_repeat03_20260526\payloads\restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload.bin,data\experiments\restart_sampler_island_w10_repeat03_20260526\ea_restart\island_w10_lsb\island_w10_lsb.ea_restart.stdout.txt
