"label","variant_short","warmup_short","bit_order","ea_run","ea_result_dir","bit_symbols","initial_entropy"
"restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526","island","w10","msb","island_w10_msb","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_w10_repeat03_20260526\ea_restart\island_w10_msb","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_w10_repeat03_20260526\bit_symbols\restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.msb.bits.bin","0.902345"
"restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526","island","w10","lsb","island_w10_lsb","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_w10_repeat03_20260526\ea_restart\island_w10_lsb","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_w10_repeat03_20260526\bit_symbols\restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.lsb.bits.bin","0.828444"
