label,run,source,source_format,tdcr_header_found,tdcr_version,tdcr_pair_id,tdcr_family_id,tdcr_warmup_packets,tdcr_capture_packets,tdcr_sample_div,packets,seq_gaps,seq_wraps,enable_edge_index,pre_enable_packets,post_enable_packets,bins,warmup_start,early_packets,window_packets,lag,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,early_entropy_a,early_entropy_b,early_entropy_diff,early_min_entropy_a,early_min_entropy_b,early_min_entropy_diff,transition_entropy_diff,transition_min_entropy_diff,same_diff_transition_ratio,residence_runs,residence_mean_len,residence_median_len,residence_p95_len,longest_same_diff_bin_run,autocorr_diff_lag,autocorr_a_lag,autocorr_b_lag,first_window_packets,later_window_packets,first_entropy_a,first_entropy_b,first_entropy_diff,later_entropy_a,later_entropy_b,later_entropy_diff,first_minus_later_entropy_a,first_minus_later_entropy_b,first_minus_later_entropy_diff,first_later_tvd_a,first_later_tvd_b,first_later_tvd_diff,first_diff_mean_bin,later_diff_mean_bin,first_minus_later_diff_mean_bin,warmup_packets,warmup_entropy_a,warmup_entropy_b,warmup_entropy_diff,warmup_transition_entropy_diff,warmup_same_diff_transition_ratio,warmup_longest_same_diff_bin_run,warmup_autocorr_diff_lag
tdc_mask_random3_ro0_ro6_all_data_on_repeat02,tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,64,0,512,4096,1,5.48086159,5.52242282,5.98207208,4.32566841,4.14700591,5.5836629,5.46356593,5.47556708,5.90596624,4.04580369,4.29956028,5,11.9613175,11.0722193,0.0159473723,1031853,1.0162058,1,1,4,0.00082597194,0.000511123002,-0.00144618569,4096,1044479,5.47989827,5.51671428,5.97382381,5.48082961,5.5224081,5.98206061,-0.000931338445,-0.00569381797,-0.00823680047,0.0427978797,0.0369652581,0.0505797487,-0.762207031,-0.754280364,-0.00792666755,512,5.46356593,5.47556708,5.90596624,8.85184746,0.0176125245,2,0.00389398084
tdc_mask_random3_ro0_ro6_all_data_on_repeat02,tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,64,12,512,4096,1,5.48086159,5.52242282,5.98207208,4.32566841,4.14700591,5.5836629,5.46356593,5.47556708,5.90596624,4.04580369,4.29956028,5,11.9613175,11.0722193,0.0159473723,1031853,1.0162058,1,1,4,0.00082597194,0.000511123002,-0.00144618569,4096,1044479,5.47989827,5.51671428,5.97382381,5.48082961,5.5224081,5.98206061,-0.000931338445,-0.00569381797,-0.00823680047,0.0427978797,0.0369652581,0.0505797487,-0.762207031,-0.754280364,-0.00792666755,512,5.44925821,5.45702184,5.89704291,8.84793357,0.0176125245,2,0.0105028876
tdc_mask_random3_ro0_ro6_all_data_on_repeat02,tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,64,64,512,4096,1,5.48086159,5.52242282,5.98207208,4.32566841,4.14700591,5.5836629,5.46356593,5.47556708,5.90596624,4.04580369,4.29956028,5,11.9613175,11.0722193,0.0159473723,1031853,1.0162058,1,1,4,0.00082597194,0.000511123002,-0.00144618569,4096,1044479,5.47989827,5.51671428,5.97382381,5.48082961,5.5224081,5.98206061,-0.000931338445,-0.00569381797,-0.00823680047,0.0427978797,0.0369652581,0.0505797487,-0.762207031,-0.754280364,-0.00792666755,512,5.43389316,5.46940421,5.88113197,8.84549695,0.0215264188,2,0.0248169179
tdc_mask_random3_ro0_ro6_all_data_on_repeat02,tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,64,256,512,4096,1,5.48086159,5.52242282,5.98207208,4.32566841,4.14700591,5.5836629,5.46356593,5.47556708,5.90596624,4.04580369,4.29956028,5,11.9613175,11.0722193,0.0159473723,1031853,1.0162058,1,1,4,0.00082597194,0.000511123002,-0.00144618569,4096,1044479,5.47989827,5.51671428,5.97382381,5.48082961,5.5224081,5.98206061,-0.000931338445,-0.00569381797,-0.00823680047,0.0427978797,0.0369652581,0.0505797487,-0.762207031,-0.754280364,-0.00792666755,512,5.40439954,5.42821685,5.87216322,8.86115252,0.0215264188,2,0.0515283961
tdc_mask_random3_ro0_ro6_all_data_on_repeat02,tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,64,1024,512,4096,1,5.48086159,5.52242282,5.98207208,4.32566841,4.14700591,5.5836629,5.46356593,5.47556708,5.90596624,4.04580369,4.29956028,5,11.9613175,11.0722193,0.0159473723,1031853,1.0162058,1,1,4,0.00082597194,0.000511123002,-0.00144618569,4096,1044479,5.47989827,5.51671428,5.97382381,5.48082961,5.5224081,5.98206061,-0.000931338445,-0.00569381797,-0.00823680047,0.0427978797,0.0369652581,0.0505797487,-0.762207031,-0.754280364,-0.00792666755,512,5.35738853,5.48118009,5.8760501,8.86410707,0.0156555773,2,-0.0279046932
tdc_mask_random3_ro0_ro6_all_data_on_repeat02,tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_all_data_on_repeat02_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,64,4096,512,4096,1,5.48086159,5.52242282,5.98207208,4.32566841,4.14700591,5.5836629,5.46356593,5.47556708,5.90596624,4.04580369,4.29956028,5,11.9613175,11.0722193,0.0159473723,1031853,1.0162058,1,1,4,0.00082597194,0.000511123002,-0.00144618569,4096,1044479,5.47989827,5.51671428,5.97382381,5.48082961,5.5224081,5.98206061,-0.000931338445,-0.00569381797,-0.00823680047,0.0427978797,0.0369652581,0.0505797487,-0.762207031,-0.754280364,-0.00792666755,512,5.39338372,5.45945213,5.9008644,8.89933212,0.0234833659,2,0.0201908768
tdc_mask_random3_ro0_ro6_neighbors_on,tdc_mask_random3_ro0_ro6_neighbors_on_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_neighbors_on_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,0,512,4096,1,5.63422055,5.54750402,6.64861046,4.66478275,4.32291217,5.55459573,5.55505565,5.51065382,6.39380979,4.35614381,4.47643804,5.29956028,13.2870461,11.0692599,0.0111742233,1036858,1.01130049,1,1,4,-0.000817938914,-0.000174198643,0.000623979932,4096,1044479,5.61912582,5.53548815,6.62141107,5.63423929,5.54751911,6.648631,-0.015113473,-0.0120309597,-0.0272199269,0.0431789484,0.0382855597,0.0628144875,1.3996582,1.14492106,0.254737147,512,5.55505565,5.51065382,6.39380979,8.93455717,0.0215264188,2,0.00700684918
tdc_mask_random3_ro0_ro6_neighbors_on,tdc_mask_random3_ro0_ro6_neighbors_on_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_neighbors_on_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,12,512,4096,1,5.63422055,5.54750402,6.64861046,4.66478275,4.32291217,5.55459573,5.55505565,5.51065382,6.39380979,4.35614381,4.47643804,5.29956028,13.2870461,11.0692599,0.0111742233,1036858,1.01130049,1,1,4,-0.000817938914,-0.000174198643,0.000623979932,4096,1044479,5.61912582,5.53548815,6.62141107,5.63423929,5.54751911,6.648631,-0.015113473,-0.0120309597,-0.0272199269,0.0431789484,0.0382855597,0.0628144875,1.3996582,1.14492106,0.254737147,512,5.5515843,5.51140746,6.38165725,8.94238496,0.0215264188,2,0.000654019165
tdc_mask_random3_ro0_ro6_neighbors_on,tdc_mask_random3_ro0_ro6_neighbors_on_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_neighbors_on_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,64,512,4096,1,5.63422055,5.54750402,6.64861046,4.66478275,4.32291217,5.55459573,5.55505565,5.51065382,6.39380979,4.35614381,4.47643804,5.29956028,13.2870461,11.0692599,0.0111742233,1036858,1.01130049,1,1,4,-0.000817938914,-0.000174198643,0.000623979932,4096,1044479,5.61912582,5.53548815,6.62141107,5.63423929,5.54751911,6.648631,-0.015113473,-0.0120309597,-0.0272199269,0.0431789484,0.0382855597,0.0628144875,1.3996582,1.14492106,0.254737147,512,5.55991365,5.54815928,6.4218966,8.9330799,0.0176125245,2,-0.0190096256
tdc_mask_random3_ro0_ro6_neighbors_on,tdc_mask_random3_ro0_ro6_neighbors_on_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random3_ro0_ro6_neighbors_on_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,256,512,4096,1,5.63422055,5.54750402,6.64861046,4.66478275,4.32291217,5.55459573,5.55505565,5.51065382,6.39380979,4.35614381,4.47643804,5.29956028,13.2870461,11.0692599,0.0111742233,1036858,1.01130049,1,1,4,-0.000817938914,-0.000174198643,0.000623979932,4096,1044479,5.61912582,5.53548815,6.62141107,5.63423929,5.54751911,6.648631,-0.015113473,-0.0120309597,-0.0272199269,0.0431789484,0.0382855597,0.0628144875,1.3996582,1.14492106,0.254737147,512,5.53649651,5.5425944,6.43558662,8.89394095,0.00782778865,2,-0.0334814563
