"label","net","group","to_pin","fast_min","fast_max","slow_min","slow_max","estimated"
"second_except_data_ro7","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/<const0>","data_ro_net","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6/I2","0","0","0","0","1"
"second_except_data_ro7","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/<const0>","data_ro_net","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6/I3","0","0","0","0","1"
"second_except_data_ro7","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/<const0>","data_ro_net","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6/I4","0","0","0","0","1"
"second_except_data_ro7","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/<const0>","data_ro_net","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6/I5","0","0","0","0","1"
"second_except_data_ro7","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/in0[0]","data_ro_net","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6/I0","332","403","655","801","0"
"second_except_data_ro7","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/out[0]","data_ro_net","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[0]/D","320","381","609","736","0"
"second_except_data_ro7","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/out[0]","data_ro_net","u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[8]/D","373","432","683","812","0"
"second_except_data_ro7","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/out[0]","data_ro_net","u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[16]/D","649","752","1141","1354","0"
"second_except_data_ro7","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/out[0]","data_ro_net","u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[24]/D","567","655","1015","1201","0"
"second_except_data_ro7","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/out[0]","data_ro_net","u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[32]/D","414","481","783","932","0"
"second_except_data_ro7","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/out[0]","data_ro_net","u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[40]/D","565","655","994","1178","0"
