"label","net","group","driver_pins","load_pins","driver_cells","load_cells","fanout","route_status","pips_count","nodes_count","route"
"second_data_ro2","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/<const0>","data_ro_net","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/GND/G","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6/I2 u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6/I3 u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6/I4 u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6/I5","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/GND","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6","5","ROUTED","921","973"," (  { INT_L_X26Y63/GND_WIRE  { INT_L_X26Y63/GFAN1  { INT_L_X26Y63/IMUX_L22 CLBLM_L_X26Y63/CLBLM_M_C3 }   { INT_L_X26Y63/IMUX_L28 CLBLM_L_X26Y63/CLBLM_M_C4 }   { INT_L_X26Y63/IMUX_L31 CLBLM_L_X26Y63/CLBLM_M_C5 }   { INT_L_X26Y63/IMUX_L38 CLBLM_L_X26Y63/CLBLM_M_D3 }   { INT_L_X26Y63/IMUX_L44 CLBLM_L_X26Y63/CLBLM_M_D4 }   { INT_L_X26Y63/IMUX_L45 CLBLM_L_X26Y63/CLBLM_M_D2 }  INT_L_X26Y63/IMUX_L47 CLBLM_L_X26Y63/CLBLM_M_D5 }  INT_L_X26Y63/GFAN0  { INT_L_X26Y63/IMUX_L35 CLBLM_L_X26Y63/CLBLM_M_C6 }  INT_L_X26Y63/IMUX_L43 CLBLM_L_X26Y63/CLBLM_M_D6 }  )   (  { INT_R_X43Y63/GND_WIRE  { INT_R_X43Y63/GFAN1  { INT_R_X43Y63/IMUX5 CLBLM_R_X43Y63/CLBLM_L_A6 }  INT_R_X43Y63/IMUX13 CLBLM_R_X43Y63/CLBLM_L_B6 }  INT_R_X43Y63/GFAN0  { INT_R_X43Y63/IMUX0 CLBLM_R_X43Y63/CLBLM_L_A3 }   { INT_R_X43Y63/IMUX9 CLBLM_R_X43Y63/CLBLM_L_A5 }   { INT_R_X43Y63/IMUX10 CLBLM_R_X43Y63/CLBLM_L_A4 }   { INT_R_X43Y63/IMUX16 CLBLM_R_X43Y63/CLBLM_L_B3 }   { INT_R_X43Y63/IMUX19 CLBLM_R_X43Y63/CLBLM_L_B2 }   { INT_R_X43Y63/IMUX25 CLBLM_R_X43Y63/CLBLM_L_B5 }  INT_R_X43Y63/IMUX26 CLBLM_R_X43Y63/CLBLM_L_B4 }  )   (  { INT_L_X40Y62/GND_WIRE  { INT_L_X40Y62/GFAN1  { INT_L_X40Y62/IMUX_L4 CLBLL_L_X40Y62/CLBLL_LL_A6 }  INT_L_X40Y62/IMUX_L12 CLBLL_L_X40Y62/CLBLL_LL_B6 }  INT_L_X40Y62/GFAN0  { INT_L_X40Y62/IMUX_L1 CLBLL_L_X40Y62/CLBLL_LL_A3 }   { INT_L_X40Y62/IMUX_L8 CLBLL_L_X40Y62/CLBLL_LL_A5 }   { INT_L_X40Y62/IMUX_L11 CLBLL_L_X40Y62/CLBLL_LL_A4 }   { INT_L_X40Y62/IMUX_L17 CLBLL_L_X40Y62/CLBLL_LL_B3 }   { INT_L_X40Y62/IMUX_L18 CLBLL_L_X40Y62/CLBLL_LL_B2 }   { INT_L_X40Y62/IMUX_L24 CLBLL_L_X40Y62/CLBLL_LL_B5 }  INT_L_X40Y62/IMUX_L27 CLBLL_L_X40Y62/CLBLL_LL_B4 }  )   (  { INT_R_X43Y59/GND_WIRE  { INT_R_X43Y59/GFAN1  { INT_R_X43Y59/IMUX22 CLBLM_R_X43Y59/CLBLM_M_C3 }   { INT_R_X43Y59/IMUX28 CLBLM_R_X43Y59/CLBLM_M_C4 }   { INT_R_X43Y59/IMUX31 CLBLM_R_X43Y59/CLBLM_M_C5 }   { INT_R_X43Y59/IMUX38 CLBLM_R_X43Y59/CLBLM_M_D3 }   { INT_R_X43Y59/IMUX44 CLBLM_R_X43Y59/CLBLM_M_D4 }   { INT_R_X43Y59/IMUX45 CLBLM_R_X43Y59/CLBLM_M_D2 ..."
"second_data_ro2","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/in0[0]","data_ro_net","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6/O u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/in0[0]","","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1","","2","ROUTED","5","6"," { CLBLL_LL_A CLBLL_LOGIC_OUTS12 NW2BEG0 EL1BEG_N3 IMUX_L15 CLBLL_LL_B1 }  "
"second_data_ro2","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/out[0]","data_ro_net","","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6/I1 u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/out[0]","","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1","10","ROUTED","36","37"," { CLBLL_LL_B  { CLBLL_LL_BMUX CLBLL_LOGIC_OUTS21  { IMUX_L7 CLBLL_LL_A1 }   { NN2BEG3 EL1BEG2 NR1BEG2  { IMUX4 CLBLM_M_A6 }  NE2BEG2 SL1BEG2  { IMUX_L5 CLBLL_L_A6 }   { IMUX_L4 CLBLL_LL_A6 }  SL1BEG2 IMUX_L4 CLBLL_LL_A6 }  SR1BEG_S0  { FAN_ALT2 FAN_BOUNCE2 BYP_ALT0 BYP_L0 CLBLL_L_AX }  BYP_ALT1 BYP_L1 CLBLL_LL_AX }  CLBLL_LOGIC_OUTS13 EL1BEG0 BYP_ALT0  { BYP0 CLBLM_L_AX }  BYP_BOUNCE0 BYP_ALT1 BYP1 CLBLM_M_AX }  "
"second_data_ro2","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6_0","data_ro_net","","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6/I0 u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6_0","","u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[0].RO_AND.u_LUT6_and2_1","11","ROUTED","54","55"," { CLBLM_L_AQ CLBLM_LOGIC_OUTS0  { SW6BEG0 NW2BEG1 WW4BEG1 WW2BEG0 IMUX_L33 CLBLL_L_C1 }   { NW6BEG0 NN6BEG0 NW6BEG0 NE2BEG0 IMUX_L32 CLBLM_M_C1 }  SE2BEG0 SS6BEG0  { SR1BEG1 SR1BEG2 IMUX_L6 CLBLL_L_A1 }   { SS2BEG0 IMUX_L2 CLBLL_LL_A2 }  ER1BEG1 ER1BEG2  { FAN_ALT5 FAN_BOUNCE5 IMUX_L3 CLBLL_L_A2 }  NE2BEG2 EE2BEG2  { FAN_ALT7 FAN_BOUNCE7 IMUX32 CLBLL_LL_C1 }  EE4BEG2 EE2BEG2  { SS6BEG2 EE2BEG2 IMUX20 CLBLM_L_C2 }  NE6BEG2 NN6BEG2 NN6BEG2  { NR1BEG2 IMUX29 CLBLM_M_C2 }  NW6BEG2  { EL1BEG1 NE2BEG1 IMUX3 CLBLM_L_A2 }  WL1BEG0 IMUX_L2 CLBLL_LL_A2 }  "
"second_data_ro2","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/<const0>","data_ro_net","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/GND/G","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6/I1 u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6/I2 u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6/I3 u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6/I4 u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6/I5","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/GND","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6","6","ROUTED","921","973"," (  { INT_L_X26Y63/GND_WIRE  { INT_L_X26Y63/GFAN1  { INT_L_X26Y63/IMUX_L22 CLBLM_L_X26Y63/CLBLM_M_C3 }   { INT_L_X26Y63/IMUX_L28 CLBLM_L_X26Y63/CLBLM_M_C4 }   { INT_L_X26Y63/IMUX_L31 CLBLM_L_X26Y63/CLBLM_M_C5 }   { INT_L_X26Y63/IMUX_L38 CLBLM_L_X26Y63/CLBLM_M_D3 }   { INT_L_X26Y63/IMUX_L44 CLBLM_L_X26Y63/CLBLM_M_D4 }   { INT_L_X26Y63/IMUX_L45 CLBLM_L_X26Y63/CLBLM_M_D2 }  INT_L_X26Y63/IMUX_L47 CLBLM_L_X26Y63/CLBLM_M_D5 }  INT_L_X26Y63/GFAN0  { INT_L_X26Y63/IMUX_L35 CLBLM_L_X26Y63/CLBLM_M_C6 }  INT_L_X26Y63/IMUX_L43 CLBLM_L_X26Y63/CLBLM_M_D6 }  )   (  { INT_R_X43Y63/GND_WIRE  { INT_R_X43Y63/GFAN1  { INT_R_X43Y63/IMUX5 CLBLM_R_X43Y63/CLBLM_L_A6 }  INT_R_X43Y63/IMUX13 CLBLM_R_X43Y63/CLBLM_L_B6 }  INT_R_X43Y63/GFAN0  { INT_R_X43Y63/IMUX0 CLBLM_R_X43Y63/CLBLM_L_A3 }   { INT_R_X43Y63/IMUX9 CLBLM_R_X43Y63/CLBLM_L_A5 }   { INT_R_X43Y63/IMUX10 CLBLM_R_X43Y63/CLBLM_L_A4 }   { INT_R_X43Y63/IMUX16 CLBLM_R_X43Y63/CLBLM_L_B3 }   { INT_R_X43Y63/IMUX19 CLBLM_R_X43Y63/CLBLM_L_B2 }   { INT_R_X43Y63/IMUX25 CLBLM_R_X43Y63/CLBLM_L_B5 }  INT_R_X43Y63/IMUX26 CLBLM_R_X43Y63/CLBLM_L_B4 }  )   (  { INT_L_X40Y62/GND_WIRE  { INT_L_X40Y62/GFAN1  { INT_L_X40Y62/IMUX_L4 CLBLL_L_X40Y62/CLBLL_LL_A6 }  INT_L_X40Y62/IMUX_L12 CLBLL_L_X40Y62/CLBLL_LL_B6 }  INT_L_X40Y62/GFAN0  { INT_L_X40Y62/IMUX_L1 CLBLL_L_X40Y62/CLBLL_LL_A3 }   { INT_L_X40Y62/IMUX_L8 CLBLL_L_X40Y62/CLBLL_LL_A5 }   { INT_L_X40Y62/IMUX_L11 CLBLL_L_X40Y62/CLBLL_LL_A4 }   { INT_L_X40Y62/IMUX_L17 CLBLL_L_X40Y62/CLBLL_LL_B3 }   { INT_L_X40Y62/IMUX_L18 CLBLL_L_X40Y62/CLBLL_LL_B2 }   { INT_L_X40Y62/IMUX_L24 CLBLL_L_X40Y62/CLBLL_LL_B5 }  INT_L_X40Y62/IMUX_L27 CLBLL_L_X40Y62/CLBLL_LL_B4 }  )   (  { INT_R_X43Y59/GND_WIRE  { INT_R_X43Y59/GFAN1  { INT_R_X43Y59/IMUX22 CLBLM_R_X43Y59/CLBLM_M_C3 }   { INT_R_X43Y59/IMUX28 CLBLM_R_X43Y59/CLBLM_M_C4 }   { INT_R_X43Y59/IMUX31 CLBLM_R_X43Y59/CLBLM_M_C5 }   { INT_R_X43Y59/IMUX38 CLBLM_R_X43Y59/CLBLM_M_D3 }   { INT_R_X43Y59/IMUX44 CLBLM_R_X43Y59/CLBLM_M_D4 }   { INT_R_X43Y59/IMUX45 CLBLM_R_X43Y59/CLBLM_M_D2 ..."
"second_data_ro2","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/in0[0]","data_ro_net","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6/O u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/in0[0]","","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1","","10","ROUTED","36","37"," { CLBLL_LL_B  { CLBLL_LL_BMUX CLBLL_LOGIC_OUTS21  { IMUX_L7 CLBLL_LL_A1 }   { NN2BEG3 EL1BEG2 NR1BEG2  { IMUX4 CLBLM_M_A6 }  NE2BEG2 SL1BEG2  { IMUX_L5 CLBLL_L_A6 }   { IMUX_L4 CLBLL_LL_A6 }  SL1BEG2 IMUX_L4 CLBLL_LL_A6 }  SR1BEG_S0  { FAN_ALT2 FAN_BOUNCE2 BYP_ALT0 BYP_L0 CLBLL_L_AX }  BYP_ALT1 BYP_L1 CLBLL_LL_AX }  CLBLL_LOGIC_OUTS13 EL1BEG0 BYP_ALT0  { BYP0 CLBLM_L_AX }  BYP_BOUNCE0 BYP_ALT1 BYP1 CLBLM_M_AX }  "
"second_data_ro2","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/out[0]","data_ro_net","","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6/I0 u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/out[0]","","u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6 u_entropy_source/RO_NUM_LOOP[0].RO_STAGE_LOOP[0].u_LUT6_not1","2","ROUTED","5","6"," { CLBLL_LL_A CLBLL_LOGIC_OUTS12 NW2BEG0 EL1BEG_N3 IMUX_L15 CLBLL_LL_B1 }  "
"second_data_ro2","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/<const0>","data_ro_net","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/GND/G","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6/I2 u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6/I3 u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6/I4 u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6/I5","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/GND","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6","5","ROUTED","921","973"," (  { INT_L_X26Y63/GND_WIRE  { INT_L_X26Y63/GFAN1  { INT_L_X26Y63/IMUX_L22 CLBLM_L_X26Y63/CLBLM_M_C3 }   { INT_L_X26Y63/IMUX_L28 CLBLM_L_X26Y63/CLBLM_M_C4 }   { INT_L_X26Y63/IMUX_L31 CLBLM_L_X26Y63/CLBLM_M_C5 }   { INT_L_X26Y63/IMUX_L38 CLBLM_L_X26Y63/CLBLM_M_D3 }   { INT_L_X26Y63/IMUX_L44 CLBLM_L_X26Y63/CLBLM_M_D4 }   { INT_L_X26Y63/IMUX_L45 CLBLM_L_X26Y63/CLBLM_M_D2 }  INT_L_X26Y63/IMUX_L47 CLBLM_L_X26Y63/CLBLM_M_D5 }  INT_L_X26Y63/GFAN0  { INT_L_X26Y63/IMUX_L35 CLBLM_L_X26Y63/CLBLM_M_C6 }  INT_L_X26Y63/IMUX_L43 CLBLM_L_X26Y63/CLBLM_M_D6 }  )   (  { INT_R_X43Y63/GND_WIRE  { INT_R_X43Y63/GFAN1  { INT_R_X43Y63/IMUX5 CLBLM_R_X43Y63/CLBLM_L_A6 }  INT_R_X43Y63/IMUX13 CLBLM_R_X43Y63/CLBLM_L_B6 }  INT_R_X43Y63/GFAN0  { INT_R_X43Y63/IMUX0 CLBLM_R_X43Y63/CLBLM_L_A3 }   { INT_R_X43Y63/IMUX9 CLBLM_R_X43Y63/CLBLM_L_A5 }   { INT_R_X43Y63/IMUX10 CLBLM_R_X43Y63/CLBLM_L_A4 }   { INT_R_X43Y63/IMUX16 CLBLM_R_X43Y63/CLBLM_L_B3 }   { INT_R_X43Y63/IMUX19 CLBLM_R_X43Y63/CLBLM_L_B2 }   { INT_R_X43Y63/IMUX25 CLBLM_R_X43Y63/CLBLM_L_B5 }  INT_R_X43Y63/IMUX26 CLBLM_R_X43Y63/CLBLM_L_B4 }  )   (  { INT_L_X40Y62/GND_WIRE  { INT_L_X40Y62/GFAN1  { INT_L_X40Y62/IMUX_L4 CLBLL_L_X40Y62/CLBLL_LL_A6 }  INT_L_X40Y62/IMUX_L12 CLBLL_L_X40Y62/CLBLL_LL_B6 }  INT_L_X40Y62/GFAN0  { INT_L_X40Y62/IMUX_L1 CLBLL_L_X40Y62/CLBLL_LL_A3 }   { INT_L_X40Y62/IMUX_L8 CLBLL_L_X40Y62/CLBLL_LL_A5 }   { INT_L_X40Y62/IMUX_L11 CLBLL_L_X40Y62/CLBLL_LL_A4 }   { INT_L_X40Y62/IMUX_L17 CLBLL_L_X40Y62/CLBLL_LL_B3 }   { INT_L_X40Y62/IMUX_L18 CLBLL_L_X40Y62/CLBLL_LL_B2 }   { INT_L_X40Y62/IMUX_L24 CLBLL_L_X40Y62/CLBLL_LL_B5 }  INT_L_X40Y62/IMUX_L27 CLBLL_L_X40Y62/CLBLL_LL_B4 }  )   (  { INT_R_X43Y59/GND_WIRE  { INT_R_X43Y59/GFAN1  { INT_R_X43Y59/IMUX22 CLBLM_R_X43Y59/CLBLM_M_C3 }   { INT_R_X43Y59/IMUX28 CLBLM_R_X43Y59/CLBLM_M_C4 }   { INT_R_X43Y59/IMUX31 CLBLM_R_X43Y59/CLBLM_M_C5 }   { INT_R_X43Y59/IMUX38 CLBLM_R_X43Y59/CLBLM_M_D3 }   { INT_R_X43Y59/IMUX44 CLBLM_R_X43Y59/CLBLM_M_D4 }   { INT_R_X43Y59/IMUX45 CLBLM_R_X43Y59/CLBLM_M_D2 ..."
"second_data_ro2","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/in0[0]","data_ro_net","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6/O u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/in0[0]","","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1","","2","ROUTED","4","5"," { CLBLL_LL_C CLBLL_LL_CMUX CLBLL_LOGIC_OUTS22 IMUX40 CLBLL_LL_D1 }  "
"second_data_ro2","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/out[0]","data_ro_net","","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6/I1 u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/out[0]","","u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1/u_LUT6 u_entropy_source/RO_NUM_LOOP[1].RO_AND.u_LUT6_and2_1","10","ROUTED","36","37"," { CLBLL_LL_D CLBLL_LOGIC_OUTS15  { FAN_ALT3 FAN_BOUNCE3 IMUX29 CLBLL_LL_C2 }  WL1BEG2  { WR1BEG_S0 NW2BEG0 BYP_ALT0  { BYP_L0 CLBLL_L_AX }  BYP_BOUNCE0 BYP_ALT1 BYP_L1 CLBLL_LL_AX }  WW2BEG2  { FAN_ALT1 FAN_BOUNCE1 IMUX_L12 CLBLL_LL_B6 }   { SS2BEG2 NR1BEG2 IMUX_L12 CLBLL_LL_B6 }   { WL1BEG1 IMUX12 CLBLM_M_B6 }   { IMUX_L13 CLBLL_L_B6 }  WR1BEG_S0 BYP_ALT0  { BYP0 CLBLM_L_AX }  BYP_BOUNCE0 IMUX4 CLBLM_M_A6 }  "
