placement,bit_order,restart_input_sha256,restart_overall_p1,restart_x_cutoff,restart_positions_over_x_cutoff,restart_worst_byte,restart_worst_bit,restart_worst_ones,restart_worst_zeros,restart_worst_x,restart_worst_p1,restart_worst_msb_column,restart_worst_lsb_column,restart_summary,restart_method,warmup_bytes,warmup_unit,restart_rows,restart_row_packed_bytes,restart_output_bit_symbols_per_row,restart_input_file,restart_capture_sha256,restart_bps1_sha256,restart_bps1_sha256_msb,restart_bps1_sha256_lsb,ea_restart_status_msb,ea_restart_status_lsb,restart_hi_msb,restart_hi_lsb,restart_hi_source_msb,restart_hi_source_lsb,restart_x_cutoff_msb,restart_x_cutoff_lsb,restart_x_max_msb,restart_x_max_lsb,repeat_id,run_id,trng_role,trng_bytes_mean,trng_p1_mean,trng_abs_bias_mean,trng_bit_min_entropy_mean,trng_runs_p_mean,trng_adjacent_equal_ratio_mean,trng_byte_min_entropy_mean,rofreq_trng_sample_role,rofreq_trng_target_bytes,rofreq_trng_p1,rofreq_trng_abs_bias,rofreq_trng_bit_min_entropy,rofreq_trng_monobit_p,rofreq_trng_runs_p,rofreq_trng_adjacent_equal_ratio,rofreq_trng_byte_min_entropy,rofreq_ro_data_count,rofreq_ro_data_mean_freq_mhz,rofreq_ro_data_std_freq_mhz,rofreq_ro_data_min_freq_mhz,rofreq_ro_data_max_freq_mhz,rofreq_ro_data_span_mhz,rofreq_ro_sample_all_on_freq_mhz,rofreq_ro_min_data_data_delta_mhz,rofreq_ro_min_data_data_pair,rofreq_ro_min_data_data_beat_ns,rofreq_ro_second_data_data_delta_mhz,rofreq_ro_second_data_data_pair,rofreq_ro_close_data_data_pairs_le_1mhz,rofreq_ro_close_data_data_pairs_le_3mhz,rofreq_ro_nearest_data_sample_delta_mhz,rofreq_ro_nearest_data_sample_pair,rofreq_ro_nearest_data_sample_beat_ns,rofreq_ro_data_mean_shift_mhz,rofreq_ro_data_mean_abs_shift_ppm,rofreq_ro_data_max_abs_shift_ppm,rofreq_ro_sample_shift_mhz,rofreq_ro_sample_shift_ppm,rofreq_ro_sample_abs_shift_ppm,tdc_pair_count,tdc_phase_r_mean_mean,tdc_phase_r_mean_max,tdc_phase_r_max_abs_mean,tdc_phase_r_max_abs_max,tdc_best_lag_abs_r_max_mean,tdc_best_lag_abs_r_max_max,tdc_diff_std_ps_mean_mean,tdc_diff_std_ps_mean_max,tdc_diff_mean_ps_slope_per_window_mean,tdc_diff_mean_ps_slope_per_window_max,tdc_strong_lock_windows_mean,tdc_strong_lock_windows_max
random3,packed_warmup12,E5F690CF5545F5EBF7271175472F2B2D36033E750C060F569B196CC08CB3B2C0,0.499478000,605,0,88,3,562,438,562,0.562000000,708,707,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup12\summary.json,auto_stream_once,12,packed_byte,1000,125,1000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_20260515.bin,E5F690CF5545F5EBF7271175472F2B2D36033E750C060F569B196CC08CB3B2C0,BDB6521AFF45F2FDC9F489CDB4AF2E4019E33241BA6D0EAE72CC20EE1FB6D297,BDB6521AFF45F2FDC9F489CDB4AF2E4019E33241BA6D0EAE72CC20EE1FB6D297,E32B02B0E8ECA8FB0CF31B6803F3B4E545279640E35D30B2E2BB08FD2F22D299,,,,,,,605,605,562,562,,random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_20260515,repeat,5242880.0,0.499971128,2.88724899e-05,0.999916694,0.0487015454,0.499847829,7.97396076,formal,10485760.0,0.499968565,3.14354897e-05,0.999909299,0.564729298,0.18437283,0.500072473,7.9845501,8,436.64936313386204,20.64970484620374,396.30593607305934,460.8060562364816,64.50012016342225,91.7349194905071,0.6733958183129403,data3/data7,1485.010706638039,2.3266041816870597,data3/data5,1,3,304.57101658255226,data4/sample,3.2833065050658083,-0.20935472242250341,478.08528557364525,672.8496564089505,-0.07570295602018007,-824.55552530723,824.55552530723,3,-0.000502279108,-1.30364877e-05,0.0155529356,0.0170542668,0.0248181745,0.027615762,2040.86226,2041.92112,-0.113944907,0.848702989,0,0
