label,byte_index,byte_phase_mod8,ones,zeros,p1,abs_bias,entropy,min_entropy
random1_sampler_island_local_warmup10_payload999,0,0,3762,4230,0.470720721,0.029279279,0.997525008,0.917898920
random1_sampler_island_local_warmup10_payload999,1,1,3750,4242,0.469219219,0.030780781,0.997264489,0.913811962
random1_sampler_island_local_warmup10_payload999,2,2,3401,4591,0.425550551,0.074449449,0.983947463,0.799748151
random1_sampler_island_local_warmup10_payload999,3,3,3639,4353,0.455330330,0.044669670,0.994234869,0.876546563
random1_sampler_island_local_warmup10_payload999,4,4,3522,4470,0.440690691,0.059309309,0.989826432,0.838281752
random1_sampler_island_local_warmup10_payload999,5,5,3482,4510,0.435685686,0.064314314,0.988031941,0.825429150
random1_sampler_island_local_warmup10_payload999,6,6,3657,4335,0.457582583,0.042417417,0.994802253,0.882524590
random1_sampler_island_local_warmup10_payload999,7,7,3646,4346,0.456206206,0.043793794,0.994459023,0.878868409
random1_sampler_island_local_warmup10_payload999,8,0,3711,4281,0.464339339,0.035660661,0.996327582,0.900608748
random1_sampler_island_local_warmup10_payload999,9,1,3705,4287,0.463588589,0.036411411,0.996171188,0.898588166
random1_sampler_island_local_warmup10_payload999,10,2,3783,4209,0.473348348,0.026651652,0.997949505,0.925079073
random1_sampler_island_local_warmup10_payload999,11,3,3713,4279,0.464589590,0.035410410,0.996378987,0.901282904
random1_sampler_island_local_warmup10_payload999,12,4,3716,4276,0.464964965,0.035035035,0.996455413,0.902294730
random1_sampler_island_local_warmup10_payload999,13,5,3684,4308,0.460960961,0.039039039,0.995598052,0.891538333
random1_sampler_island_local_warmup10_payload999,14,6,3662,4330,0.458208208,0.041791792,0.994954627,0.884189558
random1_sampler_island_local_warmup10_payload999,15,7,3613,4379,0.452077077,0.047922923,0.993363211,0.867955133
random1_sampler_island_local_warmup10_payload999,16,0,3638,4354,0.455205205,0.044794795,0.994202482,0.876215176
random1_sampler_island_local_warmup10_payload999,17,1,3612,4380,0.451951952,0.048048048,0.993328455,0.867625713
random1_sampler_island_local_warmup10_payload999,18,2,3600,4392,0.450450450,0.049549550,0.992904271,0.863678529
random1_sampler_island_local_warmup10_payload999,19,3,3697,4295,0.462587588,0.037412412,0.995957575,0.895898452
random1_sampler_island_local_warmup10_payload999,20,4,3776,4216,0.472472472,0.027527528,0.997812447,0.922681716
random1_sampler_island_local_warmup10_payload999,21,5,3744,4248,0.468468468,0.031531532,0.997129333,0.911772817
random1_sampler_island_local_warmup10_payload999,22,6,3658,4334,0.457707708,0.042292292,0.994832910,0.882857430
random1_sampler_island_local_warmup10_payload999,23,7,3695,4297,0.462337337,0.037662663,0.995903264,0.895226806
random1_sampler_island_local_warmup10_payload999,24,0,3715,4277,0.464839840,0.035160160,0.996430029,0.901957376
