label,input,restart_count,row_bytes,warmup_bytes,overall_p1,overall_abs_bias,overall_min_entropy,row_ones_mean,row_ones_std,worst_byte_index,worst_bit_index,worst_x,worst_p1
random1_sampler_island_local_warmup10_payload999,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_passband_preopen_20260525\diagnostic_payloads\random1_sampler_island_local_warmup10_payload999.bin,999,125,10,0.459545546,0.040454454,0.887755052,459.545545546,17.404959359,2,2,593,0.406406406
random1_sampler_island_local_warmup11_payload999,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_passband_preopen_20260525\diagnostic_payloads\random1_sampler_island_local_warmup11_payload999.bin,999,125,11,0.471591592,0.028408408,0.920274671,471.591591592,15.924036684,19,6,575,0.424424424
random1_sampler_island_local_warmup4_payload999,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_passband_preopen_20260525\diagnostic_payloads\random1_sampler_island_local_warmup4_payload999.bin,999,125,4,0.499892893,0.000107107,0.999690987,499.892892893,15.400022735,45,6,548,0.548548549
random1_sampler_island_local_warmup5_payload999,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_passband_preopen_20260525\diagnostic_payloads\random1_sampler_island_local_warmup5_payload999.bin,999,125,5,0.500122122,0.000122122,0.999647673,500.122122122,15.152316450,74,5,552,0.552552553
random1_sample_ro_local_warmup10_payload999,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_passband_preopen_20260525\diagnostic_payloads\random1_sample_ro_local_warmup10_payload999.bin,999,125,10,0.500172172,0.000172172,0.999503302,500.172172172,15.302501526,100,5,561,0.561561562
random1_sample_ro_local_warmup11_payload999,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_passband_preopen_20260525\diagnostic_payloads\random1_sample_ro_local_warmup11_payload999.bin,999,125,11,0.420273273,0.079726727,0.786555096,420.273273273,15.224065441,100,3,648,0.351351351
random1_sample_ro_local_warmup4_payload999,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_passband_preopen_20260525\diagnostic_payloads\random1_sample_ro_local_warmup4_payload999.bin,999,125,4,0.498192192,0.001807808,0.994793177,498.192192192,15.421443513,0,6,571,0.571571572
random1_sample_ro_local_warmup5_payload999,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_passband_preopen_20260525\diagnostic_payloads\random1_sample_ro_local_warmup5_payload999.bin,999,125,5,0.407392392,0.092607608,0.754850948,407.392392392,15.937822824,1,2,738,0.261261261
restart_random1_sample_ro_local_warmup4_payload999,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_sampler_island_passband_preopen_20260525\diagnostic_payloads\restart_random1_sample_ro_local_warmup4_payload999.bin,999,125,4,0.498192192,0.001807808,0.994793177,498.192192192,15.421443513,0,6,571,0.571571572
