window_index,byte_start,byte_end_exclusive,bytes,p1,bit_min_entropy,adjacent_equal_ratio
0,0,5242880,5242880,0.499803209305,0.999432293792,0.501874005839
1,5242880,10485760,5242880,0.499865269661,0.999611302783,0.501830673218
2,10485760,15728640,5242880,0.499736380577,0.999239555582,0.501748371124
3,15728640,20971520,5242880,0.499834084511,0.999521348504,0.501687097549
