label_a,label_b,group,name,loc_a,loc_b,bel_a,bel_b,loc_changed,bel_changed
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro,u_entropy_source/RO_NUM_LOOP[6].RO_AND.u_LUT6_and2_1/u_LUT6,SLICE_X60Y62,SLICE_X60Y62,SLICEL.A6LUT,SLICEL.A6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro,u_entropy_source/RO_NUM_LOOP[6].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6,SLICE_X60Y62,SLICE_X60Y62,SLICEL.B6LUT,SLICEL.B6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro,u_entropy_source/RO_NUM_LOOP[7].RO_AND.u_LUT6_and2_1/u_LUT6,SLICE_X36Y63,SLICE_X36Y63,SLICEM.C6LUT,SLICEM.C6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,data_ro,u_entropy_source/RO_NUM_LOOP[7].RO_STAGE_LOOP[0].u_LUT6_not1/u_LUT6,SLICE_X36Y63,SLICE_X36Y63,SLICEM.D6LUT,SLICEM.D6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sample_ro,u_entropy_source/RO_SAMPLE_LOOP[0].u_LUT6_not1/u_LUT6,SLICE_X45Y39,SLICE_X45Y39,SLICEL.B6LUT,SLICEL.B6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sample_ro,u_entropy_source/RO_SAMPLE_LOOP[1].u_LUT6_not1/u_LUT6,SLICE_X45Y39,SLICE_X45Y39,SLICEL.C6LUT,SLICEL.C6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sample_ro,u_entropy_source/RO_SAMPLE_LOOP[2].u_LUT6_not1/u_LUT6,SLICE_X45Y39,SLICE_X45Y39,SLICEL.D6LUT,SLICEL.D6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sample_ro,u_entropy_source/RO_SAMPLE_LOOP[3].u_LUT6_not1/u_LUT6,SLICE_X46Y39,SLICE_X46Y39,SLICEM.A6LUT,SLICEM.A6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sample_ro,u_entropy_source/RO_SAMPLE_LOOP[4].u_LUT6_not1/u_LUT6,SLICE_X46Y39,SLICE_X46Y39,SLICEM.B6LUT,SLICEM.B6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sample_ro,u_entropy_source/RO_SAMPLE_LOOP[5].u_LUT6_not1/u_LUT6,SLICE_X46Y39,SLICE_X46Y39,SLICEM.C6LUT,SLICEM.C6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sample_ro,u_entropy_source/RO_SAMPLE_LOOP[6].u_LUT6_not1/u_LUT6,SLICE_X46Y39,SLICE_X46Y39,SLICEM.D6LUT,SLICEM.D6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sample_ro,u_entropy_source/RO_SAMPLE_LOOP[7].u_LUT6_not1/u_LUT6,SLICE_X47Y39,SLICE_X47Y39,SLICEL.A6LUT,SLICEL.A6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sample_ro,u_entropy_source/RO_SAMPLE_NAND.u_LUT6_nand2_1/u_LUT6,SLICE_X45Y39,SLICE_X45Y39,SLICEL.A6LUT,SLICEL.A6LUT,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[0],SLICE_X42Y40,SLICE_X42Y40,SLICEM.AFF,SLICEM.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[1],SLICE_X52Y41,SLICE_X52Y41,SLICEL.AFF,SLICEL.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[2],SLICE_X52Y41,SLICE_X52Y41,SLICEL.BFF,SLICEL.BFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[3],SLICE_X52Y41,SLICE_X52Y41,SLICEL.CFF,SLICEL.CFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[4],SLICE_X52Y41,SLICE_X52Y41,SLICEL.DFF,SLICEL.DFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[5],SLICE_X52Y41,SLICE_X52Y41,SLICEL.A5FF,SLICEL.A5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[6],SLICE_X52Y41,SLICE_X52Y41,SLICEL.B5FF,SLICEL.B5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[7],SLICE_X48Y41,SLICE_X48Y41,SLICEL.AFF,SLICEL.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[8],SLICE_X45Y39,SLICE_X45Y39,SLICEL.AFF,SLICEL.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[9],SLICE_X50Y41,SLICE_X50Y41,SLICEM.AFF,SLICEM.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[10],SLICE_X50Y41,SLICE_X50Y41,SLICEM.BFF,SLICEM.BFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[11],SLICE_X50Y41,SLICE_X50Y41,SLICEM.CFF,SLICEM.CFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[12],SLICE_X50Y41,SLICE_X50Y41,SLICEM.DFF,SLICEM.DFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[13],SLICE_X50Y41,SLICE_X50Y41,SLICEM.A5FF,SLICEM.A5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[14],SLICE_X50Y41,SLICE_X50Y41,SLICEM.B5FF,SLICEM.B5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[15],SLICE_X50Y41,SLICE_X50Y41,SLICEM.C5FF,SLICEM.C5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[16],SLICE_X42Y39,SLICE_X42Y39,SLICEM.AFF,SLICEM.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[17],SLICE_X52Y42,SLICE_X52Y42,SLICEL.AFF,SLICEL.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[18],SLICE_X52Y42,SLICE_X52Y42,SLICEL.BFF,SLICEL.BFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[19],SLICE_X52Y42,SLICE_X52Y42,SLICEL.CFF,SLICEL.CFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[20],SLICE_X50Y40,SLICE_X50Y40,SLICEM.AFF,SLICEM.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[21],SLICE_X50Y40,SLICE_X50Y40,SLICEM.BFF,SLICEM.BFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[22],SLICE_X50Y40,SLICE_X50Y40,SLICEM.CFF,SLICEM.CFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[2].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[23],SLICE_X42Y42,SLICE_X42Y42,SLICEM.AFF,SLICEM.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[24],SLICE_X44Y39,SLICE_X44Y39,SLICEL.AFF,SLICEL.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[25],SLICE_X51Y41,SLICE_X51Y41,SLICEL.AFF,SLICEL.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[26],SLICE_X51Y41,SLICE_X51Y41,SLICEL.BFF,SLICEL.BFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[27],SLICE_X51Y41,SLICE_X51Y41,SLICEL.CFF,SLICEL.CFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[28],SLICE_X51Y41,SLICE_X51Y41,SLICEL.DFF,SLICEL.DFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[29],SLICE_X51Y41,SLICE_X51Y41,SLICEL.A5FF,SLICEL.A5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[30],SLICE_X51Y41,SLICE_X51Y41,SLICEL.B5FF,SLICEL.B5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[3].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[31],SLICE_X51Y41,SLICE_X51Y41,SLICEL.C5FF,SLICEL.C5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[32],SLICE_X46Y39,SLICE_X46Y39,SLICEM.AFF,SLICEM.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[33],SLICE_X51Y40,SLICE_X51Y40,SLICEL.AFF,SLICEL.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[34],SLICE_X51Y40,SLICE_X51Y40,SLICEL.BFF,SLICEL.BFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[35],SLICE_X51Y40,SLICE_X51Y40,SLICEL.CFF,SLICEL.CFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[36],SLICE_X51Y40,SLICE_X51Y40,SLICEL.DFF,SLICEL.DFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[37],SLICE_X51Y40,SLICE_X51Y40,SLICEL.A5FF,SLICEL.A5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[38],SLICE_X51Y40,SLICE_X51Y40,SLICEL.B5FF,SLICEL.B5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[4].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[39],SLICE_X51Y40,SLICE_X51Y40,SLICEL.C5FF,SLICEL.C5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[40],SLICE_X47Y39,SLICE_X47Y39,SLICEL.AFF,SLICEL.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[41],SLICE_X50Y42,SLICE_X50Y42,SLICEM.AFF,SLICEM.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[42],SLICE_X50Y42,SLICE_X50Y42,SLICEM.BFF,SLICEM.BFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[43],SLICE_X50Y42,SLICE_X50Y42,SLICEM.CFF,SLICEM.CFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[44],SLICE_X50Y42,SLICE_X50Y42,SLICEM.DFF,SLICEM.DFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[45],SLICE_X50Y42,SLICE_X50Y42,SLICEM.A5FF,SLICEM.A5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[46],SLICE_X50Y42,SLICE_X50Y42,SLICEM.B5FF,SLICEM.B5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[5].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[47],SLICE_X50Y42,SLICE_X50Y42,SLICEM.C5FF,SLICEM.C5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[48],SLICE_X48Y39,SLICE_X48Y39,SLICEL.BFF,SLICEL.BFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[49],SLICE_X51Y43,SLICE_X51Y43,SLICEL.AFF,SLICEL.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[50],SLICE_X51Y43,SLICE_X51Y43,SLICEL.BFF,SLICEL.BFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[51],SLICE_X51Y43,SLICE_X51Y43,SLICEL.CFF,SLICEL.CFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[52],SLICE_X50Y43,SLICE_X50Y43,SLICEM.AFF,SLICEM.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[53],SLICE_X50Y43,SLICE_X50Y43,SLICEM.BFF,SLICEM.BFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[54],SLICE_X50Y43,SLICE_X50Y43,SLICEM.CFF,SLICEM.CFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[6].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[55],SLICE_X50Y43,SLICE_X50Y43,SLICEM.DFF,SLICEM.DFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[56],SLICE_X48Y40,SLICE_X48Y40,SLICEL.AFF,SLICEL.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[57],SLICE_X53Y41,SLICE_X53Y41,SLICEL.AFF,SLICEL.AFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[58],SLICE_X53Y41,SLICE_X53Y41,SLICEL.BFF,SLICEL.BFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[59],SLICE_X53Y41,SLICE_X53Y41,SLICEL.CFF,SLICEL.CFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[60],SLICE_X53Y41,SLICE_X53Y41,SLICEL.DFF,SLICEL.DFF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[61],SLICE_X53Y41,SLICE_X53Y41,SLICEL.A5FF,SLICEL.A5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[62],SLICE_X53Y41,SLICE_X53Y41,SLICEL.B5FF,SLICEL.B5FF,False,False
sample_ro_local_data_ro4_original,sample_ro_local_data_ro4_explore1,sampled_data_regs,u_entropy_source/SAMPLE_DATA_LINE_LOOP[7].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[63],SLICE_X53Y41,SLICE_X53Y41,SLICEL.C5FF,SLICEL.C5FF,False,False
