label,run,source,source_format,tdcr_header_found,tdcr_version,tdcr_pair_id,tdcr_family_id,tdcr_warmup_packets,tdcr_capture_packets,tdcr_sample_div,packets,seq_gaps,seq_wraps,enable_edge_index,pre_enable_packets,post_enable_packets,bins,early_packets,window_packets,lag,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,early_entropy_a,early_entropy_b,early_entropy_diff,early_min_entropy_a,early_min_entropy_b,early_min_entropy_diff,transition_entropy_diff,transition_min_entropy_diff,same_diff_transition_ratio,residence_runs,residence_mean_len,residence_median_len,residence_p95_len,longest_same_diff_bin_run,autocorr_diff_lag,autocorr_a_lag,autocorr_b_lag,first_window_packets,later_window_packets,first_entropy_a,first_entropy_b,first_entropy_diff,later_entropy_a,later_entropy_b,later_entropy_diff,first_minus_later_entropy_a,first_minus_later_entropy_b,first_minus_later_entropy_diff,first_later_tvd_a,first_later_tvd_b,first_later_tvd_diff,first_diff_mean_bin,later_diff_mean_bin,first_minus_later_diff_mean_bin,warmup_packets,warmup_entropy_a,warmup_entropy_b,warmup_entropy_diff,warmup_transition_entropy_diff,warmup_same_diff_transition_ratio,warmup_longest_same_diff_bin_run,warmup_autocorr_diff_lag
random1_baseline,tdc_reset_enable_random1_baseline_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_2mib.bin,raw,0,,,,,,,262143,0,4,9595,9595,252548,128,1024,16384,1,2.67564991,5.49614371,6.67227309,1.31617276,4.1534078,5.25075228,2.61762037,5.43116096,6.54038023,1.29264087,4.02272008,5.142019,13.2960722,10.3612299,0.011344423,249683,1.01147455,1,1,4,-0.00117892651,0.000163320688,0.00083284948,16384,236164,2.64969185,5.49037078,6.65645084,2.67727914,5.49634981,6.67296105,-0.0275872899,-0.00597902919,-0.0165102173,0.0152131706,0.0243191526,0.0359182544,-1.12286377,-0.906564929,-0.21629884,1024,2.60608386,5.4294773,6.54208916,9.85683134,0.0146627566,2,0.0322428742
random3_goodref,tdc_reset_enable_random3_goodref_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random3_goodref_ro0_2mib.bin,raw,0,,,,,,,262143,0,4,9582,9582,252561,128,1024,16384,1,2.66829336,5.53869594,6.69449704,1.30199356,4.36907959,5.50592223,2.628997,5.50514719,6.58148132,1.3205199,4.4150375,5.29956028,13.3465877,10.957582,0.010995407,249784,1.01111761,1,1,3,0.000272925715,-0.000328770685,-0.00104431743,16384,236177,2.6654404,5.53158347,6.68291424,2.66832391,5.53902011,6.69491022,-0.00288351714,-0.00743663216,-0.0119959783,0.0100280221,0.0224151068,0.0335249845,-0.248291016,-0.132515021,-0.115775995,1024,2.64155322,5.50627488,6.58243445,9.8942357,0.0117302053,2,0.00653231929
random1_sampler_local,tdc_reset_enable_random1_sampler_local_ro0_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_sampler_local_ro0_2mib.bin,raw,0,,,,,,,262143,0,4,9644,9644,252499,128,1024,16384,1,2.68774912,5.61581348,6.71816999,1.31430055,4.54357222,5.38105416,2.6444875,5.56785232,6.60531513,1.29956028,4.0931094,4.91253716,13.3894776,10.8063611,0.0109585026,249732,1.01107988,1,1,3,-0.000525188893,0.000705533595,-0.00330240722,16384,236115,2.71993711,5.62163591,6.71720843,2.68519265,5.61516872,6.71782747,0.0347444634,0.00646719576,-0.000619033007,0.0176966733,0.0282041561,0.0364251198,-0.520141602,-0.789932872,0.26979127,1024,2.64976506,5.56985329,6.60265588,9.85561422,0.00977517107,2,-0.0338572432
