file,name,bytes,bits,zeros,ones,p1,bit_min_entropy,monobit_z,monobit_p,runs,runs_p,adjacent_equal_ratio,longest_zero_run,longest_one_run,shannon_entropy_byte,min_entropy_byte
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random2_smoke01.bin,random2_smoke01.bin,1048576,8388608,4267649,4120959,0.49125659465789795,0.9749899065245156,-50.647213736452464,0.0,4184793,0.0,0.5011338592927288,22,22,7.9980668818342515,7.778110838528734
