"label","group","name","ref_name","loc","bel","site","tile","clock_region","is_placed","is_bel_fixed","is_loc_fixed"
"scompact_w4_sampled_bel_routes_placed","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[0].u_LUT6_not1/u_LUT6","LUT6","SLICE_X50Y44","SLICEM.A6LUT","SLICE_X50Y44","CLBLM_L_X34Y44","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[1].u_LUT6_not1/u_LUT6","LUT6","SLICE_X52Y44","SLICEL.B6LUT","SLICE_X52Y44","CLBLL_R_X35Y44","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[2].u_LUT6_not1/u_LUT6","LUT6","SLICE_X52Y46","SLICEL.A6LUT","SLICE_X52Y46","CLBLL_R_X35Y46","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[3].u_LUT6_not1/u_LUT6","LUT6","SLICE_X52Y46","SLICEL.B6LUT","SLICE_X52Y46","CLBLL_R_X35Y46","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[4].u_LUT6_not1/u_LUT6","LUT6","SLICE_X53Y48","SLICEL.A6LUT","SLICE_X53Y48","CLBLL_R_X35Y48","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[5].u_LUT6_not1/u_LUT6","LUT6","SLICE_X53Y47","SLICEL.C6LUT","SLICE_X53Y47","CLBLL_R_X35Y47","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[6].u_LUT6_not1/u_LUT6","LUT6","SLICE_X51Y47","SLICEL.C6LUT","SLICE_X51Y47","CLBLM_L_X34Y47","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sample_ro","u_entropy_source/RO_SAMPLE_LOOP[7].u_LUT6_not1/u_LUT6","LUT6","SLICE_X50Y46","SLICEM.C6LUT","SLICE_X50Y46","CLBLM_L_X34Y46","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sample_ro","u_entropy_source/RO_SAMPLE_NAND.u_LUT6_nand2_1/u_LUT6","LUT6","SLICE_X53Y45","SLICEL.B6LUT","SLICE_X53Y45","CLBLL_R_X35Y45","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[0]","FDRE","SLICE_X53Y44","SLICEL.AFF","SLICE_X53Y44","CLBLL_R_X35Y44","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[1]","FDRE","SLICE_X53Y44","SLICEL.BFF","SLICE_X53Y44","CLBLL_R_X35Y44","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[2].sampled_data_reg[2]","FDRE","SLICE_X53Y44","SLICEL.CFF","SLICE_X53Y44","CLBLL_R_X35Y44","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[3].sampled_data_reg[3]","FDRE","SLICE_X53Y44","SLICEL.DFF","SLICE_X53Y44","CLBLL_R_X35Y44","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[4].sampled_data_reg[4]","FDRE","SLICE_X50Y45","SLICEM.AFF","SLICE_X50Y45","CLBLM_L_X34Y45","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[5].sampled_data_reg[5]","FDRE","SLICE_X50Y45","SLICEM.BFF","SLICE_X50Y45","CLBLM_L_X34Y45","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[6].sampled_data_reg[6]","FDRE","SLICE_X50Y45","SLICEM.CFF","SLICE_X50Y45","CLBLM_L_X34Y45","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[0].SAMPLE_DATA_BIT_LOOP[7].sampled_data_reg[7]","FDRE","SLICE_X50Y45","SLICEM.DFF","SLICE_X50Y45","CLBLM_L_X34Y45","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[0].sampled_data_reg[8]","FDRE","SLICE_X50Y44","SLICEM.AFF","SLICE_X50Y44","CLBLM_L_X34Y44","","","0","0"
"scompact_w4_sampled_bel_routes_placed","sampled_data_regs","u_entropy_source/SAMPLE_DATA_LINE_LOOP[1].SAMPLE_DATA_BIT_LOOP[1].sampled_data_reg[9]","FDRE","SLICE_X50Y44","SLICEM.BFF","SLICE_X50Y44","CLBLM_L_X34Y44","","","0","0"
