"run","status","capture","capture_bytes","capture_sha256","bitstream","bitstream_sha256","header_bytes","header_hex","xadc_mode","xadc_after_status","xadc_after_temperature_c","overall_p1","overall_min_entropy","row_ones_std","worst_byte_index","worst_bit_index","worst_x","worst_p1","column_summary_json"
"restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525","completed","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525.bin","125000","9FF880AA0D82E27C7FCAAD0AED6183E2878E2299EB19B276E38EF54799BE6873","data\vivado_runs\restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_20260525\RO_TRNG_restart_auto_top.bit","AE70EE95710E955760D7717E7D5439B6B6D6E5BD0F15DEF09587D1E874734862","8","A55A03E8007D01D0","after_only","ok","46.9","0.499754000","0.999290369","16.111222300","109","4","552","0.448000000","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_fifo_diag_20260525\restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525.column_analysis\summary.json"
