label,byte_phase_mod8,bit_index,samples,ones,zeros,p1,abs_bias,entropy,min_entropy
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,0,0,16000,8115,7885,0.507187500,0.007187500,0.999850935,0.979408905
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,0,1,16000,8012,7988,0.500750000,0.000750000,0.999998377,0.997837579
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,0,2,16000,7926,8074,0.495375000,0.004625000,0.999938279,0.986716413
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,0,3,16000,7891,8109,0.493187500,0.006812500,0.999866084,0.980475987
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,0,4,16000,8076,7924,0.504750000,0.004750000,0.999934897,0.986359089
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,0,5,16000,7890,8110,0.493125000,0.006875000,0.999863616,0.980298086
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,0,6,16000,7937,8063,0.496062500,0.003937500,0.999955265,0.988683278
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,0,7,16000,7919,8081,0.494937500,0.005062500,0.999926049,0.985466167
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,1,0,16000,7949,8051,0.496812500,0.003187500,0.999970684,0.990832011
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,1,1,16000,8010,7990,0.500625000,0.000625000,0.999998873,0.998197757
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,1,2,16000,8066,7934,0.504125000,0.004125000,0.999950903,0.988146594
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,1,3,16000,8058,7942,0.503625000,0.003625000,0.999962084,0.989578195
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run03_20260528,1,4,16000,8035,7965,0.502187500,0.002187500,0.999986193,0.993701976
