label,byte_index,byte_phase_mod8,ones,zeros,p1,abs_bias,entropy,min_entropy
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,0,0,4027,3973,0.503375000,0.003375000,0.999967133,0.990294528
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,1,1,4023,3977,0.502875000,0.002875000,0.999976150,0.991728262
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,2,2,4012,3988,0.501500000,0.001500000,0.999993508,0.995678394
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,3,3,4001,3999,0.500125000,0.000125000,0.999999955,0.999639371
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,4,4,4036,3964,0.504500000,0.004500000,0.999941570,0.987073826
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,5,5,4039,3961,0.504875000,0.004875000,0.999931426,0.986001854
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,6,6,4026,3974,0.503250000,0.003250000,0.999969523,0.990652828
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,7,7,4109,3891,0.513625000,0.013625000,0.999464288,0.961212669
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,8,0,3955,4045,0.494375000,0.005625000,0.999908703,0.983860297
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,9,1,4000,4000,0.500000000,0.000000000,1.000000000,1.000000000
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,10,2,3952,4048,0.494000000,0.006000000,0.999896123,0.982790710
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,11,3,4026,3974,0.503250000,0.003250000,0.999969523,0.990652828
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,12,4,4005,3995,0.500625000,0.000625000,0.999998873,0.998197757
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,13,5,3998,4002,0.499750000,0.000250000,0.999999820,0.999278833
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,14,6,3940,4060,0.492500000,0.007500000,0.999837691,0.978520273
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,15,7,3981,4019,0.497625000,0.002375000,0.999983725,0.993163423
restart_auto_random1_regs_only_sample_ro_compact_locked_warmup4_1000x125_run02_20260525,16,0,3998,4002,0.499750000,0.000250000,0.999999820,0.999278833
