placement,warmup_bytes,repeat_tag,bit_order,ea_status,h_i,x_cutoff,x_max,h_r,h_c,min_h,overall_p1,positions_over_x_cutoff,worst_byte_index,worst_bit_index,worst_x,worst_msb_expanded_column,worst_lsb_expanded_column,board_id,xadc_status,xadc_before_temperature_c,xadc_after_temperature_c,xadc_temperature_delta_c,ea_run,ea_stdout,column_summary,row_ones_mean,row_ones_std,worst_ones,worst_zeros,worst_p1,restart_input_file,restart_input_sha256,xadc_after_vccint_v,xadc_after_vccaux_v,xadc_after_vccbram_v,capture_start_time,capture_end_time,capture_output_sha256,capture_metadata,paper_use
random3,10,run01,lsb,failed,0.828444,632,650,,,,0.415017,106,1,4,650,11,12,,missing,,,,random3_warmup10_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup10_lsb_20260515\random3_warmup10_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup10\summary.json,415.017,15.497442079259404,350,650,0.350000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_20260515.bin,90810C80B5936DF71B184D37E357E85FE05D33ED83CB0E5D0748906FF9BC6597,,,,2026-05-15 02:16:20,2026-05-15 02:18:22,90810C80B5936DF71B184D37E357E85FE05D33ED83CB0E5D0748906FF9BC6597,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_20260515.metadata.json,candidate
random3,10,run01,msb,failed,0.902345,605,650,,,,0.415017,106,1,4,650,11,12,,missing,,,,random3_warmup10_msb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup10_msb_20260515\random3_warmup10_msb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup10\summary.json,415.017,15.497442079259404,350,650,0.350000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_20260515.bin,90810C80B5936DF71B184D37E357E85FE05D33ED83CB0E5D0748906FF9BC6597,,,,2026-05-15 02:16:20,2026-05-15 02:18:22,90810C80B5936DF71B184D37E357E85FE05D33ED83CB0E5D0748906FF9BC6597,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_20260515.metadata.json,candidate
random3,11,repeat02,lsb,passed,0.828444,632,588,0.757162,0.746636,0.746636,0.469261,0,68,3,588,548,547,,missing,,,,random3_warmup11_repeat02_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup11_repeat02_lsb_20260515\random3_warmup11_repeat02_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup11_repeat02\summary.json,469.261,15.591243664313634,412,588,0.412000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat02_20260515.bin,806E52B1C50539152C6AE5450E7CD47E961DFC4B9E0197788F722711386A0BB6,,,,2026-05-15 02:48:35,2026-05-15 02:50:31,806E52B1C50539152C6AE5450E7CD47E961DFC4B9E0197788F722711386A0BB6,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat02_20260515.metadata.json,candidate
random3,11,repeat02,msb,passed,0.902345,605,588,0.772477,0.765014,0.765014,0.469261,0,68,3,588,548,547,,missing,,,,random3_warmup11_repeat02_msb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup11_repeat02_msb_20260515\random3_warmup11_repeat02_msb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup11_repeat02\summary.json,469.261,15.591243664313634,412,588,0.412000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat02_20260515.bin,806E52B1C50539152C6AE5450E7CD47E961DFC4B9E0197788F722711386A0BB6,,,,2026-05-15 02:48:35,2026-05-15 02:50:31,806E52B1C50539152C6AE5450E7CD47E961DFC4B9E0197788F722711386A0BB6,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat02_20260515.metadata.json,candidate
random3,11,repeat03_20260522,lsb,passed,0.828444,632,595,0.759914,0.762703,0.759914,0.46769,0,0,5,595,2,5,z7020_b01,ok,45.4,45.4,0,random3_warmup11_repeat03_20260522_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup11_repeat03_20260522_lsb_20260515\random3_warmup11_repeat03_20260522_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup11_repeat03_20260522\summary.json,467.69,15.068042341326228,405,595,0.405000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat03_20260522_20260515.bin,B56BAD329A0062D4B6FD7EA4597D2F5346CF9FCEB65A738FAAB07057C598DEAD,1.000,1.796,1.000,2026-05-22 08:39:37,2026-05-22 08:43:29,B56BAD329A0062D4B6FD7EA4597D2F5346CF9FCEB65A738FAAB07057C598DEAD,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat03_20260522_20260515.metadata.json,candidate
random3,11,repeat03_20260522,msb,passed,0.902345,605,595,0.754707,0.770799,0.754707,0.46769,0,0,5,595,2,5,z7020_b01,ok,45.4,45.4,0,random3_warmup11_repeat03_20260522_msb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup11_repeat03_20260522_msb_20260515\random3_warmup11_repeat03_20260522_msb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup11_repeat03_20260522\summary.json,467.69,15.068042341326228,405,595,0.405000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat03_20260522_20260515.bin,B56BAD329A0062D4B6FD7EA4597D2F5346CF9FCEB65A738FAAB07057C598DEAD,1.000,1.796,1.000,2026-05-22 08:39:37,2026-05-22 08:43:29,B56BAD329A0062D4B6FD7EA4597D2F5346CF9FCEB65A738FAAB07057C598DEAD,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat03_20260522_20260515.metadata.json,candidate
random3,11,run01,lsb,passed,0.828444,632,583,0.753865,0.759525,0.753865,0.469088,0,1,3,583,12,11,,missing,,,,random3_warmup11_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup11_lsb_20260515\random3_warmup11_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup11\summary.json,469.088,15.564069390747395,417,583,0.417000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_20260515.bin,4418C3D6550684637B56121F96A906F48B128B63139991A3B8C827D2C30A6BA9,,,,2026-05-15 02:25:52,2026-05-15 02:27:49,4418C3D6550684637B56121F96A906F48B128B63139991A3B8C827D2C30A6BA9,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_20260515.metadata.json,candidate
random3,11,run01,msb,passed,0.902345,605,583,0.743385,0.756293,0.743385,0.469088,0,1,3,583,12,11,,missing,,,,random3_warmup11_msb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup11_msb_20260515\random3_warmup11_msb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup11\summary.json,469.088,15.564069390747395,417,583,0.417000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_20260515.bin,4418C3D6550684637B56121F96A906F48B128B63139991A3B8C827D2C30A6BA9,,,,2026-05-15 02:25:52,2026-05-15 02:27:49,4418C3D6550684637B56121F96A906F48B128B63139991A3B8C827D2C30A6BA9,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_20260515.metadata.json,candidate
random3,12,repeat02,lsb,passed,0.828444,632,556,0.877826,0.883047,0.828444,0.499506,0,118,1,549,950,945,,missing,,,,random3_warmup12_repeat02_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup12_repeat02_lsb_20260515\random3_warmup12_repeat02_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup12_repeat02\summary.json,499.506,15.518826115399323,451,549,0.451000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat02_20260515.bin,2137FD20C71F1245E2568E4AFE4F86FA126B04536E4E63588CE1257D2E0BA134,,,,2026-05-15 02:52:42,2026-05-15 02:54:40,2137FD20C71F1245E2568E4AFE4F86FA126B04536E4E63588CE1257D2E0BA134,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat02_20260515.metadata.json,candidate
random3,12,repeat02,msb,passed,0.902345,605,556,0.844203,0.813237,0.813237,0.499506,0,118,1,549,950,945,,missing,,,,random3_warmup12_repeat02_msb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup12_repeat02_msb_20260515\random3_warmup12_repeat02_msb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup12_repeat02\summary.json,499.506,15.518826115399323,451,549,0.451000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat02_20260515.bin,2137FD20C71F1245E2568E4AFE4F86FA126B04536E4E63588CE1257D2E0BA134,,,,2026-05-15 02:52:42,2026-05-15 02:54:40,2137FD20C71F1245E2568E4AFE4F86FA126B04536E4E63588CE1257D2E0BA134,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat02_20260515.metadata.json,candidate
random3,12,repeat03_20260522,lsb,passed,0.828444,632,556,0.844297,0.885179,0.828444,0.499348,0,35,0,550,287,280,z7020_b01,ok,45.4,45.5,0.1,random3_warmup12_repeat03_20260522_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup12_repeat03_20260522_lsb_20260515\random3_warmup12_repeat03_20260522_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup12_repeat03_20260522\summary.json,499.348,16.207309955695916,450,550,0.450000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat03_20260522_20260515.bin,5D38169A047740B6C0CD432D023818111414CBC33059845ABF9D3EB0F1C34B67,1.000,1.795,1.000,2026-05-22 08:47:58,2026-05-22 08:51:56,5D38169A047740B6C0CD432D023818111414CBC33059845ABF9D3EB0F1C34B67,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat03_20260522_20260515.metadata.json,candidate
random3,12,repeat03_20260522,msb,passed,0.902345,605,556,0.823278,0.882505,0.823278,0.499348,0,35,0,550,287,280,z7020_b01,ok,45.4,45.5,0.1,random3_warmup12_repeat03_20260522_msb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup12_repeat03_20260522_msb_20260515\random3_warmup12_repeat03_20260522_msb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup12_repeat03_20260522\summary.json,499.348,16.207309955695916,450,550,0.450000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat03_20260522_20260515.bin,5D38169A047740B6C0CD432D023818111414CBC33059845ABF9D3EB0F1C34B67,1.000,1.795,1.000,2026-05-22 08:47:58,2026-05-22 08:51:56,5D38169A047740B6C0CD432D023818111414CBC33059845ABF9D3EB0F1C34B67,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_repeat03_20260522_20260515.metadata.json,candidate
random3,12,run01,lsb,passed,0.828444,632,562,0.866043,0.836130,0.828444,0.499478,0,88,3,562,708,707,,missing,,,,random3_warmup12_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup12_lsb_20260515\random3_warmup12_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup12\summary.json,499.478,16.205292839069585,562,438,0.562000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_20260515.bin,E5F690CF5545F5EBF7271175472F2B2D36033E750C060F569B196CC08CB3B2C0,,,,2026-05-15 02:06:23,2026-05-15 02:08:35,E5F690CF5545F5EBF7271175472F2B2D36033E750C060F569B196CC08CB3B2C0,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_20260515.metadata.json,candidate
random3,12,run01,msb,passed,0.902345,605,562,0.867146,0.849807,0.849807,0.499478,0,88,3,562,708,707,,missing,,,,random3_warmup12_msb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup12_msb_20260515\random3_warmup12_msb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup12\summary.json,499.478,16.205292839069585,562,438,0.562000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_20260515.bin,E5F690CF5545F5EBF7271175472F2B2D36033E750C060F569B196CC08CB3B2C0,,,,2026-05-15 02:06:23,2026-05-15 02:08:35,E5F690CF5545F5EBF7271175472F2B2D36033E750C060F569B196CC08CB3B2C0,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_20260515.metadata.json,candidate
random3,16,run01,lsb,passed,0.828444,632,549,0.820090,0.830192,0.820090,0.499126,0,43,7,547,344,351,,missing,,,,random3_warmup16_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup16_lsb_20260515\random3_warmup16_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup16\summary.json,499.126,15.35187688851106,547,453,0.547000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup16_header_delay60s_20260515.bin,8084E1AB95062564ACE582113520A54163CADA96E12C1A2211DE2C044AC860E7,,,,2026-05-15 01:53:51,2026-05-15 01:56:10,8084E1AB95062564ACE582113520A54163CADA96E12C1A2211DE2C044AC860E7,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup16_header_delay60s_20260515.metadata.json,candidate
random3,16,run01,msb,passed,0.902345,605,549,0.871037,0.868735,0.868735,0.499126,0,43,7,547,344,351,,missing,,,,random3_warmup16_msb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_random3_warmup16_msb_20260515\random3_warmup16_msb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_random3_formal_bits_warmup16\summary.json,499.126,15.35187688851106,547,453,0.547000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup16_header_delay60s_20260515.bin,8084E1AB95062564ACE582113520A54163CADA96E12C1A2211DE2C044AC860E7,,,,2026-05-15 01:53:51,2026-05-15 01:56:10,8084E1AB95062564ACE582113520A54163CADA96E12C1A2211DE2C044AC860E7,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\random3_restart_auto_formal_bits_1000x125_warmup16_header_delay60s_20260515.metadata.json,candidate
same_column,0,placement01,lsb,failed,0.834502,629,946,,,,0.407826,0,1,0,946,15,8,z7020_b01,ok,45.5,45.5,0,same_column_warmup0_placement01_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_same_column_warmup0_placement01_lsb_20260515\same_column_warmup0_placement01_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_same_column_formal_bits_warmup0_placement01\summary.json,407.826,17.672965908415033,54,946,0.054000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.bin,554344F3704CD28B15E8D09AD2536648492C14D3D007D002BB8BB3A3F2CBE7C4,1.000,1.795,1.000,2026-05-22 08:56:46,2026-05-22 09:00:43,554344F3704CD28B15E8D09AD2536648492C14D3D007D002BB8BB3A3F2CBE7C4,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.metadata.json,candidate
same_column,0,placement01,msb,failed,0.834068,630,946,,,,0.407826,0,1,0,946,15,8,z7020_b01,ok,45.5,45.5,0,same_column_warmup0_placement01_msb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_same_column_warmup0_placement01_msb_20260515\same_column_warmup0_placement01_msb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_same_column_formal_bits_warmup0_placement01\summary.json,407.826,17.672965908415033,54,946,0.054000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.bin,554344F3704CD28B15E8D09AD2536648492C14D3D007D002BB8BB3A3F2CBE7C4,1.000,1.795,1.000,2026-05-22 08:56:46,2026-05-22 09:00:43,554344F3704CD28B15E8D09AD2536648492C14D3D007D002BB8BB3A3F2CBE7C4,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.metadata.json,candidate
same_column,12,placement01,lsb,passed,0.834502,629,559,0.861917,0.837401,0.834502,0.496483,0,46,2,551,373,370,z7020_b01,ok,45.5,45.6,0.1,same_column_warmup12_placement01_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_same_column_warmup12_placement01_lsb_20260515\same_column_warmup12_placement01_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_same_column_formal_bits_warmup12_placement01\summary.json,496.483,16.30747408398983,449,551,0.449000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515.bin,DF5F230497C230D2B772DA176859A378DB326DA53D4904F71E2999D93CE7A196,1.000,1.796,1.000,2026-05-22 09:04:31,2026-05-22 09:08:06,DF5F230497C230D2B772DA176859A378DB326DA53D4904F71E2999D93CE7A196,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515.metadata.json,candidate
same_column,12,placement01,msb,passed,0.834068,630,559,0.795557,0.826468,0.795557,0.496483,0,46,2,551,373,370,z7020_b01,ok,45.5,45.6,0.1,same_column_warmup12_placement01_msb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_same_column_warmup12_placement01_msb_20260515\same_column_warmup12_placement01_msb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_same_column_formal_bits_warmup12_placement01\summary.json,496.483,16.30747408398983,449,551,0.449000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515.bin,DF5F230497C230D2B772DA176859A378DB326DA53D4904F71E2999D93CE7A196,1.000,1.796,1.000,2026-05-22 09:04:31,2026-05-22 09:08:06,DF5F230497C230D2B772DA176859A378DB326DA53D4904F71E2999D93CE7A196,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\same_column_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515.metadata.json,candidate
sparse,0,placement01,lsb,failed,0.742313,666,827,,,,0.444096,0,1,6,827,9,14,z7020_b01,ok,45.8,45.5,-0.3,sparse_warmup0_placement01_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_sparse_warmup0_placement01_lsb_20260515\sparse_warmup0_placement01_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_sparse_formal_bits_warmup0_placement01\summary.json,444.096,15.173621321227177,173,827,0.173000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.bin,6FF2896CC08D341426AF1A928E7783A6900AF78CE2609481DFEDD89B4C5D0632,1.000,1.795,1.000,2026-05-22 09:12:07,2026-05-22 09:16:05,6FF2896CC08D341426AF1A928E7783A6900AF78CE2609481DFEDD89B4C5D0632,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.metadata.json,candidate
sparse,0,placement01,msb,failed,0.734432,669,827,,,,0.444096,0,1,6,827,9,14,z7020_b01,ok,45.8,45.5,-0.3,sparse_warmup0_placement01_msb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_sparse_warmup0_placement01_msb_20260515\sparse_warmup0_placement01_msb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_sparse_formal_bits_warmup0_placement01\summary.json,444.096,15.173621321227177,173,827,0.173000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.bin,6FF2896CC08D341426AF1A928E7783A6900AF78CE2609481DFEDD89B4C5D0632,1.000,1.795,1.000,2026-05-22 09:12:07,2026-05-22 09:16:05,6FF2896CC08D341426AF1A928E7783A6900AF78CE2609481DFEDD89B4C5D0632,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.metadata.json,candidate
sparse,12,placement01,lsb,passed,0.742313,666,603,0.706021,0.705935,0.705935,0.456867,0,3,0,603,31,24,z7020_b01,ok,45.5,45.5,0,sparse_warmup12_placement01_lsb_20260515,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\ea_restart_sparse_warmup12_placement01_lsb_20260515\sparse_warmup12_placement01_lsb_20260515.ea_restart.stdout.txt,E:\Project\MLDSA\RO_TRNG\data\experiments\paper_artifacts_20260515\restart_column_bias_sparse_formal_bits_warmup12_placement01\summary.json,456.867,15.427096648429997,397,603,0.397000000,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515.bin,C6300936284F758CB25F0C85ADB843C667EB3087098DF1969D58756847A3BB41,1.000,1.795,1.000,2026-05-22 09:19:48,2026-05-22 09:23:23,C6300936284F758CB25F0C85ADB843C667EB3087098DF1969D58756847A3BB41,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\sparse_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515.metadata.json,candidate
