file,name,bytes,bits,zeros,ones,p1,bit_min_entropy,monobit_z,monobit_p,runs,runs_p,adjacent_equal_ratio,longest_zero_run,longest_one_run,shannon_entropy_byte,min_entropy_byte
data\hardware\20260511_fpga1_board1\trng\checker_repeat03_20mib.bin,checker_repeat03_20mib.bin,20971520,167772160,83904355,83867805,0.499891072511673,0.9996857359363005,-2.821807824198102,0.004775378375141054,83879615,0.3184570633370053,0.5000385373833093,27,28,7.9999917328630605,7.9849683233164415
