family,family_id,mode,mode_id,target_index,target_name,window_cycles,window_ns,samples,freq_mean_mhz,freq_std_mhz,freq_std_ppm,freq_min_mhz,freq_max_mhz
random1,1,all_on,0,0,data0,100,500.0,8313,413.92878623842176,0.6709496391894118,1620.9301249296218,412.0,416.0
random1,1,all_on,0,1,data1,100,500.0,8319,412.8291862002645,0.9863381258992899,2389.216070156471,412.0,416.0
random1,1,all_on,0,2,data2,100,500.0,8321,454.68236990746306,1.2392568951167189,2725.5441977416726,452.0,456.0
random1,1,all_on,0,3,data3,100,500.0,8321,433.60725874293956,0.9138702548937795,2107.5990691280376,432.0,440.0
random1,1,all_on,0,4,data4,100,500.0,8321,456.56723951448146,0.9674156127260457,2118.8896815172416,452.0,458.0
random1,1,all_on,0,5,data5,100,500.0,8322,457.22782984859407,0.9884584903397906,2161.851107503906,456.0,464.0
random1,1,all_on,0,6,data6,100,500.0,8325,403.10846846846846,1.6213916050053894,4022.221639663262,402.0,408.0
random1,1,all_on,0,7,data7,100,500.0,8324,446.35175396444015,1.07364663472376,2405.382358616866,444.0,448.0
random1,1,all_on,0,8,sample,100,500.0,8321,89.96274486239635,1.6455231700849435,18291.162331717136,88.0,92.0
random1,1,single_on,1,0,data0,100,500.0,8321,413.97524336017307,0.6981173284988983,1686.3745832537904,412.0,416.0
random1,1,single_on,1,1,data1,100,500.0,8320,412.95384615384614,0.9994755761018156,2420.30819039632,412.0,416.0
random1,1,single_on,1,2,data2,100,500.0,8320,454.8639423076923,1.2803818386088828,2814.8677428969954,452.0,456.0
random1,1,single_on,1,3,data3,100,500.0,8319,433.8264214448852,0.9761124175015156,2250.0068443284617,432.0,440.0
random1,1,single_on,1,4,data4,100,500.0,8320,456.8980769230769,0.9977477480157101,2183.7424984034024,452.0,458.0
random1,1,single_on,1,5,data5,100,500.0,8323,457.45476390724497,0.9156781901052264,2001.6803022973709,456.0,464.0
random1,1,single_on,1,6,data6,100,500.0,8320,403.34543269230767,1.60264935878705,3973.3916114766876,402.0,408.0
random1,1,single_on,1,7,data7,100,500.0,8318,446.4736715556624,1.166118931272483,2611.842546525392,444.0,448.0
random1,1,single_on,1,8,sample,100,500.0,8318,90.10146669872566,1.5124970219296645,16786.597125960616,88.0,92.0
random3,3,all_on,0,0,data0,100,500.0,8322,460.4628695025234,0.9156878058088221,1988.624635028914,456.0,462.0
random3,3,all_on,0,1,data1,100,500.0,8322,448.746695505888,0.9778236963571416,2179.0103551733264,444.0,450.0
random3,3,all_on,0,2,data2,100,500.0,8324,412.3623258049015,0.8436050704497423,2045.7859936721572,404.0,414.0
random3,3,all_on,0,3,data3,100,500.0,8322,439.3354962749339,1.091493719030666,2484.419602525389,436.0,442.0
random3,3,all_on,0,4,data4,100,500.0,8321,396.1668068741738,0.7960594098256554,2009.40461445194,388.0,398.0
random3,3,all_on,0,5,data5,100,500.0,8321,437.0847253935825,0.9969465761333366,2280.900059446402,436.0,440.0
random3,3,all_on,0,6,data6,100,500.0,8322,457.5472242249459,0.8507079331080559,1859.2789728953064,456.0,460.0
random3,3,all_on,0,7,data7,100,500.0,8322,439.971160778659,0.8743345083304304,1987.2541345279017,436.0,442.0
random3,3,all_on,0,8,sample,100,500.0,8322,91.69598654169671,1.2994616743139353,14171.412766501335,90.0,94.0
random3,3,single_on,1,0,data0,100,500.0,8322,460.7700072098053,0.9757173011896498,2117.5798900152163,456.0,462.0
random3,3,single_on,1,1,data1,100,500.0,8322,448.94256188416244,0.9984090565640006,2223.912681332302,448.0,450.0
random3,3,single_on,1,2,data2,100,500.0,8322,412.5849555395338,0.9234904261471202,2238.303684484762,408.0,414.0
random3,3,single_on,1,3,data3,100,500.0,8322,439.5866378274453,1.0091537614826673,2295.6879819417964,436.0,442.0
random3,3,single_on,1,4,data4,100,500.0,8322,396.3527998077385,0.8437744162574191,2128.8468674037736,392.0,398.0
random3,3,single_on,1,5,data5,100,500.0,8321,437.20153827664944,0.98052063228859,2242.719996259809,436.0,440.0
random3,3,single_on,1,6,data6,100,500.0,8321,457.79449585386374,0.7249492613302259,1583.569195121216,456.0,460.0
random3,3,single_on,1,7,data7,100,500.0,8321,440.1059968753756,0.8479692055422342,1926.7385847104304,436.0,442.0
random3,3,single_on,1,8,sample,100,500.0,8321,91.67431799062612,1.5267408787639896,16653.964951450216,90.0,94.0
