file,name,bytes,bits,zeros,ones,p1,bit_min_entropy,monobit_z,monobit_p,runs,runs_p,adjacent_equal_ratio,longest_zero_run,longest_one_run,shannon_entropy_byte,min_entropy_byte
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random1_sampler_island_local_x45y39_regs_x45y31_program_5mib_20260523.bin,random1_sampler_island_local_x45y39_regs_x45y31_program_5mib_20260523.bin,5242880,41943040,20970403,20972637,0.5000266313552857,0.9999231601979243,0.344947670547664,0.7301337116252422,20972941,0.6607730087925676,0.49996613264003115,26,23,7.9999639379820815,7.968160977710406
