label,bit_index,line,data_ro,ones,zeros,p1,abs_bias
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,14,1,6,581,443,0.567382812,0.067382812
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,30,3,6,575,449,0.561523438,0.061523438
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,2,0,2,574,450,0.560546875,0.060546875
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,10,1,2,574,450,0.560546875,0.060546875
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,62,7,6,574,450,0.560546875,0.060546875
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,6,0,6,573,451,0.559570312,0.059570312
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,22,2,6,572,452,0.558593750,0.058593750
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,18,2,2,565,459,0.551757812,0.051757812
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,42,5,2,565,459,0.551757812,0.051757812
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,50,6,2,562,462,0.548828125,0.048828125
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,7,0,7,561,463,0.547851562,0.047851562
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,46,5,6,561,463,0.547851562,0.047851562
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,26,3,2,560,464,0.546875000,0.046875000
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,31,3,7,560,464,0.546875000,0.046875000
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,34,4,2,560,464,0.546875000,0.046875000
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,23,2,7,558,466,0.544921875,0.044921875
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,15,1,7,555,469,0.541992188,0.041992188
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,38,4,6,555,469,0.541992188,0.041992188
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,3,0,3,554,470,0.541015625,0.041015625
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,39,4,7,553,471,0.540039062,0.040039062
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,11,1,3,552,472,0.539062500,0.039062500
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,47,5,7,550,474,0.537109375,0.037109375
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,55,6,7,550,474,0.537109375,0.037109375
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,58,7,2,550,474,0.537109375,0.037109375
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,54,6,6,545,479,0.532226562,0.032226562
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,43,5,3,542,482,0.529296875,0.029296875
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,19,2,3,541,483,0.528320312,0.028320312
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,27,3,3,541,483,0.528320312,0.028320312
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,63,7,7,541,483,0.528320312,0.028320312
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,35,4,3,540,484,0.527343750,0.027343750
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,59,7,3,539,485,0.526367188,0.026367188
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,51,6,3,538,486,0.525390625,0.025390625
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,61,7,5,489,535,0.477539062,0.022460938
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,56,7,0,493,531,0.481445312,0.018554688
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,5,0,5,530,494,0.517578125,0.017578125
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,28,3,4,530,494,0.517578125,0.017578125
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,12,1,4,529,495,0.516601562,0.016601562
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,4,0,4,528,496,0.515625000,0.015625000
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,13,1,5,528,496,0.515625000,0.015625000
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,1,0,1,527,497,0.514648438,0.014648438
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,9,1,1,524,500,0.511718750,0.011718750
sampler_snapshot_random1_sampler_island_warmup5_cap1024_20260526,17,2,1,523,501,0.510742188,0.010742188
