label,run,source,window_index,packet_start,packet_end,packets,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,transition_entropy_diff,same_diff_transition_ratio,longest_same_diff_bin_run,autocorr_diff_lag,diff_mean_bin,diff_std_bin
random1_baseline_repeat02,tdc_reset_enable_random1_baseline_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_repeat02_2mib.bin,0,5701,22084,16384,2.7467168,5.48667634,6.66888283,1.32558702,4.12348305,5.19586898,12.6633925,0.0101324544,3,0.00153890394,-1.05102539,35.1909566
random1_baseline_repeat02,tdc_reset_enable_random1_baseline_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_repeat02_2mib.bin,1,22085,38468,16384,2.69797069,5.49563977,6.67521523,1.3317798,4.20396039,5.29264087,12.6834156,0.0115363487,2,-0.0087147158,-1.09246826,35.4544867
random1_baseline_repeat02,tdc_reset_enable_random1_baseline_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_repeat02_2mib.bin,2,38469,54852,16384,2.733213,5.51067436,6.68590012,1.34737907,4.16869276,5.31700542,12.6931854,0.0100714155,3,-0.00631488796,-1.21014404,35.2990861
random1_baseline_repeat02,tdc_reset_enable_random1_baseline_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_repeat02_2mib.bin,3,54853,71236,16384,2.74932834,5.50393107,6.67970805,1.35366631,4.19586898,5.31000203,12.6805267,0.0118415431,3,-0.0113676552,-1.14978027,35.2174387
random1_baseline_repeat02,tdc_reset_enable_random1_baseline_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_repeat02_2mib.bin,4,71237,87620,16384,2.7219549,5.49561504,6.67467991,1.33555272,4.17982104,5.29609643,12.6807898,0.010864921,3,0.00757522261,-1.49035645,35.4603479
random1_baseline_repeat02,tdc_reset_enable_random1_baseline_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_repeat02_2mib.bin,5,87621,104004,16384,2.70488254,5.49495023,6.67351359,1.32735367,4.14669044,5.34178852,12.6689269,0.0114142709,3,-0.00107158795,-0.671386719,35.6037392
random1_baseline_repeat02,tdc_reset_enable_random1_baseline_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_repeat02_2mib.bin,6,104005,120388,16384,2.68030816,5.50001294,6.67387584,1.31612813,4.02989411,5.15764966,12.6790054,0.0120246597,3,-0.00405493633,-0.854064941,35.3718659
random1_baseline_repeat02,tdc_reset_enable_random1_baseline_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_repeat02_2mib.bin,7,120389,136772,16384,2.69687447,5.49350411,6.66626903,1.33089349,4.16394964,5.31700542,12.6697554,0.0114142709,3,0.0028662906,-0.804443359,35.3736186
random1_baseline_repeat02,tdc_reset_enable_random1_baseline_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_repeat02_2mib.bin,8,136773,153156,16384,2.67848308,5.49723272,6.6694949,1.32029999,4.17663276,5.21209744,12.6719553,0.0127571263,3,-0.0128949124,-1.22399902,35.5464333
random1_baseline_repeat02,tdc_reset_enable_random1_baseline_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_repeat02_2mib.bin,9,153157,169540,16384,2.68348333,5.48744428,6.6674892,1.30520685,4.20233847,5.28575448,12.652172,0.0109869987,2,-0.00130118031,-0.746704102,35.2970139
