label,run,source,source_format,tdcr_header_found,tdcr_version,tdcr_pair_id,tdcr_family_id,tdcr_warmup_packets,tdcr_capture_packets,tdcr_sample_div,packets,seq_gaps,seq_wraps,enable_edge_index,pre_enable_packets,post_enable_packets,bins,early_packets,window_packets,lag,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,early_entropy_a,early_entropy_b,early_entropy_diff,early_min_entropy_a,early_min_entropy_b,early_min_entropy_diff,transition_entropy_diff,transition_min_entropy_diff,same_diff_transition_ratio,residence_runs,residence_mean_len,residence_median_len,residence_p95_len,longest_same_diff_bin_run,autocorr_diff_lag,autocorr_a_lag,autocorr_b_lag,first_window_packets,later_window_packets,first_entropy_a,first_entropy_b,first_entropy_diff,later_entropy_a,later_entropy_b,later_entropy_diff,first_minus_later_entropy_a,first_minus_later_entropy_b,first_minus_later_entropy_diff,first_later_tvd_a,first_later_tvd_b,first_later_tvd_diff,first_diff_mean_bin,later_diff_mean_bin,first_minus_later_diff_mean_bin,warmup_packets,warmup_entropy_a,warmup_entropy_b,warmup_entropy_diff,warmup_transition_entropy_diff,warmup_same_diff_transition_ratio,warmup_longest_same_diff_bin_run,warmup_autocorr_diff_lag
random1_baseline_repeat02,tdc_reset_enable_random1_baseline_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_repeat02_2mib.bin,raw,0,,,,,,,262143,0,4,5701,5701,256442,128,1024,16384,1,2.71258224,5.49554679,6.67673154,1.33377393,4.16021385,5.26458571,2.8505064,5.43389253,6.55711356,1.36337538,4.0931094,4.91253716,13.3062364,10.5088358,0.0115972095,253468,1.01173324,1,1,4,-0.00149368387,0.000827390933,-0.00184800297,16384,240058,2.7467168,5.48667634,6.66888283,2.71008423,5.49590868,6.67681239,0.0366325662,-0.00923233751,-0.00792955826,0.0158084823,0.0276129365,0.0372148437,-1.05102539,-0.946746203,-0.104279188,1024,2.84466921,5.42803772,6.5544557,9.85096624,0.0117302053,2,0.043141768
random3_goodref_repeat02,tdc_reset_enable_random3_goodref_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random3_goodref_ro0_repeat02_2mib.bin,raw,0,,,,,,,262143,0,4,7743,7743,254400,128,1024,16384,1,2.68201039,5.5395351,6.69606709,1.3031383,4.31785076,5.47141296,2.65520961,5.53383472,6.63508898,1.30651304,4.5081469,5.47643804,13.3487644,10.9680488,0.0108530301,251639,1.01097207,1,1,3,0.00104277668,0.00131816499,-0.0014804985,16384,238016,2.69610897,5.53544816,6.68520469,2.68084898,5.5396404,6.69640908,0.015259992,-0.00419223943,-0.0112043903,0.0124034302,0.0249891781,0.0360032256,-0.47052002,-0.0945860782,-0.375933941,1024,2.64263624,5.53645676,6.64063108,9.90913806,0.0146627566,2,-0.0192393594
random1_sampler_local_repeat02,tdc_reset_enable_random1_sampler_local_ro0_repeat02_2mib,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_sampler_local_ro0_repeat02_2mib.bin,raw,0,,,,,,,262143,0,4,9141,9141,253002,128,1024,16384,1,2.69953691,5.61370352,6.71951858,1.32663732,4.51533422,5.40285949,2.64520386,5.61735837,6.64655741,1.28575448,4.60768258,5.142019,13.3913201,10.871968,0.0106956099,250296,1.0108112,1,1,3,-0.000126278474,-0.00172431473,-5.84709495e-05,16384,236618,2.69077562,5.61749988,6.71986599,2.69997941,5.61328096,6.7190862,-0.00920379202,0.00421891824,0.000779791973,0.0141021757,0.0196981754,0.034943739,-0.408081055,-0.694114564,0.28603351,1024,2.63744434,5.61338034,6.64163311,9.88077095,0.0107526882,2,0.00991954083
