family,family_id,mode,mode_id,target_index,target_name,window_cycles,window_ns,samples,freq_mean_mhz,freq_std_mhz,freq_std_ppm,freq_min_mhz,freq_max_mhz
random3,3,all_on,0,0,data0,100,500.0,20805,460.3921172795001,0.8890883760605426,1931.1546455535524,456.0,462.0
random3,3,all_on,0,1,data1,100,500.0,20805,448.5444844989185,0.921241972336502,2053.8475093850434,444.0,450.0
random3,3,all_on,0,2,data2,100,500.0,20805,412.3323239605864,0.8548332377026404,2073.1657161672133,404.0,414.0
random3,3,all_on,0,3,data3,100,500.0,20805,439.3293919730834,1.0851924288335013,2470.1111481746443,436.0,442.0
random3,3,all_on,0,4,data4,100,500.0,20805,396.11497236241286,0.8046259408489151,2031.2939348143298,388.0,398.0
random3,3,all_on,0,5,data5,100,500.0,20805,437.0027397260274,1.0007890521769034,2290.12077316571,432.0,438.0
random3,3,all_on,0,6,data6,100,500.0,20805,457.46022590723385,0.8942965078243058,1954.9164215331275,456.0,460.0
random3,3,all_on,0,7,data7,100,500.0,20805,439.83359769286227,0.9100032435771646,2068.9716482564477,436.0,442.0
random3,3,all_on,0,8,sample,100,500.0,20805,91.678731074261,1.2969993044519792,14147.221381166288,90.0,94.0
random3,3,single_on,1,0,data0,100,500.0,20805,460.7080028839221,0.965645151957731,2096.00255674532,456.0,462.0
random3,3,single_on,1,1,data1,100,500.0,20805,448.77068012496994,0.9773171253580661,2177.7651006209026,444.0,450.0
random3,3,single_on,1,2,data2,100,500.0,20805,412.5690939677962,0.9130094225141087,2212.9854995521678,408.0,414.0
random3,3,single_on,1,3,data3,100,500.0,20805,439.55972122086035,1.006015515302555,2288.689037540531,436.0,442.0
random3,3,single_on,1,4,data4,100,500.0,20805,396.2956020187455,0.823901726090388,2079.0079978011363,392.0,398.0
random3,3,single_on,1,5,data5,100,500.0,20805,437.1110790675318,0.9938354568788739,2273.6450858188623,436.0,438.0
random3,3,single_on,1,6,data6,100,500.0,20805,457.7162220620043,0.7661789223374041,1673.9169061690238,452.0,460.0
random3,3,single_on,1,7,data7,100,500.0,20805,439.95279980773853,0.8753731154713968,1989.6977945223648,436.0,442.0
random3,3,single_on,1,8,sample,100,500.0,20805,91.57683249218938,1.477681706390337,16135.977475704554,90.0,94.0
