family,target_index,target_name,all_on_freq_mhz,single_on_freq_mhz,shift_mhz,shift_ppm_vs_single
random3,0,data0,460.3921172795001,460.7080028839221,-0.3158856044220215,-685.6525227359913
random3,1,data1,448.5444844989185,448.77068012496994,-0.22619562605143528,-504.03387758854075
random3,2,data2,412.3323239605864,412.5690939677962,-0.23677000720982733,-573.8917690919155
random3,3,data3,439.3293919730834,439.55972122086035,-0.23032924777697872,-523.9998950250674
random3,4,data4,396.11497236241286,396.2956020187455,-0.18062965633265549,-455.79525841952534
random3,5,data5,437.0027397260274,437.1110790675318,-0.10833934150440427,-247.8531126127469
random3,6,data6,457.46022590723385,457.7162220620043,-0.25599615477045745,-559.2901069077229
random3,7,data7,439.83359769286227,439.95279980773853,-0.1192021148762592,-270.94296235494147
random3,8,sample,91.678731074261,91.57683249218938,0.10189858207161251,1112.7113626724692
