"run","status","error","priority","bytes_expected","bytes_captured","first_16_bytes_hex","capture","capture_sha256","bitstream","bitstream_sha256","notes"
"tdc_reset_random1_baseline_ro0_clean32k_warmup0_preopen_20260525","completed","","P0","262160","262160","5444435201DD05010000000080881352","data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525.bin","2A41FA5EB26E0671C72C3CCA21F5465FA59AF8044F098D9767F5304F35C4A3A9","data\vivado_runs\fpga1_tdc_reset_aligned\tdc_reset_random1_baseline_ro0_clean32k_warmup0\RO_TDC_reset_aligned_top.bit","C462D17FBCE841E0509BACAAEF5872A8FE25B2412C07095E39712EC197ECB92E","clean reset-aligned TDC with 80s post-program delay; expected TDCR header plus 32768 packets"
