file,name,bytes,bits,zeros,ones,p1,bit_min_entropy,monobit_z,monobit_p,runs,runs_p,adjacent_equal_ratio,longest_zero_run,longest_one_run,shannon_entropy_byte,min_entropy_byte
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random2_repeat02_5mib.bin,random2_repeat02_5mib.bin,5242880,41943040,21347736,20595304,0.49103031158447263,0.9743483554326609,-116.18158712870185,0.0,20923344,0.0,0.5011486172949938,27,32,7.998081128904196,7.795917987825626
