file,name,bytes,bits,zeros,ones,p1,bit_min_entropy,monobit_z,monobit_p,runs,runs_p,adjacent_equal_ratio,longest_zero_run,longest_one_run,shannon_entropy_byte,min_entropy_byte
E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\trng\random2_run01.bin,random2_run01.bin,10485760,83886080,42679372,41206708,0.4912222385406494,0.9748924827035382,-160.7898833992554,0.0,41852471,0.0,0.5010796725878677,28,27,7.998179339915693,7.776842959731112
