label,input,restart_count,row_bytes,warmup_bytes,overall_p1,overall_abs_bias,overall_min_entropy,row_ones_mean,row_ones_std,worst_byte_index,worst_bit_index,worst_x,worst_p1
restart_reduced_xor_random1_sampler_island_local_warmup5_data_ro0_1000x125_strict_20260526.payload,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w5_w10_w11_data_ro0_20260526\payloads\restart_reduced_xor_random1_sampler_island_local_warmup5_data_ro0_1000x125_strict_20260526.payload.bin,1000,125,5,0.206684000,0.293316000,0.334032449,206.684000000,8.560615866,0,7,992,0.008000000
restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro0_1000x125_strict_20260526.payload,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w5_w10_w11_data_ro0_20260526\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro0_1000x125_strict_20260526.payload.bin,1000,125,10,0.191877000,0.308123000,0.307353200,191.877000000,7.764397659,0,6,897,0.103000000
restart_reduced_xor_random1_sampler_island_local_warmup11_data_ro0_1000x125_strict_20260526.payload,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w5_w10_w11_data_ro0_20260526\payloads\restart_reduced_xor_random1_sampler_island_local_warmup11_data_ro0_1000x125_strict_20260526.payload.bin,1000,125,11,0.208462000,0.291538000,0.337269482,208.462000000,10.194241316,0,6,914,0.086000000
