"run","run_id","context","warmup","kind","index","status","output_file","metadata_file","bitstream","error"
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup9_data_ro0_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","9","data_ro","0","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup9_data_ro0_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup9_data_ro0_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup9_data_ro0_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup9_data_ro4_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","9","data_ro","4","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup9_data_ro4_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup9_data_ro4_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup9_data_ro4_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup10_all640_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","10","all640","all","skipped_completed","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup10_all640_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup10_all640_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup10_all640_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup10_data_ro0_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","10","data_ro","0","skipped_completed","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup10_data_ro0_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup10_data_ro0_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup10_data_ro0_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup10_data_ro4_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","10","data_ro","4","skipped_completed","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup10_data_ro4_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup10_data_ro4_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup10_data_ro4_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup11_all640_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","11","all640","all","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup11_all640_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup11_all640_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup11_all640_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup11_data_ro0_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","11","data_ro","0","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup11_data_ro0_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup11_data_ro0_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup11_data_ro0_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup11_data_ro4_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","11","data_ro","4","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup11_data_ro4_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup11_data_ro4_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup11_data_ro4_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup12_all640_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","12","all640","all","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup12_all640_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup12_all640_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup12_all640_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup12_data_ro0_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","12","data_ro","0","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup12_data_ro0_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup12_data_ro0_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup12_data_ro0_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup12_data_ro4_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","12","data_ro","4","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup12_data_ro4_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup12_data_ro4_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup12_data_ro4_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup13_all640_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","13","all640","all","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup13_all640_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup13_all640_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup13_all640_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup13_data_ro0_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","13","data_ro","0","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup13_data_ro0_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup13_data_ro0_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup13_data_ro0_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup13_data_ro4_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","13","data_ro","4","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup13_data_ro4_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup13_data_ro4_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup13_data_ro4_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup16_all640_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","16","all640","all","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup16_all640_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup16_all640_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup16_all640_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup16_data_ro0_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","16","data_ro","0","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup16_data_ro0_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup16_data_ro0_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup16_data_ro0_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
"restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup16_data_ro4_run01_1000x125_strict_20260530","run01","second_heldout_sample_ro_local","16","data_ro","4","ok","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\raw\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup16_data_ro4_run01_1000x125_strict_20260530.bin","data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\metadata\restart_reduced_xor_random1_second_heldout_sample_ro_local_warmup16_data_ro4_run01_1000x125_strict_20260530.json","data\vivado_runs\restart_reduced_xor_random1_sample_ro_local_formal_bits_1000x125_warmup16_data_ro4_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit",""
