label,bit_index,line,data_ro,ones,zeros,p1,abs_bias
restart_byte_bits_regs_only_warmup32_cap64_smoke01,16,2,0,0,512,0.000000000,0.500000000
restart_byte_bits_regs_only_warmup32_cap64_smoke01,40,5,0,0,512,0.000000000,0.500000000
restart_byte_bits_regs_only_warmup32_cap64_smoke01,48,6,0,509,3,0.994140625,0.494140625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,32,4,0,503,9,0.982421875,0.482421875
restart_byte_bits_regs_only_warmup32_cap64_smoke01,24,3,0,446,66,0.871093750,0.371093750
restart_byte_bits_regs_only_warmup32_cap64_smoke01,10,1,2,422,90,0.824218750,0.324218750
restart_byte_bits_regs_only_warmup32_cap64_smoke01,8,1,0,417,95,0.814453125,0.314453125
restart_byte_bits_regs_only_warmup32_cap64_smoke01,34,4,2,415,97,0.810546875,0.310546875
restart_byte_bits_regs_only_warmup32_cap64_smoke01,56,7,0,412,100,0.804687500,0.304687500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,58,7,2,390,122,0.761718750,0.261718750
restart_byte_bits_regs_only_warmup32_cap64_smoke01,15,1,7,338,174,0.660156250,0.160156250
restart_byte_bits_regs_only_warmup32_cap64_smoke01,3,0,3,333,179,0.650390625,0.150390625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,7,0,7,327,185,0.638671875,0.138671875
restart_byte_bits_regs_only_warmup32_cap64_smoke01,6,0,6,325,187,0.634765625,0.134765625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,18,2,2,187,325,0.365234375,0.134765625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,62,7,6,323,189,0.630859375,0.130859375
restart_byte_bits_regs_only_warmup32_cap64_smoke01,38,4,6,318,194,0.621093750,0.121093750
restart_byte_bits_regs_only_warmup32_cap64_smoke01,30,3,6,317,195,0.619140625,0.119140625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,27,3,3,313,199,0.611328125,0.111328125
restart_byte_bits_regs_only_warmup32_cap64_smoke01,54,6,6,308,204,0.601562500,0.101562500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,55,6,7,300,212,0.585937500,0.085937500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,50,6,2,298,214,0.582031250,0.082031250
restart_byte_bits_regs_only_warmup32_cap64_smoke01,51,6,3,293,219,0.572265625,0.072265625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,25,3,1,292,220,0.570312500,0.070312500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,61,7,5,221,291,0.431640625,0.068359375
restart_byte_bits_regs_only_warmup32_cap64_smoke01,42,5,2,223,289,0.435546875,0.064453125
restart_byte_bits_regs_only_warmup32_cap64_smoke01,23,2,7,288,224,0.562500000,0.062500000
restart_byte_bits_regs_only_warmup32_cap64_smoke01,0,0,0,283,229,0.552734375,0.052734375
restart_byte_bits_regs_only_warmup32_cap64_smoke01,26,3,2,230,282,0.449218750,0.050781250
restart_byte_bits_regs_only_warmup32_cap64_smoke01,11,1,3,279,233,0.544921875,0.044921875
restart_byte_bits_regs_only_warmup32_cap64_smoke01,5,0,5,236,276,0.460937500,0.039062500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,45,5,5,276,236,0.539062500,0.039062500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,2,0,2,238,274,0.464843750,0.035156250
restart_byte_bits_regs_only_warmup32_cap64_smoke01,47,5,7,274,238,0.535156250,0.035156250
restart_byte_bits_regs_only_warmup32_cap64_smoke01,19,2,3,272,240,0.531250000,0.031250000
restart_byte_bits_regs_only_warmup32_cap64_smoke01,28,3,4,270,242,0.527343750,0.027343750
restart_byte_bits_regs_only_warmup32_cap64_smoke01,1,0,1,269,243,0.525390625,0.025390625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,59,7,3,269,243,0.525390625,0.025390625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,4,0,4,268,244,0.523437500,0.023437500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,43,5,3,244,268,0.476562500,0.023437500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,53,6,5,268,244,0.523437500,0.023437500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,13,1,5,267,245,0.521484375,0.021484375
restart_byte_bits_regs_only_warmup32_cap64_smoke01,46,5,6,245,267,0.478515625,0.021484375
restart_byte_bits_regs_only_warmup32_cap64_smoke01,33,4,1,266,246,0.519531250,0.019531250
restart_byte_bits_regs_only_warmup32_cap64_smoke01,63,7,7,266,246,0.519531250,0.019531250
restart_byte_bits_regs_only_warmup32_cap64_smoke01,29,3,5,264,248,0.515625000,0.015625000
restart_byte_bits_regs_only_warmup32_cap64_smoke01,35,4,3,248,264,0.484375000,0.015625000
restart_byte_bits_regs_only_warmup32_cap64_smoke01,52,6,4,264,248,0.515625000,0.015625000
restart_byte_bits_regs_only_warmup32_cap64_smoke01,20,2,4,263,249,0.513671875,0.013671875
restart_byte_bits_regs_only_warmup32_cap64_smoke01,37,4,5,249,263,0.486328125,0.013671875
restart_byte_bits_regs_only_warmup32_cap64_smoke01,12,1,4,262,250,0.511718750,0.011718750
restart_byte_bits_regs_only_warmup32_cap64_smoke01,9,1,1,261,251,0.509765625,0.009765625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,14,1,6,261,251,0.509765625,0.009765625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,21,2,5,261,251,0.509765625,0.009765625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,60,7,4,261,251,0.509765625,0.009765625
restart_byte_bits_regs_only_warmup32_cap64_smoke01,36,4,4,260,252,0.507812500,0.007812500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,41,5,1,252,260,0.492187500,0.007812500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,57,7,1,260,252,0.507812500,0.007812500
restart_byte_bits_regs_only_warmup32_cap64_smoke01,22,2,6,253,259,0.494140625,0.005859375
restart_byte_bits_regs_only_warmup32_cap64_smoke01,39,4,7,259,253,0.505859375,0.005859375
restart_byte_bits_regs_only_warmup32_cap64_smoke01,49,6,1,259,253,0.505859375,0.005859375
restart_byte_bits_regs_only_warmup32_cap64_smoke01,44,5,4,254,258,0.496093750,0.003906250
restart_byte_bits_regs_only_warmup32_cap64_smoke01,17,2,1,257,255,0.501953125,0.001953125
restart_byte_bits_regs_only_warmup32_cap64_smoke01,31,3,7,256,256,0.500000000,0.000000000
