label,stage,ones,zeros,p1,abs_bias
regs_only_warmup5_cap1024_run01,0,520,504,0.507812500,0.007812500
regs_only_warmup5_cap1024_run01,1,540,484,0.527343750,0.027343750
regs_only_warmup5_cap1024_run01,2,522,502,0.509765625,0.009765625
regs_only_warmup5_cap1024_run01,3,530,494,0.517578125,0.017578125
regs_only_warmup5_cap1024_run01,4,506,518,0.494140625,0.005859375
regs_only_warmup5_cap1024_run01,5,514,510,0.501953125,0.001953125
regs_only_warmup5_cap1024_run01,6,499,525,0.487304688,0.012695312
regs_only_warmup5_cap1024_run01,7,517,507,0.504882812,0.004882812
