label,bit_index,line,data_ro,ones,zeros,p1,abs_bias
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,2,0,2,4872,3320,0.594726562,0.094726562
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,26,3,2,4763,3429,0.581420898,0.081420898
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,18,2,2,4724,3468,0.576660156,0.076660156
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,50,6,2,4683,3509,0.571655273,0.071655273
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,7,0,7,4679,3513,0.571166992,0.071166992
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,31,3,7,4649,3543,0.567504883,0.067504883
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,30,3,6,4648,3544,0.567382812,0.067382812
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,10,1,2,4644,3548,0.566894531,0.066894531
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,6,0,6,4643,3549,0.566772461,0.066772461
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,62,7,6,4637,3555,0.566040039,0.066040039
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,14,1,6,4624,3568,0.564453125,0.064453125
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,55,6,7,4584,3608,0.559570312,0.059570312
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,42,5,2,4580,3612,0.559082031,0.059082031
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,22,2,6,4573,3619,0.558227539,0.058227539
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,38,4,6,4556,3636,0.556152344,0.056152344
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,46,5,6,4523,3669,0.552124023,0.052124023
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,1,0,1,4492,3700,0.548339844,0.048339844
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,34,4,2,4478,3714,0.546630859,0.046630859
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,3,0,3,4467,3725,0.545288086,0.045288086
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,25,3,1,4437,3755,0.541625977,0.041625977
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,15,1,7,4435,3757,0.541381836,0.041381836
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,11,1,3,4423,3769,0.539916992,0.039916992
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,23,2,7,4420,3772,0.539550781,0.039550781
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,27,3,3,4407,3785,0.537963867,0.037963867
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,54,6,6,4393,3799,0.536254883,0.036254883
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,58,7,2,4361,3831,0.532348633,0.032348633
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,19,2,3,4359,3833,0.532104492,0.032104492
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,59,7,3,4352,3840,0.531250000,0.031250000
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,35,4,3,4349,3843,0.530883789,0.030883789
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,49,6,1,4312,3880,0.526367188,0.026367188
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,5,0,5,4306,3886,0.525634766,0.025634766
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,51,6,3,4292,3900,0.523925781,0.023925781
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,43,5,3,4272,3920,0.521484375,0.021484375
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,63,7,7,4271,3921,0.521362305,0.021362305
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,33,4,1,4270,3922,0.521240234,0.021240234
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,39,4,7,4265,3927,0.520629883,0.020629883
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,28,3,4,4261,3931,0.520141602,0.020141602
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,4,0,4,4259,3933,0.519897461,0.019897461
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,20,2,4,4244,3948,0.518066406,0.018066406
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,47,5,7,4219,3973,0.515014648,0.015014648
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,0,0,0,4217,3975,0.514770508,0.014770508
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,61,7,5,3991,4201,0.487182617,0.012817383
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,21,2,5,4194,3998,0.511962891,0.011962891
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,16,2,0,4193,3999,0.511840820,0.011840820
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,12,1,4,4192,4000,0.511718750,0.011718750
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,9,1,1,4007,4185,0.489135742,0.010864258
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,52,6,4,4183,4009,0.510620117,0.010620117
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,13,1,5,4181,4011,0.510375977,0.010375977
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,17,2,1,4173,4019,0.509399414,0.009399414
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,36,4,4,4171,4021,0.509155273,0.009155273
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,57,7,1,4023,4169,0.491088867,0.008911133
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,45,5,5,4025,4167,0.491333008,0.008666992
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,60,7,4,4165,4027,0.508422852,0.008422852
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,8,1,0,4164,4028,0.508300781,0.008300781
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,41,5,1,4030,4162,0.491943359,0.008056641
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,44,5,4,4154,4038,0.507080078,0.007080078
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,37,4,5,4149,4043,0.506469727,0.006469727
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,56,7,0,4051,4141,0.494506836,0.005493164
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,24,3,0,4135,4057,0.504760742,0.004760742
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,29,3,5,4121,4071,0.503051758,0.003051758
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,32,4,0,4120,4072,0.502929688,0.002929688
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,53,6,5,4077,4115,0.497680664,0.002319336
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,40,5,0,4113,4079,0.502075195,0.002075195
restart_byte_snapshot_bits_regs_only_warmup32_cap1024_fixed_run01,48,6,0,4082,4110,0.498291016,0.001708984
