label,bit_index,line,data_ro,ones,zeros,p1,abs_bias
regs_only_warmup10_cap64_run01,16,2,0,61,3,0.953125000,0.453125000
regs_only_warmup10_cap64_run01,0,0,0,7,57,0.109375000,0.390625000
regs_only_warmup10_cap64_run01,56,7,0,55,9,0.859375000,0.359375000
regs_only_warmup10_cap64_run01,32,4,0,11,53,0.171875000,0.328125000
regs_only_warmup10_cap64_run01,40,5,0,17,47,0.265625000,0.234375000
regs_only_warmup10_cap64_run01,48,6,0,44,20,0.687500000,0.187500000
regs_only_warmup10_cap64_run01,24,3,0,41,23,0.640625000,0.140625000
regs_only_warmup10_cap64_run01,54,6,6,39,25,0.609375000,0.109375000
regs_only_warmup10_cap64_run01,55,6,7,39,25,0.609375000,0.109375000
regs_only_warmup10_cap64_run01,50,6,2,38,26,0.593750000,0.093750000
regs_only_warmup10_cap64_run01,6,0,6,37,27,0.578125000,0.078125000
regs_only_warmup10_cap64_run01,10,1,2,37,27,0.578125000,0.078125000
regs_only_warmup10_cap64_run01,14,1,6,37,27,0.578125000,0.078125000
regs_only_warmup10_cap64_run01,18,2,2,37,27,0.578125000,0.078125000
regs_only_warmup10_cap64_run01,3,0,3,36,28,0.562500000,0.062500000
regs_only_warmup10_cap64_run01,22,2,6,36,28,0.562500000,0.062500000
regs_only_warmup10_cap64_run01,30,3,6,36,28,0.562500000,0.062500000
regs_only_warmup10_cap64_run01,42,5,2,36,28,0.562500000,0.062500000
regs_only_warmup10_cap64_run01,58,7,2,36,28,0.562500000,0.062500000
regs_only_warmup10_cap64_run01,2,0,2,35,29,0.546875000,0.046875000
regs_only_warmup10_cap64_run01,13,1,5,35,29,0.546875000,0.046875000
regs_only_warmup10_cap64_run01,15,1,7,35,29,0.546875000,0.046875000
regs_only_warmup10_cap64_run01,23,2,7,35,29,0.546875000,0.046875000
regs_only_warmup10_cap64_run01,26,3,2,35,29,0.546875000,0.046875000
regs_only_warmup10_cap64_run01,37,4,5,35,29,0.546875000,0.046875000
regs_only_warmup10_cap64_run01,38,4,6,35,29,0.546875000,0.046875000
regs_only_warmup10_cap64_run01,51,6,3,35,29,0.546875000,0.046875000
regs_only_warmup10_cap64_run01,7,0,7,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,8,1,0,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,11,1,3,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,20,2,4,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,27,3,3,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,31,3,7,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,34,4,2,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,35,4,3,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,39,4,7,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,44,5,4,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,46,5,6,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,47,5,7,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,52,6,4,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,57,7,1,30,34,0.468750000,0.031250000
regs_only_warmup10_cap64_run01,62,7,6,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,63,7,7,34,30,0.531250000,0.031250000
regs_only_warmup10_cap64_run01,1,0,1,33,31,0.515625000,0.015625000
regs_only_warmup10_cap64_run01,9,1,1,31,33,0.484375000,0.015625000
regs_only_warmup10_cap64_run01,12,1,4,33,31,0.515625000,0.015625000
regs_only_warmup10_cap64_run01,17,2,1,33,31,0.515625000,0.015625000
regs_only_warmup10_cap64_run01,19,2,3,33,31,0.515625000,0.015625000
regs_only_warmup10_cap64_run01,21,2,5,33,31,0.515625000,0.015625000
regs_only_warmup10_cap64_run01,25,3,1,33,31,0.515625000,0.015625000
regs_only_warmup10_cap64_run01,41,5,1,31,33,0.484375000,0.015625000
regs_only_warmup10_cap64_run01,43,5,3,33,31,0.515625000,0.015625000
regs_only_warmup10_cap64_run01,45,5,5,31,33,0.484375000,0.015625000
regs_only_warmup10_cap64_run01,49,6,1,33,31,0.515625000,0.015625000
regs_only_warmup10_cap64_run01,53,6,5,33,31,0.515625000,0.015625000
regs_only_warmup10_cap64_run01,59,7,3,33,31,0.515625000,0.015625000
regs_only_warmup10_cap64_run01,4,0,4,32,32,0.500000000,0.000000000
regs_only_warmup10_cap64_run01,5,0,5,32,32,0.500000000,0.000000000
regs_only_warmup10_cap64_run01,28,3,4,32,32,0.500000000,0.000000000
regs_only_warmup10_cap64_run01,29,3,5,32,32,0.500000000,0.000000000
regs_only_warmup10_cap64_run01,33,4,1,32,32,0.500000000,0.000000000
regs_only_warmup10_cap64_run01,36,4,4,32,32,0.500000000,0.000000000
regs_only_warmup10_cap64_run01,60,7,4,32,32,0.500000000,0.000000000
regs_only_warmup10_cap64_run01,61,7,5,32,32,0.500000000,0.000000000
