label,bit_index,line,data_ro,ones,zeros,p1,abs_bias
restart_aligned_bits_regs_only_warmup32_cap1024_run01,0,0,0,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,6,0,6,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,12,1,4,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,13,1,5,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,26,3,2,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,30,3,6,0,1024,0.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,36,4,4,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,37,4,5,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,40,5,0,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,46,5,6,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,48,6,0,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,54,6,6,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,56,7,0,0,1024,0.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,61,7,5,1024,0,1.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,62,7,6,0,1024,0.000000000,0.500000000
restart_aligned_bits_regs_only_warmup32_cap1024_run01,1,0,1,1,1023,0.000976562,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,7,0,7,1023,1,0.999023438,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,9,1,1,1023,1,0.999023438,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,14,1,6,1023,1,0.999023438,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,17,2,1,1023,1,0.999023438,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,18,2,2,1,1023,0.000976562,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,25,3,1,1,1023,0.000976562,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,27,3,3,1,1023,0.000976562,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,31,3,7,1023,1,0.999023438,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,35,4,3,1,1023,0.000976562,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,43,5,3,1023,1,0.999023438,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,45,5,5,1,1023,0.000976562,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,52,6,4,1,1023,0.000976562,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,55,6,7,1023,1,0.999023438,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,60,7,4,1023,1,0.999023438,0.499023438
restart_aligned_bits_regs_only_warmup32_cap1024_run01,4,0,4,2,1022,0.001953125,0.498046875
restart_aligned_bits_regs_only_warmup32_cap1024_run01,15,1,7,2,1022,0.001953125,0.498046875
restart_aligned_bits_regs_only_warmup32_cap1024_run01,23,2,7,2,1022,0.001953125,0.498046875
restart_aligned_bits_regs_only_warmup32_cap1024_run01,42,5,2,2,1022,0.001953125,0.498046875
restart_aligned_bits_regs_only_warmup32_cap1024_run01,63,7,7,3,1021,0.002929688,0.497070312
restart_aligned_bits_regs_only_warmup32_cap1024_run01,34,4,2,1019,5,0.995117188,0.495117188
restart_aligned_bits_regs_only_warmup32_cap1024_run01,16,2,0,7,1017,0.006835938,0.493164062
restart_aligned_bits_regs_only_warmup32_cap1024_run01,24,3,0,8,1016,0.007812500,0.492187500
restart_aligned_bits_regs_only_warmup32_cap1024_run01,2,0,2,1005,19,0.981445312,0.481445312
restart_aligned_bits_regs_only_warmup32_cap1024_run01,28,3,4,19,1005,0.018554688,0.481445312
restart_aligned_bits_regs_only_warmup32_cap1024_run01,19,2,3,995,29,0.971679688,0.471679688
restart_aligned_bits_regs_only_warmup32_cap1024_run01,20,2,4,990,34,0.966796875,0.466796875
restart_aligned_bits_regs_only_warmup32_cap1024_run01,51,6,3,962,62,0.939453125,0.439453125
restart_aligned_bits_regs_only_warmup32_cap1024_run01,50,6,2,956,68,0.933593750,0.433593750
restart_aligned_bits_regs_only_warmup32_cap1024_run01,5,0,5,70,954,0.068359375,0.431640625
restart_aligned_bits_regs_only_warmup32_cap1024_run01,53,6,5,79,945,0.077148438,0.422851562
