label,run,source,window_index,packet_start,packet_end,packets,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,transition_entropy_diff,same_diff_transition_ratio,longest_same_diff_bin_run,autocorr_diff_lag,diff_mean_bin,diff_std_bin
sampler_local_w0,tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525.bin,0,0,4095,4096,2.6771444,5.47787385,6.64927228,1.31262432,3.93930407,5.01131531,11.4976186,0.0136752137,2,0.0282612732,-1.90576172,34.9540135
sampler_local_w0,tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525.bin,1,4096,8191,4096,2.68801872,5.49313641,6.64032406,1.3073845,4.01700643,4.84012866,11.5140165,0.0105006105,2,0.00375467207,-0.729736328,35.2012245
sampler_local_w0,tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525.bin,2,8192,12287,4096,2.69544505,5.46472962,6.61932425,1.30477171,3.73321346,4.91253716,11.5091144,0.0124542125,2,0.0254701636,-1.17529297,35.305899
sampler_local_w0,tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525.bin,3,12288,16383,4096,2.63158294,5.48794761,6.63329039,1.28661349,3.90196792,5.06926266,11.5079216,0.0136752137,3,0.00405748839,-1.4909668,34.9398844
sampler_local_w0,tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525.bin,4,16384,20479,4096,2.77989598,5.48429965,6.65259126,1.35794831,3.90724286,5.06926266,11.5407416,0.0129426129,3,-0.0220427153,-2.11401367,35.137691
sampler_local_w0,tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525.bin,5,20480,24575,4096,2.69217262,5.48378095,6.63554899,1.28575448,3.82009091,5.03421572,11.5124747,0.0148962149,3,0.0135108456,-1.23095703,35.3871299
sampler_local_w0,tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525.bin,6,24576,28671,4096,2.65964976,5.48458519,6.63679735,1.3364419,4.00564656,5.01131531,11.5350358,0.0114774115,2,-0.0392225138,-1.22509766,35.3772222
sampler_local_w0,tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525.bin,7,28672,32767,4096,2.62755083,5.47256914,6.62020248,1.30390183,3.92853764,5.02272008,11.5188115,0.0146520147,2,-0.0207429101,-2.00488281,35.1153825
sampler_local_w10,tdc_reset_random1_sampler_local_ro0_clean32k_warmup10._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup10._preopen_20260525.bin,0,0,4095,4096,2.58642313,5.43470343,6.59798164,1.30303247,4.01131531,5.04580369,11.4825957,0.0124542125,2,-0.0156409052,-2.22753906,35.2659941
sampler_local_w10,tdc_reset_random1_sampler_local_ro0_clean32k_warmup10._preopen_20260525,data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup10._preopen_20260525.bin,1,4096,8191,4096,2.63151579,5.44270803,6.61695342,1.32139986,3.98877274,5.04580369,11.5053038,0.0129426129,3,0.0175015309,-2.47265625,35.3108469
