label,byte_phase_mod8,bit_index,samples,ones,zeros,p1,abs_bias,entropy,min_entropy
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,0,0,16000,7831,8169,0.489437500,0.010562500,0.999678063,0.969840517
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,0,1,16000,7821,8179,0.488812500,0.011187500,0.999638834,0.968075536
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,0,2,16000,8013,7987,0.500812500,0.000812500,0.999998095,0.997657523
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,0,3,16000,8142,7858,0.508875000,0.008875000,0.999772719,0.974616779
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,0,4,16000,8004,7996,0.500250000,0.000250000,0.999999820,0.999278833
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,0,5,16000,7953,8047,0.497062500,0.002937500,0.999975102,0.991548967
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,0,6,16000,8086,7914,0.505375000,0.005375000,0.999916638,0.984573796
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,0,7,16000,7974,8026,0.498375000,0.001625000,0.999992381,0.995318844
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,1,0,16000,8045,7955,0.502812500,0.002812500,0.999977176,0.991907579
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,1,1,16000,8100,7900,0.506250000,0.006250000,0.999887287,0.982078092
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,1,2,16000,8051,7949,0.503187500,0.003187500,0.999970684,0.990832011
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,1,3,16000,8042,7958,0.502625000,0.002625000,0.999980118,0.992445664
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,1,4,16000,8104,7896,0.506500000,0.006500000,0.999878089,0.981365826
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,1,5,16000,7919,8081,0.494937500,0.005062500,0.999926049,0.985466167
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,1,6,16000,8000,8000,0.500000000,0.000000000,1.000000000,1.000000000
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,1,7,16000,7920,8080,0.495000000,0.005000000,0.999927864,0.985644707
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,2,0,16000,8131,7869,0.508187500,0.008187500,0.999806569,0.976567205
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,2,1,16000,7958,8042,0.497375000,0.002625000,0.999980118,0.992445664
restart_reduced_xor_random1_sampler_island_local_warmup10_line0_1000x125_strict_20260528_line_w10_map.payload,2,2,16000,8013,7987,0.500812500,0.000812500,0.999998095,0.997657523
