label,board_id,capture_bytes,packets,seq_gaps,capture_sha256,bitstream_sha256,xadc_after_status,xadc_after_temperature_c,xadc_after_vccint_v,xadc_after_vccaux_v,xadc_after_vccbram_v,lane,used_bins,dead_bins,entropy_bin,min_entropy_bin,max_dnl_lsb,min_dnl_lsb,peak_abs_inl_lsb
tdc_code_density_cal_a11_b7_formal_8mib_20260525,z7020_b01,8388608,1048575,0,1F4B6EA436524ABC500B5DCAB979D149E601EF383B2784C982870F645C26F415,7ED1971BE586DDAC40B6F9C8F3BEF4F8DF6CC50444C69C0B3FD8A5D70317CAC4,ok,47.2,1.000,1.797,1.000,A,63,2,2.3970102739410293,1.2457667923737141,26.40944138473643,-1.0,26.409441384736418
tdc_code_density_cal_a11_b7_formal_8mib_20260525,z7020_b01,8388608,1048575,0,1F4B6EA436524ABC500B5DCAB979D149E601EF383B2784C982870F645C26F415,7ED1971BE586DDAC40B6F9C8F3BEF4F8DF6CC50444C69C0B3FD8A5D70317CAC4,ok,47.2,1.000,1.797,1.000,B,64,1,3.118547474143365,1.466528200637528,22.52038242376559,-1.0,22.520382423765586
tdc_code_density_cal_a7_b11_formal_8mib_20260525,z7020_b01,8388608,1048575,0,FF7A25B3CBE5289A8A480A8D117C81A9C462713EB6DB7CD86183B2540A553B32,5D02AEA01D81164EC5F03DA4F21E9F4413A81C7F7DCAF2D845C092885D1CB741,ok,46.9,1.000,1.796,1.000,A,64,1,3.001706750442927,1.4220093027811533,23.25749231099349,-1.0,23.25749231099349
tdc_code_density_cal_a7_b11_formal_8mib_20260525,z7020_b01,8388608,1048575,0,FF7A25B3CBE5289A8A480A8D117C81A9C462713EB6DB7CD86183B2540A553B32,5D02AEA01D81164EC5F03DA4F21E9F4413A81C7F7DCAF2D845C092885D1CB741,ok,46.9,1.000,1.796,1.000,B,64,1,2.460396182571612,1.261893166621332,26.104765991941445,-1.0,26.104765991941445
tdc_code_density_cal_a7_b11_smoke_2mib_20260525,z7020_b01,2097152,262143,0,DE4E52D858D814BEA2B88AA564B51D94A35323A8D6C7D5A38ADDD6C4E736264B,9AC5E580FD97425E75F6A0FF893CC8BDC45E5E6D91351D615A767A80FE0BD846,not_requested,,,,,A,64,1,2.9943860031528238,1.4148852447588016,23.377572546281993,-1.0,23.377572546281993
tdc_code_density_cal_a7_b11_smoke_2mib_20260525,z7020_b01,2097152,262143,0,DE4E52D858D814BEA2B88AA564B51D94A35323A8D6C7D5A38ADDD6C4E736264B,9AC5E580FD97425E75F6A0FF893CC8BDC45E5E6D91351D615A767A80FE0BD846,not_requested,,,,,B,64,1,2.4509854004937983,1.2616383019349033,26.109554708689533,-1.0,26.109554708689533
