bin,count,probability,width_ps_nominal,ideal_width_ps,dnl_lsb,inl_lsb,phase_center_ps_nominal,dead_code
0,433270,0.4131988651264812,2065.994325632406,76.92307692307692,25.857926233221278,25.857926233221278,1032.997162816203,0
1,3555,0.003390315428080967,16.951577140404837,76.92307692307692,-0.7796294971747372,25.07829673604654,2074.4701142026083,0
2,3448,0.0032882721789094724,16.441360894547362,76.92307692307692,-0.7862623083708843,24.292034427675656,2091.1665832200842,0
3,6025,0.00574589323605846,28.729466180292302,76.92307692307692,-0.6265169396562,23.665517488019457,2113.7519967575045,0
4,5397,0.005146985194192118,25.73492597096059,76.92307692307692,-0.6654459623775123,23.000071525641946,2140.9841928331307,0
5,59,5.626683832820733e-05,0.2813341916410366,76.92307692307692,-0.9963426555086665,22.00372887013328,2153.992322914431,0
6,3185,0.003037455594497294,15.18727797248647,76.92307692307692,-0.8025653863576758,21.201163483775606,2161.726628996495,0
7,2430,0.0023174307989414205,11.587153994707103,76.92307692307692,-0.8493669980688077,20.3517964857068,2175.113844980092,0
8,4823,0.004599575614524474,22.997878072622367,76.92307692307692,-0.7010275850559091,19.650768900650892,2192.4063610137564,0
9,80,7.629401807214553e-05,0.38147009036072765,76.92307692307692,-0.9950408888253105,18.65572801182558,2204.0960350952478,0
10,2340,0.0022316000286102568,11.158000143051284,76.92307692307692,-0.8549459981403333,17.800782013685247,2209.865770211954,0
11,2445,0.002331735927329948,11.658679636649738,76.92307692307692,-0.8484371647235533,16.952344848961694,2221.2741101018046,0
12,4316,0.004116062274992251,20.58031137496126,76.92307692307692,-0.7324559521255036,16.21988889683619,2237.39360560761,0
13,0,0.0,0.0,76.92307692307692,-1.0,15.219888896836189,2247.6837612950903,1
14,1731,0.001650811816036049,8.254059080180244,76.92307692307692,-0.8926972319576568,14.327191664878532,2251.8107908351803,0
15,2967,0.0028295543952506974,14.147771976253487,76.92307692307692,-0.8160789643087046,13.511112700569827,2263.0117063633975,0
16,7949,0.00758076437069356,37.903821853467804,76.92307692307692,-0.5072503159049185,13.003862384664908,2289.037503278258,0
17,66,6.294256490952006e-05,0.3147128245476003,76.92307692307692,-0.9959087332808811,12.007953651384026,2308.1467706172657,0
18,2909,0.002774241232148392,13.87120616074196,76.92307692307692,-0.8196743199103546,11.188279331473671,2315.239730109911,0
19,3416,0.003257754571680614,16.28877285840307,76.92307692307692,-0.78824595284076,10.40003337863291,2330.3197196194833,0
20,3339,0.003184321579286174,15.92160789643087,76.92307692307692,-0.7930190973463986,9.607014281286512,2346.4249099969006,0
21,151,0.0001440049591111747,0.7200247955558734,76.92307692307692,-0.9906396776577736,8.616374603628739,2354.745726342894,0
22,3403,0.0032453567937438905,16.226783968719452,76.92307692307692,-0.7890518084066471,7.827322795222091,2363.2191307250314,0
23,3096,0.002952578499392032,14.762892496960161,76.92307692307692,-0.8080823975395179,7.019240397682573,2378.713968957871,0
24,7721,0.0073633264191879455,36.81663209593973,76.92307692307692,-0.5213837827527835,6.497856614929789,2404.5037312543213,0
25,482,0.0004596714588846768,2.298357294423384,76.92307692307692,-0.970121355172496,5.527735259757294,2424.061225949503,0
26,2818,0.0026874567865913263,13.437283932956632,76.92307692307692,-0.8253153088715638,4.70241995088573,2431.929046563193,0
27,2583,0.002463343108504399,12.316715542521994,76.92307692307692,-0.839882697947214,3.862537252938516,2444.8060463009324,0
28,5440,0.005187993228905896,25.939966144529482,76.92307692307692,-0.6627804401211168,3.199756812817399,2463.9343871444585,0
29,46,4.386906039148368e-05,0.21934530195741841,76.92307692307692,-0.9971485110745536,2.2026083017428455,2477.014042867702,0
30,1943,0.0018529909639272346,9.264954819636174,76.92307692307692,-0.8795555873447297,1.323052714398116,2481.7561929284984,0
31,902,0.0008602150537634409,4.301075268817204,76.92307692307692,-0.9440860215053763,0.37896669289273954,2488.5392079727253,0
32,876,0.0008354194978899936,4.1770974894499675,76.92307692307692,-0.9456977326371504,-0.5667310397444109,2492.778294351859,0
33,729,0.0006952292396824261,3.4761461984121307,76.92307692307692,-0.9548100994206423,-1.5215411391650533,2496.60491619579,0
34,1906,0.0018177049805688673,9.088524902844336,76.92307692307692,-0.8818491762630236,-2.403390315428077,2502.8872517464183,0
35,2649,0.002526285673413919,12.631428367069594,76.92307692307692,-0.8357914312280953,-3.2391817466561723,2513.7472283813754,0
36,4777,0.00455570655413299,22.77853277066495,76.92307692307692,-0.7038790739813556,-3.9430608206375277,2531.4522089502425,0
37,520,0.000495911117468946,2.4795555873447297,76.92307692307692,-0.9677657773645185,-4.910826598002046,2544.081253129247,0
38,3891,0.0037107503039839783,18.553751519919892,76.92307692307692,-0.7588012302410414,-5.669627828243088,2554.59790668288,0
39,1967,0.0018758791693488782,9.37939584674439,76.92307692307692,-0.8780678539923229,-6.54769568223541,2568.5644803662117,0
40,7371,0.007029540090122309,35.147700450611545,76.92307692307692,-0.5430798941420498,-7.09077557637746,2590.82802851489,0
41,938,0.0008945473618959063,4.472736809479532,76.92307692307692,-0.9418544214767661,-8.032629997854226,2610.638247144935,0
42,2748,0.002620699520778199,13.103497603890995,76.92307692307692,-0.829654531149417,-8.862284529003643,2619.4263643516206,0
43,2766,0.0026378656748444317,13.189328374222159,76.92307692307692,-0.8285387311351119,-9.690823260138755,2632.572777340677,0
44,3694,0.00352287628448132,17.6143814224066,76.92307692307692,-0.7710130415087142,-10.46183630164747,2647.9746322389915,0
45,544,0.0005187993228905896,2.593996614452948,76.92307692307692,-0.9662780440121117,-11.428114345659582,2658.078821257421,0
46,3015,0.0028753308060939847,14.376654030469924,76.92307692307692,-0.813103497603891,-12.241217843263472,2666.564146579882,0
47,3293,0.0031404525188946904,15.702262594473453,76.92307692307692,-0.7958705862718451,-13.037088429535316,2681.6036048923543,0
48,7336,0.006996161457215745,34.98080728607873,76.92307692307692,-0.5452495052809765,-13.582337934816293,2706.94513983263,0
49,272,0.0002593996614452948,1.296998307226474,76.92307692307692,-0.9831390220060559,-14.565476956822348,2725.0840426292825,0
50,2503,0.0023870490904322533,11.935245452161267,76.92307692307692,-0.8448418091219035,-15.410318765944252,2731.7001645089767,0
51,823,0.0007848747109171971,3.9243735545859857,76.92307692307692,-0.9489831437903822,-16.359301909734633,2739.6299740123504,0
52,3261,0.003109934911665832,15.54967455832916,76.92307692307692,-0.7978542307417209,-17.157156140476353,2749.3669980688082,0
53,977,0.0009317406957060773,4.658703478530387,76.92307692307692,-0.939436854779105,-18.096592995255456,2759.471187087238,0
54,2390,0.0022792837899053477,11.396418949526739,76.92307692307692,-0.8518465536561524,-18.948439548911608,2767.498748301266,0
55,2694,0.0025692010585795007,12.846005292897503,76.92307692307692,-0.8330019311923325,-19.78144148010394,2779.6199604224785,0
