bin,count,probability,width_ps_nominal,ideal_width_ps,dnl_lsb,inl_lsb,phase_center_ps_nominal,dead_code
0,109332,0.4170700724413774,2085.350362206887,76.92307692307692,26.109554708689533,26.109554708689533,1042.6751811034435,0
1,1258,0.00479890746653544,23.9945373326772,76.92307692307692,-0.6880710146751964,25.421483694014338,2097.3476308732256,0
2,1057,0.004032150391198697,20.160751955993483,76.92307692307692,-0.7379102245720848,24.68357346944225,2119.425275517561,0
3,1022,0.003898635477582846,19.49317738791423,76.92307692307692,-0.746588693957115,23.936984775485136,2139.252240189515,0
4,988,0.0037689352757845906,18.844676378922955,76.92307692307692,-0.7550192070740016,23.181965568411133,2158.4211670729337,0
5,50,0.00019073559087978698,0.9536779543989349,76.92307692307692,-0.9876021865928138,22.19436338181832,2168.3203442395943,0
6,811,0.0030937312840701447,15.468656420350724,76.92307692307692,-0.7989074665354405,21.39545591528288,2176.5315114269692,0
7,584,0.002227791701475912,11.13895850737956,76.92307692307692,-0.8551935394040657,20.540262375878815,2189.8353188908345,0
8,1038,0.003959670866664378,19.79835433332189,76.92307692307692,-0.7426213936668155,19.797640982212,2205.3039753111852,0
9,25,9.536779543989349e-05,0.47683897719946744,76.92307692307692,-0.993801093296407,18.80383988891559,2215.441571966446,0
10,849,0.003238690333138783,16.193451665693914,76.92307692307692,-0.7894851283459792,18.01435476056961,2223.7767172878926,0
11,621,0.0023689360387269542,11.84468019363477,76.92307692307692,-0.846019157482748,17.168335603086863,2237.795783217557,0
12,1823,0.006954219643477033,34.771098217385166,76.92307692307692,-0.5479757231739928,16.62035987991287,2261.1036724230667,0
13,203,0.0007743864989719351,3.8719324948596756,76.92307692307692,-0.9496648775668242,15.670695002346044,2280.4251877791894,0
14,666,0.0025405980705187625,12.702990352593812,76.92307692307692,-0.8348611254162804,14.835833876929764,2288.712649202916,0
15,782,0.0029831046413598683,14.915523206799342,76.92307692307692,-0.8060981983116086,14.029735678618154,2302.5219059826127,0
16,1700,0.006485010089912757,32.425050449563784,76.92307692307692,-0.5784743441556708,13.451261334462483,2326.192192810794,0
17,11,4.1961829993553135e-05,0.20980914996776567,76.92307692307692,-0.997272481050419,12.453988853412064,2342.5096226105597,0
18,481,0.0018348763842635507,9.174381921317753,76.92307692307692,-0.8807330350228693,11.573255818389194,2347.201718146203,0
19,660,0.002517709799613188,12.58854899806594,76.92307692307692,-0.8363488630251428,10.736906955364052,2358.0831836058946,0
20,357,0.001361852118881679,6.809260594408395,76.92307692307692,-0.9114796122726909,9.825427343091361,2367.782088402132,0
21,194,0.0007400540926135735,3.7002704630678673,76.92307692307692,-0.9518964839801177,8.873530859111243,2373.03685393087,0
22,618,0.002357491903274167,11.787459516370834,76.92307692307692,-0.8467630262871791,8.026767832824063,2380.7807189205896,0
23,654,0.0024948215287076136,12.47410764353807,76.92307692307692,-0.8378366006340051,7.1889312321900585,2392.911502500544,0
24,3643,0.013896995151501279,69.48497575750639,76.92307692307692,-0.0966953151524168,7.092235917037642,2433.891044201066,0
25,194,0.0007400540926135735,3.7002704630678673,76.92307692307692,-0.9518964839801177,6.140339433057524,2470.4836673113527,0
26,300,0.0011444135452787219,5.722067726393609,76.92307692307692,-0.9256131195568831,5.214726313500641,2475.1948364060836,0
27,96,0.000366212334489191,1.831061672445955,76.92307692307692,-0.9761961982582026,4.238530115242439,2478.971401105503,0
28,452,0.0017242497415532743,8.621248707766371,76.92307692307692,-0.8879237667990372,3.350606348443401,2484.1975562956095,0
29,203,0.0007743864989719351,3.8719324948596756,76.92307692307692,-0.9496648775668242,2.4009414708765773,2490.4441468969226,0
30,254,0.0009689368016693178,4.844684008346589,76.92307692307692,-0.9370191078914943,1.463922362985083,2494.802455148526,0
31,687,0.002620707018688273,13.103535093441366,76.92307692307692,-0.8296540437852622,0.6342683191998209,2503.77656469942,0
32,3729,0.014225060367814513,71.12530183907256,76.92307692307692,-0.07537107609205662,0.5588972431077642,2545.8909831656765,0
33,30,0.00011444135452787219,0.5722067726393609,76.92307692307692,-0.9925613119556883,-0.4336640688479241,2581.7397374715324,0
34,275,0.0010490457498388284,5.245228749194142,76.92307692307692,-0.9318120262604761,-1.3654760951084002,2584.648455232449,0
35,69,0.000263215115414106,1.3160755770705301,76.92307692307692,-0.9828910174980832,-2.3483671126064833,2587.9291073955815,0
36,344,0.0013122608652529344,6.561304326264672,76.92307692307692,-0.9147030437585593,-3.2630701563650426,2591.867797347249,0
37,176,0.0006713892798968502,3.3569463994842508,76.92307692307692,-0.9563596968067047,-4.219429853171747,2596.8269227101237,0
38,459,0.0017509527242764444,8.754763621382223,76.92307692307692,-0.8861880729220311,-5.105617926093778,2602.8827777205565,0
39,1038,0.003959670866664378,19.79835433332189,76.92307692307692,-0.7426213936668155,-5.8482393197605935,2617.1593366979087,0
40,3129,0.011936233277257069,59.68116638628535,76.92307692307692,-0.22414483697829046,-6.072384156738884,2656.8990970577124,0
41,168,0.0006408715853560842,3.204357926780421,76.92307692307692,-0.9583433469518545,-7.030727503690738,2688.3418592142452,0
42,826,0.003150951961334081,15.754759806670403,76.92307692307692,-0.7951881225132847,-7.825915626204022,2697.821418080971,0
43,811,0.0030937312840701447,15.468656420350724,76.92307692307692,-0.7989074665354405,-8.624823092739463,2713.4331261944812,0
44,501,0.0019111706206154655,9.555853103077327,76.92307692307692,-0.8757739096599947,-9.500597002399457,2725.9453809561955,0
