"run","status","error","priority","bytes_expected","bytes_captured","first_16_bytes_hex","capture","capture_sha256","bitstream","bitstream_sha256","notes"
"restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro2_1000x125_strict_20260526","completed","","P0","125008","125008","A55A03E8007D01D080404184B0084900","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_data_ro2_1000x125_strict_20260526.bin","0A66936AA509FE8F7B5393D9001A98496DD720F6F3B919F8D69632759D9C3C07","data\vivado_runs\restart_reduced_xor_random1_sampler_island_local_formal_bits_1000x125_warmup10_data_ro2_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit","E6407D2223DE92D23D6414412B0FD9AA1855F0D26C0A76BA34BFB6F36FD584B5","reduced_xor variant=sampler_island_local warmup=10 mode=data_ro index=2"
