run,source,packets,seq_gaps,seq_wraps,clock_period_ps,bins,lane_a_mean_bin,lane_a_std_bin,lane_a_shannon_bin,lane_a_min_entropy_bin,lane_a_used_bins,lane_a_dead_bins,lane_a_max_dnl_lsb,lane_a_min_dnl_lsb,lane_a_peak_abs_inl_lsb,lane_a_mean_phase_ps,lane_a_std_phase_ps,lane_b_mean_bin,lane_b_std_bin,lane_b_shannon_bin,lane_b_min_entropy_bin,lane_b_used_bins,lane_b_dead_bins,lane_b_max_dnl_lsb,lane_b_min_dnl_lsb,lane_b_peak_abs_inl_lsb,lane_b_mean_phase_ps,lane_b_std_phase_ps,diff_mean_bin,diff_std_bin,diff_mean_ps,diff_std_ps,bin_pearson_r,phase_pearson_r,coarse_lsb_std,flag_nonzero_ratio
tdc_far_run02_2mib,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc\tdc_far_run02_2mib.bin,262144,0,4,5000.0,256,32.2757568359375,29.73041408935402,2.6629838096514606,1.3102749612968738,63,193,102.23046875,-1.0,191.0,2500.0,1350.4689561631706,31.69470977783203,29.29348585421656,2.8930319525431405,1.392756389278805,64,192,96.494140625,-1.0,191.0,2500.0,1361.5760790344018,0.5810470581054688,41.80862267528828,0.0,1920.7908041940277,-0.0034189020253417605,-0.0032036407753718616,18918.649141481015,1.0
