label,run,source,source_format,tdcr_header_found,tdcr_version,tdcr_pair_id,tdcr_family_id,tdcr_warmup_packets,tdcr_capture_packets,tdcr_sample_div,packets,seq_gaps,seq_wraps,enable_edge_index,pre_enable_packets,post_enable_packets,bins,warmup_start,early_packets,window_packets,lag,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,early_entropy_a,early_entropy_b,early_entropy_diff,early_min_entropy_a,early_min_entropy_b,early_min_entropy_diff,transition_entropy_diff,transition_min_entropy_diff,same_diff_transition_ratio,residence_runs,residence_mean_len,residence_median_len,residence_p95_len,longest_same_diff_bin_run,autocorr_diff_lag,autocorr_a_lag,autocorr_b_lag,first_window_packets,later_window_packets,first_entropy_a,first_entropy_b,first_entropy_diff,later_entropy_a,later_entropy_b,later_entropy_diff,first_minus_later_entropy_a,first_minus_later_entropy_b,first_minus_later_entropy_diff,first_later_tvd_a,first_later_tvd_b,first_later_tvd_diff,first_diff_mean_bin,later_diff_mean_bin,first_minus_later_diff_mean_bin,warmup_packets,warmup_entropy_a,warmup_entropy_b,warmup_entropy_diff,warmup_transition_entropy_diff,warmup_same_diff_transition_ratio,warmup_longest_same_diff_bin_run,warmup_autocorr_diff_lag
tdc_mask_random1_ro0_ro1_pair_only,tdc_mask_random1_ro0_ro1_pair_only_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_pair_only_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,0,512,4096,1,5.51991342,5.45001951,6.68638606,4.01805235,4.13489367,5.51328928,5.39111186,5.3714819,6.50701552,3.87071698,3.91253716,5.4150375,13.3621525,10.9971822,0.0108566491,1037191,1.0109758,1,1,3,0.000874177172,-0.000539704771,0.000670774392,4096,1044479,5.51585334,5.43776843,6.67497789,5.51987796,5.45001478,6.6863601,-0.00402462077,-0.0122463435,-0.0113822163,0.0486544163,0.0477180351,0.0592529163,-1.05224609,-1.50119916,0.448953069,512,5.39111186,5.3714819,6.50701552,8.95021275,0.011741683,2,0.00265181559
tdc_mask_random1_ro0_ro1_pair_only,tdc_mask_random1_ro0_ro1_pair_only_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_pair_only_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,12,512,4096,1,5.51991342,5.45001951,6.68638606,4.01805235,4.13489367,5.51328928,5.39111186,5.3714819,6.50701552,3.87071698,3.91253716,5.4150375,13.3621525,10.9971822,0.0108566491,1037191,1.0109758,1,1,3,0.000874177172,-0.000539704771,0.000670774392,4096,1044479,5.51585334,5.43776843,6.67497789,5.51987796,5.45001478,6.6863601,-0.00402462077,-0.0122463435,-0.0113822163,0.0486544163,0.0477180351,0.0592529163,-1.05224609,-1.50119916,0.448953069,512,5.42415073,5.3541542,6.5038008,8.95412664,0.011741683,2,-0.00232467864
tdc_mask_random1_ro0_ro1_pair_only,tdc_mask_random1_ro0_ro1_pair_only_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_pair_only_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,64,512,4096,1,5.51991342,5.45001951,6.68638606,4.01805235,4.13489367,5.51328928,5.39111186,5.3714819,6.50701552,3.87071698,3.91253716,5.4150375,13.3621525,10.9971822,0.0108566491,1037191,1.0109758,1,1,3,0.000874177172,-0.000539704771,0.000670774392,4096,1044479,5.51585334,5.43776843,6.67497789,5.51987796,5.45001478,6.6863601,-0.00402462077,-0.0122463435,-0.0113822163,0.0486544163,0.0477180351,0.0592529163,-1.05224609,-1.50119916,0.448953069,512,5.47695558,5.33145609,6.50954167,8.95804054,0.011741683,2,0.0104171812
tdc_mask_random1_ro0_ro1_pair_only,tdc_mask_random1_ro0_ro1_pair_only_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_pair_only_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,256,512,4096,1,5.51991342,5.45001951,6.68638606,4.01805235,4.13489367,5.51328928,5.39111186,5.3714819,6.50701552,3.87071698,3.91253716,5.4150375,13.3621525,10.9971822,0.0108566491,1037191,1.0109758,1,1,3,0.000874177172,-0.000539704771,0.000670774392,4096,1044479,5.51585334,5.43776843,6.67497789,5.51987796,5.45001478,6.6863601,-0.00402462077,-0.0122463435,-0.0113822163,0.0486544163,0.0477180351,0.0592529163,-1.05224609,-1.50119916,0.448953069,512,5.47085631,5.29932458,6.42932465,8.95264937,0.00782778865,2,-0.0313782566
tdc_mask_random1_ro0_ro1_pair_only,tdc_mask_random1_ro0_ro1_pair_only_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_pair_only_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,1024,512,4096,1,5.51991342,5.45001951,6.68638606,4.01805235,4.13489367,5.51328928,5.39111186,5.3714819,6.50701552,3.87071698,3.91253716,5.4150375,13.3621525,10.9971822,0.0108566491,1037191,1.0109758,1,1,3,0.000874177172,-0.000539704771,0.000670774392,4096,1044479,5.51585334,5.43776843,6.67497789,5.51987796,5.45001478,6.6863601,-0.00402462077,-0.0122463435,-0.0113822163,0.0486544163,0.0477180351,0.0592529163,-1.05224609,-1.50119916,0.448953069,512,5.40413729,5.37834699,6.48095329,8.94238496,0.00391389432,2,-0.0472793429
tdc_mask_random1_ro0_ro1_pair_only,tdc_mask_random1_ro0_ro1_pair_only_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_pair_only_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,4096,512,4096,1,5.51991342,5.45001951,6.68638606,4.01805235,4.13489367,5.51328928,5.39111186,5.3714819,6.50701552,3.87071698,3.91253716,5.4150375,13.3621525,10.9971822,0.0108566491,1037191,1.0109758,1,1,3,0.000874177172,-0.000539704771,0.000670774392,4096,1044479,5.51585334,5.43776843,6.67497789,5.51987796,5.45001478,6.6863601,-0.00402462077,-0.0122463435,-0.0113822163,0.0486544163,0.0477180351,0.0592529163,-1.05224609,-1.50119916,0.448953069,512,5.41547445,5.31735621,6.51171158,8.97761001,0.00391389432,2,-0.0256785617
tdc_mask_random1_ro0_ro1_all_data_on,tdc_mask_random1_ro0_ro1_all_data_on_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_all_data_on_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,0,512,4096,1,5.64453496,5.69317811,6.74706646,4.53641039,4.64630042,5.62373755,5.5163924,5.60987841,6.52701057,4.0931094,4.54056838,4.830075,13.4827178,11.2652876,0.0103025633,1037772,1.0104098,1,1,4,-0.000931812744,-0.00137164682,-0.00157508637,4096,1044479,5.64033883,5.68965541,6.72088354,5.6445171,5.6931334,6.74706866,-0.00417826433,-0.00347798829,-0.0261851156,0.0415474993,0.0499850892,0.0742115834,0.906738281,1.02340689,-0.116668604,512,5.5163924,5.60987841,6.52701057,8.9149877,0.00978473581,3,-0.000461718318
tdc_mask_random1_ro0_ro1_all_data_on,tdc_mask_random1_ro0_ro1_all_data_on_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_all_data_on_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,12,512,4096,1,5.64453496,5.69317811,6.74706646,4.53641039,4.64630042,5.62373755,5.5163924,5.60987841,6.52701057,4.0931094,4.54056838,4.830075,13.4827178,11.2652876,0.0103025633,1037772,1.0104098,1,1,4,-0.000931812744,-0.00137164682,-0.00157508637,4096,1044479,5.64033883,5.68965541,6.72088354,5.6445171,5.6931334,6.74706866,-0.00417826433,-0.00347798829,-0.0261851156,0.0415474993,0.0499850892,0.0742115834,0.906738281,1.02340689,-0.116668604,512,5.51553664,5.61543436,6.55236883,8.92133821,0.00587084149,2,0.00869597249
tdc_mask_random1_ro0_ro1_all_data_on,tdc_mask_random1_ro0_ro1_all_data_on_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_all_data_on_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,64,512,4096,1,5.64453496,5.69317811,6.74706646,4.53641039,4.64630042,5.62373755,5.5163924,5.60987841,6.52701057,4.0931094,4.54056838,4.830075,13.4827178,11.2652876,0.0103025633,1037772,1.0104098,1,1,4,-0.000931812744,-0.00137164682,-0.00157508637,4096,1044479,5.64033883,5.68965541,6.72088354,5.6445171,5.6931334,6.74706866,-0.00417826433,-0.00347798829,-0.0261851156,0.0415474993,0.0499850892,0.0742115834,0.906738281,1.02340689,-0.116668604,512,5.48421921,5.62629411,6.56648311,8.93064328,0.00782778865,2,0.0226198786
tdc_mask_random1_ro0_ro1_all_data_on,tdc_mask_random1_ro0_ro1_all_data_on_20260525,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_mask_perturb\tdc_mask_random1_ro0_ro1_all_data_on_20260525.bin,raw,0,,,,,,,1048575,1,16,0,0,1048575,128,256,512,4096,1,5.64453496,5.69317811,6.74706646,4.53641039,4.64630042,5.62373755,5.5163924,5.60987841,6.52701057,4.0931094,4.54056838,4.830075,13.4827178,11.2652876,0.0103025633,1037772,1.0104098,1,1,4,-0.000931812744,-0.00137164682,-0.00157508637,4096,1044479,5.64033883,5.68965541,6.72088354,5.6445171,5.6931334,6.74706866,-0.00417826433,-0.00347798829,-0.0261851156,0.0415474993,0.0499850892,0.0742115834,0.906738281,1.02340689,-0.116668604,512,5.52252884,5.60525611,6.53297875,8.94482158,0.00978473581,2,0.0248122999
