run,family,mode,packets,seq_gaps,entropy_diff,transition_entropy_diff,same_diff_transition_ratio,longest_same_diff_bin_run,autocorr_diff_lag,delta_entropy_diff_vs_pair_only,delta_transition_entropy_diff_vs_pair_only,capture_sha256,bitstream_sha256,xadc_after_timestamp,xadc_after_temperature_c,xadc_after_vccint_v,xadc_after_vccaux_v,xadc_after_vccbram_v
tdc_mask_random1_ro0_ro1_pair_only,random1,pair_only,1048575,1,6.68638606,13.3621525,0.0108566491,3,0.000874177172,0.0,0.0,D371F57F8389A37216CDD442092C072807599EFF4E5FE5E701FDA16D0E818A50,24B62711C29D18DBDD4E1DA080C7F05E4F28C8A515E54974634153E2F46507B9,2026-05-25 19:20:35,46.5,1.000,1.796,1.000
tdc_mask_random1_ro0_ro1_all_data_on,random1,all_data_on,1048575,1,6.74706646,13.4827178,0.0103025633,4,-0.000931812744,0.06068039999999986,0.1205652999999991,F5C36E4681E58052C80CC4AD0E37BDBCD97A48E1419DB2BD043F8AB3AD428FC5,82DE792E0E14BC65DCC8020DCC9F2A5861FA967282C6704202E74BA9F905252A,2026-05-25 19:34:57,46.8,1.000,1.797,1.000
tdc_mask_random1_ro0_ro1_pair_plus_sample,random1,pair_plus_sample,1048575,1,6.64622224,13.2825595,0.0109625072,4,-6.68543375e-05,-0.04016382000000007,-0.07959300000000091,09D587F8C6A57512226BAFEAD400BAF942B3B5479BE4B0786F03B8914F1366FB,6905112AD79C415E593CA80A6A730698D07288092AA85FAD607610198C28E1F4,2026-05-25 19:49:31,46.6,1.000,1.796,1.000
tdc_mask_random3_ro0_ro6_pair_only,random3,pair_only,1048575,1,6.69702927,13.3832032,0.01074793,4,0.000729495819,0.0,0.0,FF1506FF65D21F4E95F8B7B47F7C26389C91D7C216DA064C0344703995C5A42E,D22BEA20DE95BC8547478A885EEC9CAA714A46A2FCD2A0502A3BEED7861A5A1C,2026-05-25 20:03:51,46.4,1.000,1.797,1.000
tdc_mask_random3_ro0_ro6_all_data_on,random3,all_data_on,1048575,1,5.98263233,11.9624903,0.0160255738,4,-0.00128411329,-0.7143969399999994,-1.4207128999999998,228A5C373E052B4A950D99C18D7856482CFE82C39A091BEFB629EC56E7C96728,F02CC08BFE643C5E2650B889C4D69D1C3E2C929AD14E29D85CCC310D23DAEA8E,2026-05-25 20:18:02,46.6,1.000,1.797,1.000
tdc_mask_random1_local_sample_ro0_ro1_pair_plus_sample,random1_local_sample,pair_plus_sample,1048575,1,6.6681954,13.3256984,0.0110597821,4,-0.000176227963,,,5EDC734FDCC8948BB4EE35FBD6E24485028342F5C5780ADE4EB814D310AE2188,01292421F004300BEE4F405C690454E391C59E12CAB343E24CAE986F4DDA97BF,2026-05-25 20:32:13,46.4,1.000,1.796,1.000
