"run","status","error","priority","bytes_expected","bytes_captured","first_16_bytes_hex","capture","capture_sha256","bitstream","bitstream_sha256","notes"
"tdc_reset_random1_baseline_ro0_warmup0_preopen_20260525","failed","No UART bytes received for 45 seconds while pre-open capture was active. Captured 355528 / 524304 bytes.","P0","524304","","","data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_baseline_ro0_warmup0._preopen_20260525.bin","","data\vivado_runs\fpga1_tdc_reset_aligned\tdc_reset_random1_baseline_ro0_warmup0\RO_TDC_reset_aligned_top.bit","2B0C4BF0B9738DFC490EC9D82818061760B410037F90D151791610F1991CA474","random1 bad baseline reset-aligned TDC warmup0"
"tdc_reset_random1_baseline_ro0_warmup12_preopen_20260525","failed","No UART bytes received for 45 seconds while pre-open capture was active. Captured 354680 / 524304 bytes.","P0","524304","","","data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_baseline_ro0_warmup12._preopen_20260525.bin","","data\vivado_runs\fpga1_tdc_reset_aligned\tdc_reset_random1_baseline_ro0_warmup12\RO_TDC_reset_aligned_top.bit","CF29D5D679F2FD17C2D483D99B121F5F2E531062EE77075335BCF4971A2E0061","random1 bad baseline reset-aligned TDC warmup12"
"tdc_reset_random3_goodref_ro0_warmup0_preopen_20260525","failed","No UART bytes received for 45 seconds while pre-open capture was active. Captured 359080 / 524304 bytes.","P0","524304","","","data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random3_goodref_ro0_warmup0._preopen_20260525.bin","","data\vivado_runs\fpga1_tdc_reset_aligned\tdc_reset_random3_goodref_ro0_warmup0\RO_TDC_reset_aligned_top.bit","1EFAE88F3E43A096DA7243B9CA4334D4012267CECD26128D5F34F4BA5249DE23","random3 good reference reset-aligned TDC warmup0"
"tdc_reset_random3_goodref_ro0_warmup12_preopen_20260525","failed","No UART bytes received for 45 seconds while pre-open capture was active. Captured 359960 / 524304 bytes.","P0","524304","","","data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random3_goodref_ro0_warmup12._preopen_20260525.bin","","data\vivado_runs\fpga1_tdc_reset_aligned\tdc_reset_random3_goodref_ro0_warmup12\RO_TDC_reset_aligned_top.bit","F274B199DEB83197538BC9399961F4276A281CFB00F596165F03F9EB57AFB19B","random3 good reference reset-aligned TDC warmup12"
"tdc_reset_random1_sampler_local_ro0_warmup0_preopen_20260525","failed","No UART bytes received for 45 seconds while pre-open capture was active. Captured 360456 / 524304 bytes.","P1","524304","","","data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_warmup0._preopen_20260525.bin","","data\vivado_runs\fpga1_tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_warmup0\RO_TDC_reset_aligned_top.bit","B902B8B5BB7031444FCFEC2D3D4DA29996D231D38C74B25BFCDD1030D91A10CF","random1 sampler-local reset-aligned TDC warmup0 after smoke passes"
"tdc_reset_random1_sampler_local_ro0_warmup12_preopen_20260525","failed","No UART bytes received for 45 seconds while pre-open capture was active. Captured 358328 / 524304 bytes.","P1","524304","","","data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_warmup12._preopen_20260525.bin","","data\vivado_runs\fpga1_tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_warmup12\RO_TDC_reset_aligned_top.bit","C87D7ACA9F041E197C051CEF19CC644C9D71261F03DBA5F45A25FD5C809230A2","random1 sampler-local reset-aligned TDC warmup12 after smoke passes"
