family,target_index,target_name,all_on_freq_mhz,single_on_freq_mhz,shift_mhz,shift_ppm_vs_single
random1,0,data0,410.8877673636145,411.01538091804855,-0.1276135544340491,-310.48364698423217
random1,1,data1,447.16462388848834,447.43859649122805,-0.27397260273971824,-612.3132981557379
random1,2,data2,452.47801009372745,452.8007690459024,-0.3227589521749792,-712.805662532476
random1,3,data3,433.38981014179285,433.5436193222783,-0.1538091804854389,-354.7721005002349
random1,4,data4,456.96707522230236,457.27661619802933,-0.3095409757269749,-676.922818185228
random1,5,data5,457.465032444124,457.5972122086037,-0.1321797644797016,-288.85614018873247
random1,6,data6,381.56957462148523,381.68180725787073,-0.11223263638549952,-294.04764453358723
random1,7,data7,446.4770487863494,446.67123287671234,-0.19418409036290996,-434.7360565673759
random1,8,sample,93.29512136505647,93.33862052391252,-0.04349915885605071,-466.03601608732384
