bit_order,expanded_column,byte_index,bit_index,ones,zeros,p1,abs_bias,x,msb_expanded_column,lsb_expanded_column,over_x_cutoff
lsb,59,7,3,298,702,0.298000000,0.202000000,702,60,59,False
lsb,60,7,4,216,784,0.216000000,0.284000000,784,59,60,False
lsb,61,7,5,277,723,0.277000000,0.223000000,723,58,61,False
lsb,62,7,6,352,648,0.352000000,0.148000000,648,57,62,False
lsb,63,7,7,279,721,0.279000000,0.221000000,721,56,63,False
lsb,64,8,0,259,741,0.259000000,0.241000000,741,71,64,False
lsb,65,8,1,268,732,0.268000000,0.232000000,732,70,65,False
lsb,66,8,2,318,682,0.318000000,0.182000000,682,69,66,False
lsb,67,8,3,258,742,0.258000000,0.242000000,742,68,67,False
lsb,68,8,4,328,672,0.328000000,0.172000000,672,67,68,False
lsb,69,8,5,325,675,0.325000000,0.175000000,675,66,69,False
lsb,70,8,6,217,783,0.217000000,0.283000000,783,65,70,False
lsb,71,8,7,303,697,0.303000000,0.197000000,697,64,71,False
lsb,72,9,0,224,776,0.224000000,0.276000000,776,79,72,False
lsb,73,9,1,259,741,0.259000000,0.241000000,741,78,73,False
lsb,74,9,2,290,710,0.290000000,0.210000000,710,77,74,False
lsb,75,9,3,255,745,0.255000000,0.245000000,745,76,75,False
lsb,76,9,4,307,693,0.307000000,0.193000000,693,75,76,False
lsb,77,9,5,315,685,0.315000000,0.185000000,685,74,77,False
lsb,78,9,6,292,708,0.292000000,0.208000000,708,73,78,False
lsb,79,9,7,268,732,0.268000000,0.232000000,732,72,79,False
lsb,80,10,0,300,700,0.300000000,0.200000000,700,87,80,False
lsb,81,10,1,308,692,0.308000000,0.192000000,692,86,81,False
lsb,82,10,2,234,766,0.234000000,0.266000000,766,85,82,False
lsb,83,10,3,306,694,0.306000000,0.194000000,694,84,83,False
lsb,84,10,4,342,658,0.342000000,0.158000000,658,83,84,False
lsb,85,10,5,243,757,0.243000000,0.257000000,757,82,85,False
lsb,86,10,6,289,711,0.289000000,0.211000000,711,81,86,False
lsb,87,10,7,295,705,0.295000000,0.205000000,705,80,87,False
lsb,88,11,0,267,733,0.267000000,0.233000000,733,95,88,False
lsb,89,11,1,348,652,0.348000000,0.152000000,652,94,89,False
lsb,90,11,2,259,741,0.259000000,0.241000000,741,93,90,False
lsb,91,11,3,289,711,0.289000000,0.211000000,711,92,91,False
lsb,92,11,4,320,680,0.320000000,0.180000000,680,91,92,False
lsb,93,11,5,303,697,0.303000000,0.197000000,697,90,93,False
lsb,94,11,6,331,669,0.331000000,0.169000000,669,89,94,False
lsb,95,11,7,300,700,0.300000000,0.200000000,700,88,95,False
lsb,96,12,0,313,687,0.313000000,0.187000000,687,103,96,False
lsb,97,12,1,269,731,0.269000000,0.231000000,731,102,97,False
lsb,98,12,2,318,682,0.318000000,0.182000000,682,101,98,False
lsb,99,12,3,309,691,0.309000000,0.191000000,691,100,99,False
lsb,100,12,4,260,740,0.260000000,0.240000000,740,99,100,False
lsb,101,12,5,279,721,0.279000000,0.221000000,721,98,101,False
lsb,102,12,6,314,686,0.314000000,0.186000000,686,97,102,False
lsb,103,12,7,253,747,0.253000000,0.247000000,747,96,103,False
lsb,104,13,0,281,719,0.281000000,0.219000000,719,111,104,False
lsb,105,13,1,280,720,0.280000000,0.220000000,720,110,105,False
lsb,106,13,2,299,701,0.299000000,0.201000000,701,109,106,False
lsb,107,13,3,284,716,0.284000000,0.216000000,716,108,107,False
lsb,108,13,4,247,753,0.247000000,0.253000000,753,107,108,False
lsb,109,13,5,287,713,0.287000000,0.213000000,713,106,109,False
lsb,110,13,6,269,731,0.269000000,0.231000000,731,105,110,False
lsb,111,13,7,303,697,0.303000000,0.197000000,697,104,111,False
lsb,112,14,0,284,716,0.284000000,0.216000000,716,119,112,False
lsb,113,14,1,309,691,0.309000000,0.191000000,691,118,113,False
lsb,114,14,2,323,677,0.323000000,0.177000000,677,117,114,False
lsb,115,14,3,259,741,0.259000000,0.241000000,741,116,115,False
lsb,116,14,4,278,722,0.278000000,0.222000000,722,115,116,False
lsb,117,14,5,319,681,0.319000000,0.181000000,681,114,117,False
lsb,118,14,6,265,735,0.265000000,0.235000000,735,113,118,False
lsb,119,14,7,272,728,0.272000000,0.228000000,728,112,119,False
lsb,120,15,0,260,740,0.260000000,0.240000000,740,127,120,False
lsb,121,15,1,284,716,0.284000000,0.216000000,716,126,121,False
lsb,122,15,2,249,751,0.249000000,0.251000000,751,125,122,False
lsb,123,15,3,280,720,0.280000000,0.220000000,720,124,123,False
lsb,124,15,4,304,696,0.304000000,0.196000000,696,123,124,False
lsb,125,15,5,276,724,0.276000000,0.224000000,724,122,125,False
lsb,126,15,6,272,728,0.272000000,0.228000000,728,121,126,False
lsb,127,15,7,324,676,0.324000000,0.176000000,676,120,127,False
lsb,128,16,0,331,669,0.331000000,0.169000000,669,135,128,False
lsb,129,16,1,310,690,0.310000000,0.190000000,690,134,129,False
lsb,130,16,2,279,721,0.279000000,0.221000000,721,133,130,False
lsb,131,16,3,296,704,0.296000000,0.204000000,704,132,131,False
lsb,132,16,4,297,703,0.297000000,0.203000000,703,131,132,False
lsb,133,16,5,279,721,0.279000000,0.221000000,721,130,133,False
lsb,134,16,6,333,667,0.333000000,0.167000000,667,129,134,False
lsb,135,16,7,307,693,0.307000000,0.193000000,693,128,135,False
lsb,136,17,0,301,699,0.301000000,0.199000000,699,143,136,False
lsb,137,17,1,240,760,0.240000000,0.260000000,760,142,137,False
lsb,138,17,2,277,723,0.277000000,0.223000000,723,141,138,False
lsb,139,17,3,285,715,0.285000000,0.215000000,715,140,139,False
lsb,140,17,4,257,743,0.257000000,0.243000000,743,139,140,False
lsb,141,17,5,271,729,0.271000000,0.229000000,729,138,141,False
lsb,142,17,6,311,689,0.311000000,0.189000000,689,137,142,False
lsb,143,17,7,281,719,0.281000000,0.219000000,719,136,143,False
lsb,144,18,0,311,689,0.311000000,0.189000000,689,151,144,False
lsb,145,18,1,291,709,0.291000000,0.209000000,709,150,145,False
lsb,146,18,2,310,690,0.310000000,0.190000000,690,149,146,False
lsb,147,18,3,285,715,0.285000000,0.215000000,715,148,147,False
lsb,148,18,4,270,730,0.270000000,0.230000000,730,147,148,False
lsb,149,18,5,303,697,0.303000000,0.197000000,697,146,149,False
lsb,150,18,6,295,705,0.295000000,0.205000000,705,145,150,False
lsb,151,18,7,280,720,0.280000000,0.220000000,720,144,151,False
lsb,152,19,0,261,739,0.261000000,0.239000000,739,159,152,False
lsb,153,19,1,281,719,0.281000000,0.219000000,719,158,153,False
lsb,154,19,2,301,699,0.301000000,0.199000000,699,157,154,False
lsb,155,19,3,246,754,0.246000000,0.254000000,754,156,155,False
lsb,156,19,4,291,709,0.291000000,0.209000000,709,155,156,False
lsb,157,19,5,312,688,0.312000000,0.188000000,688,154,157,False
lsb,158,19,6,263,737,0.263000000,0.237000000,737,153,158,False
lsb,159,19,7,302,698,0.302000000,0.198000000,698,152,159,False
lsb,160,20,0,231,769,0.231000000,0.269000000,769,167,160,False
lsb,161,20,1,310,690,0.310000000,0.190000000,690,166,161,False
lsb,162,20,2,283,717,0.283000000,0.217000000,717,165,162,False
lsb,163,20,3,285,715,0.285000000,0.215000000,715,164,163,False
lsb,164,20,4,313,687,0.313000000,0.187000000,687,163,164,False
lsb,165,20,5,292,708,0.292000000,0.208000000,708,162,165,False
lsb,166,20,6,269,731,0.269000000,0.231000000,731,161,166,False
lsb,167,20,7,307,693,0.307000000,0.193000000,693,160,167,False
lsb,168,21,0,293,707,0.293000000,0.207000000,707,175,168,False
lsb,169,21,1,278,722,0.278000000,0.222000000,722,174,169,False
lsb,170,21,2,277,723,0.277000000,0.223000000,723,173,170,False
lsb,171,21,3,291,709,0.291000000,0.209000000,709,172,171,False
lsb,172,21,4,298,702,0.298000000,0.202000000,702,171,172,False
lsb,173,21,5,271,729,0.271000000,0.229000000,729,170,173,False
lsb,174,21,6,301,699,0.301000000,0.199000000,699,169,174,False
lsb,175,21,7,296,704,0.296000000,0.204000000,704,168,175,False
lsb,176,22,0,310,690,0.310000000,0.190000000,690,183,176,False
lsb,177,22,1,314,686,0.314000000,0.186000000,686,182,177,False
lsb,178,22,2,282,718,0.282000000,0.218000000,718,181,178,False
lsb,179,22,3,308,692,0.308000000,0.192000000,692,180,179,False
lsb,180,22,4,292,708,0.292000000,0.208000000,708,179,180,False
lsb,181,22,5,289,711,0.289000000,0.211000000,711,178,181,False
lsb,182,22,6,286,714,0.286000000,0.214000000,714,177,182,False
lsb,183,22,7,297,703,0.297000000,0.203000000,703,176,183,False
lsb,184,23,0,274,726,0.274000000,0.226000000,726,191,184,False
lsb,185,23,1,262,738,0.262000000,0.238000000,738,190,185,False
lsb,186,23,2,285,715,0.285000000,0.215000000,715,189,186,False
lsb,187,23,3,283,717,0.283000000,0.217000000,717,188,187,False
lsb,188,23,4,298,702,0.298000000,0.202000000,702,187,188,False
lsb,189,23,5,289,711,0.289000000,0.211000000,711,186,189,False
lsb,190,23,6,281,719,0.281000000,0.219000000,719,185,190,False
lsb,191,23,7,261,739,0.261000000,0.239000000,739,184,191,False
lsb,192,24,0,273,727,0.273000000,0.227000000,727,199,192,False
lsb,193,24,1,295,705,0.295000000,0.205000000,705,198,193,False
lsb,194,24,2,302,698,0.302000000,0.198000000,698,197,194,False
lsb,195,24,3,274,726,0.274000000,0.226000000,726,196,195,False
lsb,196,24,4,281,719,0.281000000,0.219000000,719,195,196,False
lsb,197,24,5,304,696,0.304000000,0.196000000,696,194,197,False
lsb,198,24,6,282,718,0.282000000,0.218000000,718,193,198,False
lsb,199,24,7,270,730,0.270000000,0.230000000,730,192,199,False
lsb,200,25,0,268,732,0.268000000,0.232000000,732,207,200,False
lsb,201,25,1,285,715,0.285000000,0.215000000,715,206,201,False
lsb,202,25,2,294,706,0.294000000,0.206000000,706,205,202,False
lsb,203,25,3,232,768,0.232000000,0.268000000,768,204,203,False
lsb,204,25,4,283,717,0.283000000,0.217000000,717,203,204,False
lsb,205,25,5,289,711,0.289000000,0.211000000,711,202,205,False
lsb,206,25,6,281,719,0.281000000,0.219000000,719,201,206,False
lsb,207,25,7,290,710,0.290000000,0.210000000,710,200,207,False
lsb,208,26,0,300,700,0.300000000,0.200000000,700,215,208,False
lsb,209,26,1,295,705,0.295000000,0.205000000,705,214,209,False
lsb,210,26,2,278,722,0.278000000,0.222000000,722,213,210,False
lsb,211,26,3,318,682,0.318000000,0.182000000,682,212,211,False
lsb,212,26,4,293,707,0.293000000,0.207000000,707,211,212,False
lsb,213,26,5,269,731,0.269000000,0.231000000,731,210,213,False
lsb,214,26,6,288,712,0.288000000,0.212000000,712,209,214,False
lsb,215,26,7,286,714,0.286000000,0.214000000,714,208,215,False
lsb,216,27,0,317,683,0.317000000,0.183000000,683,223,216,False
lsb,217,27,1,269,731,0.269000000,0.231000000,731,222,217,False
lsb,218,27,2,262,738,0.262000000,0.238000000,738,221,218,False
lsb,219,27,3,289,711,0.289000000,0.211000000,711,220,219,False
lsb,220,27,4,268,732,0.268000000,0.232000000,732,219,220,False
lsb,221,27,5,307,693,0.307000000,0.193000000,693,218,221,False
lsb,222,27,6,294,706,0.294000000,0.206000000,706,217,222,False
lsb,223,27,7,289,711,0.289000000,0.211000000,711,216,223,False
lsb,224,28,0,280,720,0.280000000,0.220000000,720,231,224,False
lsb,225,28,1,277,723,0.277000000,0.223000000,723,230,225,False
lsb,226,28,2,283,717,0.283000000,0.217000000,717,229,226,False
lsb,227,28,3,302,698,0.302000000,0.198000000,698,228,227,False
lsb,228,28,4,293,707,0.293000000,0.207000000,707,227,228,False
lsb,229,28,5,297,703,0.297000000,0.203000000,703,226,229,False
lsb,230,28,6,283,717,0.283000000,0.217000000,717,225,230,False
lsb,231,28,7,280,720,0.280000000,0.220000000,720,224,231,False
lsb,232,29,0,263,737,0.263000000,0.237000000,737,239,232,False
lsb,233,29,1,297,703,0.297000000,0.203000000,703,238,233,False
lsb,234,29,2,304,696,0.304000000,0.196000000,696,237,234,False
lsb,235,29,3,291,709,0.291000000,0.209000000,709,236,235,False
lsb,236,29,4,290,710,0.290000000,0.210000000,710,235,236,False
lsb,237,29,5,260,740,0.260000000,0.240000000,740,234,237,False
lsb,238,29,6,256,744,0.256000000,0.244000000,744,233,238,False
lsb,239,29,7,289,711,0.289000000,0.211000000,711,232,239,False
lsb,240,30,0,298,702,0.298000000,0.202000000,702,247,240,False
lsb,241,30,1,298,702,0.298000000,0.202000000,702,246,241,False
lsb,242,30,2,264,736,0.264000000,0.236000000,736,245,242,False
lsb,243,30,3,281,719,0.281000000,0.219000000,719,244,243,False
lsb,244,30,4,308,692,0.308000000,0.192000000,692,243,244,False
lsb,245,30,5,299,701,0.299000000,0.201000000,701,242,245,False
lsb,246,30,6,283,717,0.283000000,0.217000000,717,241,246,False
lsb,247,30,7,298,702,0.298000000,0.202000000,702,240,247,False
lsb,248,31,0,303,697,0.303000000,0.197000000,697,255,248,False
lsb,249,31,1,260,740,0.260000000,0.240000000,740,254,249,False
lsb,250,31,2,272,728,0.272000000,0.228000000,728,253,250,False
lsb,251,31,3,282,718,0.282000000,0.218000000,718,252,251,False
lsb,252,31,4,279,721,0.279000000,0.221000000,721,251,252,False
lsb,253,31,5,275,725,0.275000000,0.225000000,725,250,253,False
lsb,254,31,6,320,680,0.320000000,0.180000000,680,249,254,False
lsb,255,31,7,265,735,0.265000000,0.235000000,735,248,255,False
msb,0,0,7,316,684,0.316000000,0.184000000,684,0,7,False
msb,1,0,6,130,870,0.130000000,0.370000000,870,1,6,False
msb,2,0,5,176,824,0.176000000,0.324000000,824,2,5,False
msb,3,0,4,362,638,0.362000000,0.138000000,638,3,4,False
msb,4,0,3,101,899,0.101000000,0.399000000,899,4,3,False
msb,5,0,2,182,818,0.182000000,0.318000000,818,5,2,False
msb,6,0,1,437,563,0.437000000,0.063000000,563,6,1,False
msb,7,0,0,221,779,0.221000000,0.279000000,779,7,0,False
msb,8,1,7,118,882,0.118000000,0.382000000,882,8,15,False
msb,9,1,6,469,531,0.469000000,0.031000000,531,9,14,False
msb,10,1,5,408,592,0.408000000,0.092000000,592,10,13,False
msb,11,1,4,265,735,0.265000000,0.235000000,735,11,12,False
msb,12,1,3,314,686,0.314000000,0.186000000,686,12,11,False
msb,13,1,2,334,666,0.334000000,0.166000000,666,13,10,False
msb,14,1,1,233,767,0.233000000,0.267000000,767,14,9,False
msb,15,1,0,308,692,0.308000000,0.192000000,692,15,8,False
msb,16,2,7,300,700,0.300000000,0.200000000,700,16,23,False
msb,17,2,6,281,719,0.281000000,0.219000000,719,17,22,False
msb,18,2,5,252,748,0.252000000,0.248000000,748,18,21,False
msb,19,2,4,245,755,0.245000000,0.255000000,755,19,20,False
msb,20,2,3,343,657,0.343000000,0.157000000,657,20,19,False
msb,21,2,2,257,743,0.257000000,0.243000000,743,21,18,False
msb,22,2,1,228,772,0.228000000,0.272000000,772,22,17,False
msb,23,2,0,397,603,0.397000000,0.103000000,603,23,16,False
msb,24,3,7,262,738,0.262000000,0.238000000,738,24,31,False
msb,25,3,6,147,853,0.147000000,0.353000000,853,25,30,False
msb,26,3,5,376,624,0.376000000,0.124000000,624,26,29,False
msb,27,3,4,296,704,0.296000000,0.204000000,704,27,28,False
msb,28,3,3,202,798,0.202000000,0.298000000,798,28,27,False
msb,29,3,2,333,667,0.333000000,0.167000000,667,29,26,False
msb,30,3,1,304,696,0.304000000,0.196000000,696,30,25,False
msb,31,3,0,223,777,0.223000000,0.277000000,777,31,24,False
msb,32,4,7,352,648,0.352000000,0.148000000,648,32,39,False
msb,33,4,6,354,646,0.354000000,0.146000000,646,33,38,False
msb,34,4,5,257,743,0.257000000,0.243000000,743,34,37,False
msb,35,4,4,243,757,0.243000000,0.257000000,757,35,36,False
msb,36,4,3,262,738,0.262000000,0.238000000,738,36,35,False
msb,37,4,2,349,651,0.349000000,0.151000000,651,37,34,False
msb,38,4,1,268,732,0.268000000,0.232000000,732,38,33,False
msb,39,4,0,242,758,0.242000000,0.258000000,758,39,32,False
msb,40,5,7,358,642,0.358000000,0.142000000,642,40,47,False
msb,41,5,6,272,728,0.272000000,0.228000000,728,41,46,False
msb,42,5,5,206,794,0.206000000,0.294000000,794,42,45,False
msb,43,5,4,363,637,0.363000000,0.137000000,637,43,44,False
msb,44,5,3,279,721,0.279000000,0.221000000,721,44,43,False
msb,45,5,2,223,777,0.223000000,0.277000000,777,45,42,False
msb,46,5,1,362,638,0.362000000,0.138000000,638,46,41,False
msb,47,5,0,276,724,0.276000000,0.224000000,724,47,40,False
msb,48,6,7,181,819,0.181000000,0.319000000,819,48,55,False
msb,49,6,6,311,689,0.311000000,0.189000000,689,49,54,False
msb,50,6,5,298,702,0.298000000,0.202000000,702,50,53,False
msb,51,6,4,237,763,0.237000000,0.263000000,763,51,52,False
msb,52,6,3,299,701,0.299000000,0.201000000,701,52,51,False
msb,53,6,2,289,711,0.289000000,0.211000000,711,53,50,False
msb,54,6,1,256,744,0.256000000,0.244000000,744,54,49,False
msb,55,6,0,271,729,0.271000000,0.229000000,729,55,48,False
msb,56,7,7,279,721,0.279000000,0.221000000,721,56,63,False
msb,57,7,6,352,648,0.352000000,0.148000000,648,57,62,False
msb,58,7,5,277,723,0.277000000,0.223000000,723,58,61,False
msb,59,7,4,216,784,0.216000000,0.284000000,784,59,60,False
msb,60,7,3,298,702,0.298000000,0.202000000,702,60,59,False
msb,61,7,2,291,709,0.291000000,0.209000000,709,61,58,False
msb,62,7,1,240,760,0.240000000,0.260000000,760,62,57,False
msb,63,7,0,346,654,0.346000000,0.154000000,654,63,56,False
msb,64,8,7,303,697,0.303000000,0.197000000,697,64,71,False
msb,65,8,6,217,783,0.217000000,0.283000000,783,65,70,False
msb,66,8,5,325,675,0.325000000,0.175000000,675,66,69,False
msb,67,8,4,328,672,0.328000000,0.172000000,672,67,68,False
msb,68,8,3,258,742,0.258000000,0.242000000,742,68,67,False
msb,69,8,2,318,682,0.318000000,0.182000000,682,69,66,False
msb,70,8,1,268,732,0.268000000,0.232000000,732,70,65,False
msb,71,8,0,259,741,0.259000000,0.241000000,741,71,64,False
msb,72,9,7,268,732,0.268000000,0.232000000,732,72,79,False
msb,73,9,6,292,708,0.292000000,0.208000000,708,73,78,False
msb,74,9,5,315,685,0.315000000,0.185000000,685,74,77,False
msb,75,9,4,307,693,0.307000000,0.193000000,693,75,76,False
msb,76,9,3,255,745,0.255000000,0.245000000,745,76,75,False
msb,77,9,2,290,710,0.290000000,0.210000000,710,77,74,False
msb,78,9,1,259,741,0.259000000,0.241000000,741,78,73,False
msb,79,9,0,224,776,0.224000000,0.276000000,776,79,72,False
msb,80,10,7,295,705,0.295000000,0.205000000,705,80,87,False
msb,81,10,6,289,711,0.289000000,0.211000000,711,81,86,False
msb,82,10,5,243,757,0.243000000,0.257000000,757,82,85,False
msb,83,10,4,342,658,0.342000000,0.158000000,658,83,84,False
msb,84,10,3,306,694,0.306000000,0.194000000,694,84,83,False
msb,85,10,2,234,766,0.234000000,0.266000000,766,85,82,False
msb,86,10,1,308,692,0.308000000,0.192000000,692,86,81,False
msb,87,10,0,300,700,0.300000000,0.200000000,700,87,80,False
msb,88,11,7,300,700,0.300000000,0.200000000,700,88,95,False
msb,89,11,6,331,669,0.331000000,0.169000000,669,89,94,False
msb,90,11,5,303,697,0.303000000,0.197000000,697,90,93,False
msb,91,11,4,320,680,0.320000000,0.180000000,680,91,92,False
msb,92,11,3,289,711,0.289000000,0.211000000,711,92,91,False
msb,93,11,2,259,741,0.259000000,0.241000000,741,93,90,False
msb,94,11,1,348,652,0.348000000,0.152000000,652,94,89,False
msb,95,11,0,267,733,0.267000000,0.233000000,733,95,88,False
msb,96,12,7,253,747,0.253000000,0.247000000,747,96,103,False
msb,97,12,6,314,686,0.314000000,0.186000000,686,97,102,False
msb,98,12,5,279,721,0.279000000,0.221000000,721,98,101,False
msb,99,12,4,260,740,0.260000000,0.240000000,740,99,100,False
msb,100,12,3,309,691,0.309000000,0.191000000,691,100,99,False
msb,101,12,2,318,682,0.318000000,0.182000000,682,101,98,False
msb,102,12,1,269,731,0.269000000,0.231000000,731,102,97,False
msb,103,12,0,313,687,0.313000000,0.187000000,687,103,96,False
msb,104,13,7,303,697,0.303000000,0.197000000,697,104,111,False
msb,105,13,6,269,731,0.269000000,0.231000000,731,105,110,False
msb,106,13,5,287,713,0.287000000,0.213000000,713,106,109,False
msb,107,13,4,247,753,0.247000000,0.253000000,753,107,108,False
msb,108,13,3,284,716,0.284000000,0.216000000,716,108,107,False
msb,109,13,2,299,701,0.299000000,0.201000000,701,109,106,False
msb,110,13,1,280,720,0.280000000,0.220000000,720,110,105,False
msb,111,13,0,281,719,0.281000000,0.219000000,719,111,104,False
msb,112,14,7,272,728,0.272000000,0.228000000,728,112,119,False
msb,113,14,6,265,735,0.265000000,0.235000000,735,113,118,False
msb,114,14,5,319,681,0.319000000,0.181000000,681,114,117,False
msb,115,14,4,278,722,0.278000000,0.222000000,722,115,116,False
msb,116,14,3,259,741,0.259000000,0.241000000,741,116,115,False
msb,117,14,2,323,677,0.323000000,0.177000000,677,117,114,False
msb,118,14,1,309,691,0.309000000,0.191000000,691,118,113,False
msb,119,14,0,284,716,0.284000000,0.216000000,716,119,112,False
msb,120,15,7,324,676,0.324000000,0.176000000,676,120,127,False
msb,121,15,6,272,728,0.272000000,0.228000000,728,121,126,False
msb,122,15,5,276,724,0.276000000,0.224000000,724,122,125,False
msb,123,15,4,304,696,0.304000000,0.196000000,696,123,124,False
msb,124,15,3,280,720,0.280000000,0.220000000,720,124,123,False
msb,125,15,2,249,751,0.249000000,0.251000000,751,125,122,False
msb,126,15,1,284,716,0.284000000,0.216000000,716,126,121,False
msb,127,15,0,260,740,0.260000000,0.240000000,740,127,120,False
msb,128,16,7,307,693,0.307000000,0.193000000,693,128,135,False
msb,129,16,6,333,667,0.333000000,0.167000000,667,129,134,False
msb,130,16,5,279,721,0.279000000,0.221000000,721,130,133,False
msb,131,16,4,297,703,0.297000000,0.203000000,703,131,132,False
msb,132,16,3,296,704,0.296000000,0.204000000,704,132,131,False
msb,133,16,2,279,721,0.279000000,0.221000000,721,133,130,False
msb,134,16,1,310,690,0.310000000,0.190000000,690,134,129,False
msb,135,16,0,331,669,0.331000000,0.169000000,669,135,128,False
msb,136,17,7,281,719,0.281000000,0.219000000,719,136,143,False
msb,137,17,6,311,689,0.311000000,0.189000000,689,137,142,False
msb,138,17,5,271,729,0.271000000,0.229000000,729,138,141,False
msb,139,17,4,257,743,0.257000000,0.243000000,743,139,140,False
msb,140,17,3,285,715,0.285000000,0.215000000,715,140,139,False
msb,141,17,2,277,723,0.277000000,0.223000000,723,141,138,False
msb,142,17,1,240,760,0.240000000,0.260000000,760,142,137,False
msb,143,17,0,301,699,0.301000000,0.199000000,699,143,136,False
msb,144,18,7,280,720,0.280000000,0.220000000,720,144,151,False
msb,145,18,6,295,705,0.295000000,0.205000000,705,145,150,False
msb,146,18,5,303,697,0.303000000,0.197000000,697,146,149,False
msb,147,18,4,270,730,0.270000000,0.230000000,730,147,148,False
msb,148,18,3,285,715,0.285000000,0.215000000,715,148,147,False
msb,149,18,2,310,690,0.310000000,0.190000000,690,149,146,False
msb,150,18,1,291,709,0.291000000,0.209000000,709,150,145,False
msb,151,18,0,311,689,0.311000000,0.189000000,689,151,144,False
msb,152,19,7,302,698,0.302000000,0.198000000,698,152,159,False
msb,153,19,6,263,737,0.263000000,0.237000000,737,153,158,False
msb,154,19,5,312,688,0.312000000,0.188000000,688,154,157,False
msb,155,19,4,291,709,0.291000000,0.209000000,709,155,156,False
