window_index,byte_start,byte_end_exclusive,bytes,p1,bit_min_entropy,adjacent_equal_ratio
0,0,5242880,5242880,0.484967565536,0.957264805181,0.501945745991
1,5242880,10485760,5242880,0.484885787964,0.957035750223,0.501918387413
2,10485760,15728640,5242880,0.484600114822,0.956235879098,0.501964139938
3,15728640,20971520,5242880,0.484742116928,0.956633422766,0.501816725731
