window_index,byte_start,byte_end_exclusive,bytes,p1,bit_min_entropy,adjacent_equal_ratio
0,0,5242880,5242880,0.500021195412,0.999938844266,0.499902713296
1,5242880,10485760,5242880,0.500082516670,0.999761926863,0.500037455559
2,10485760,15728640,5242880,0.500105714798,0.999695003812,0.500049233437
3,15728640,20971520,5242880,0.499993562698,0.999981425993,0.499940347672
