window_index,byte_start,byte_end_exclusive,bytes,p1,bit_min_entropy,adjacent_equal_ratio
0,0,1048576,1048576,0.500155210495,0.999552226673,0.499970972535
1,1048576,2097152,1048576,0.500028252602,0.999918482527,0.500108718872
2,2097152,3145728,1048576,0.499948620796,0.999851758571,0.499821543694
3,3145728,4194304,1048576,0.500004410744,0.999987273340,0.499928116798
4,4194304,5242880,1048576,0.499996662140,0.999990369004,0.500001311302
