byte_index,bit_index,ones,zeros,p1,x,msb_expanded_column,lsb_expanded_column
0,0,496,504,0.496000000,504,7,0
0,1,500,500,0.500000000,500,6,1
0,2,497,503,0.497000000,503,5,2
0,3,486,514,0.486000000,514,4,3
0,4,485,515,0.485000000,515,3,4
0,5,490,510,0.490000000,510,2,5
0,6,491,509,0.491000000,509,1,6
0,7,524,476,0.524000000,524,0,7
1,0,505,495,0.505000000,505,15,8
1,1,491,509,0.491000000,509,14,9
1,2,508,492,0.508000000,508,13,10
1,3,483,517,0.483000000,517,12,11
1,4,522,478,0.522000000,522,11,12
1,5,517,483,0.517000000,517,10,13
1,6,501,499,0.501000000,501,9,14
1,7,503,497,0.503000000,503,8,15
2,0,491,509,0.491000000,509,23,16
2,1,500,500,0.500000000,500,22,17
2,2,519,481,0.519000000,519,21,18
2,3,478,522,0.478000000,522,20,19
2,4,534,466,0.534000000,534,19,20
2,5,483,517,0.483000000,517,18,21
2,6,500,500,0.500000000,500,17,22
2,7,483,517,0.483000000,517,16,23
3,0,503,497,0.503000000,503,31,24
3,1,498,502,0.498000000,502,30,25
3,2,498,502,0.498000000,502,29,26
3,3,516,484,0.516000000,516,28,27
3,4,486,514,0.486000000,514,27,28
3,5,438,562,0.438000000,562,26,29
3,6,492,508,0.492000000,508,25,30
3,7,485,515,0.485000000,515,24,31
4,0,487,513,0.487000000,513,39,32
4,1,505,495,0.505000000,505,38,33
4,2,540,460,0.540000000,540,37,34
4,3,519,481,0.519000000,519,36,35
4,4,502,498,0.502000000,502,35,36
4,5,502,498,0.502000000,502,34,37
4,6,486,514,0.486000000,514,33,38
4,7,514,486,0.514000000,514,32,39
5,0,512,488,0.512000000,512,47,40
5,1,490,510,0.490000000,510,46,41
5,2,481,519,0.481000000,519,45,42
5,3,486,514,0.486000000,514,44,43
5,4,505,495,0.505000000,505,43,44
5,5,538,462,0.538000000,538,42,45
5,6,496,504,0.496000000,504,41,46
5,7,498,502,0.498000000,502,40,47
6,0,500,500,0.500000000,500,55,48
6,1,531,469,0.531000000,531,54,49
6,2,498,502,0.498000000,502,53,50
6,3,475,525,0.475000000,525,52,51
6,4,537,463,0.537000000,537,51,52
6,5,507,493,0.507000000,507,50,53
6,6,486,514,0.486000000,514,49,54
6,7,531,469,0.531000000,531,48,55
7,0,483,517,0.483000000,517,63,56
7,1,524,476,0.524000000,524,62,57
7,2,518,482,0.518000000,518,61,58
7,3,485,515,0.485000000,515,60,59
7,4,476,524,0.476000000,524,59,60
7,5,503,497,0.503000000,503,58,61
7,6,493,507,0.493000000,507,57,62
7,7,506,494,0.506000000,506,56,63
8,0,483,517,0.483000000,517,71,64
8,1,490,510,0.490000000,510,70,65
8,2,506,494,0.506000000,506,69,66
8,3,527,473,0.527000000,527,68,67
8,4,508,492,0.508000000,508,67,68
8,5,534,466,0.534000000,534,66,69
8,6,503,497,0.503000000,503,65,70
8,7,514,486,0.514000000,514,64,71
9,0,481,519,0.481000000,519,79,72
9,1,501,499,0.501000000,501,78,73
9,2,465,535,0.465000000,535,77,74
9,3,485,515,0.485000000,515,76,75
9,4,478,522,0.478000000,522,75,76
9,5,506,494,0.506000000,506,74,77
9,6,503,497,0.503000000,503,73,78
9,7,516,484,0.516000000,516,72,79
