byte_index,bit_index,ones,zeros,p1,x,msb_expanded_column,lsb_expanded_column
0,0,488,512,0.488000000,512,7,0
0,1,485,515,0.485000000,515,6,1
0,2,520,480,0.520000000,520,5,2
0,3,510,490,0.510000000,510,4,3
0,4,499,501,0.499000000,501,3,4
0,5,489,511,0.489000000,511,2,5
0,6,527,473,0.527000000,527,1,6
0,7,517,483,0.517000000,517,0,7
1,0,510,490,0.510000000,510,15,8
1,1,493,507,0.493000000,507,14,9
1,2,500,500,0.500000000,500,13,10
1,3,535,465,0.535000000,535,12,11
1,4,470,530,0.470000000,530,11,12
1,5,491,509,0.491000000,509,10,13
1,6,520,480,0.520000000,520,9,14
1,7,510,490,0.510000000,510,8,15
2,0,492,508,0.492000000,508,23,16
2,1,485,515,0.485000000,515,22,17
2,2,500,500,0.500000000,500,21,18
2,3,514,486,0.514000000,514,20,19
2,4,505,495,0.505000000,505,19,20
2,5,478,522,0.478000000,522,18,21
2,6,506,494,0.506000000,506,17,22
2,7,508,492,0.508000000,508,16,23
3,0,532,468,0.532000000,532,31,24
3,1,488,512,0.488000000,512,30,25
3,2,507,493,0.507000000,507,29,26
3,3,514,486,0.514000000,514,28,27
3,4,496,504,0.496000000,504,27,28
3,5,507,493,0.507000000,507,26,29
3,6,514,486,0.514000000,514,25,30
3,7,512,488,0.512000000,512,24,31
4,0,496,504,0.496000000,504,39,32
4,1,485,515,0.485000000,515,38,33
4,2,478,522,0.478000000,522,37,34
4,3,512,488,0.512000000,512,36,35
4,4,509,491,0.509000000,509,35,36
4,5,498,502,0.498000000,502,34,37
4,6,518,482,0.518000000,518,33,38
4,7,501,499,0.501000000,501,32,39
5,0,475,525,0.475000000,525,47,40
5,1,505,495,0.505000000,505,46,41
5,2,510,490,0.510000000,510,45,42
5,3,490,510,0.490000000,510,44,43
5,4,492,508,0.492000000,508,43,44
5,5,487,513,0.487000000,513,42,45
5,6,503,497,0.503000000,503,41,46
5,7,488,512,0.488000000,512,40,47
6,0,492,508,0.492000000,508,55,48
6,1,511,489,0.511000000,511,54,49
6,2,506,494,0.506000000,506,53,50
6,3,487,513,0.487000000,513,52,51
6,4,495,505,0.495000000,505,51,52
6,5,503,497,0.503000000,503,50,53
6,6,507,493,0.507000000,507,49,54
6,7,499,501,0.499000000,501,48,55
7,0,517,483,0.517000000,517,63,56
7,1,518,482,0.518000000,518,62,57
7,2,492,508,0.492000000,508,61,58
7,3,497,503,0.497000000,503,60,59
7,4,501,499,0.501000000,501,59,60
7,5,516,484,0.516000000,516,58,61
7,6,510,490,0.510000000,510,57,62
7,7,501,499,0.501000000,501,56,63
8,0,513,487,0.513000000,513,71,64
8,1,472,528,0.472000000,528,70,65
8,2,494,506,0.494000000,506,69,66
8,3,521,479,0.521000000,521,68,67
8,4,473,527,0.473000000,527,67,68
8,5,506,494,0.506000000,506,66,69
8,6,520,480,0.520000000,520,65,70
8,7,497,503,0.497000000,503,64,71
9,0,489,511,0.489000000,511,79,72
9,1,494,506,0.494000000,506,78,73
9,2,470,530,0.470000000,530,77,74
9,3,502,498,0.502000000,502,76,75
9,4,515,485,0.515000000,515,75,76
9,5,517,483,0.517000000,517,74,77
9,6,499,501,0.499000000,501,73,78
9,7,476,524,0.476000000,524,72,79
10,0,515,485,0.515000000,515,87,80
10,1,517,483,0.517000000,517,86,81
10,2,468,532,0.468000000,532,85,82
10,3,501,499,0.501000000,501,84,83
10,4,506,494,0.506000000,506,83,84
10,5,495,505,0.495000000,505,82,85
10,6,515,485,0.515000000,515,81,86
10,7,487,513,0.487000000,513,80,87
11,0,496,504,0.496000000,504,95,88
11,1,513,487,0.513000000,513,94,89
11,2,519,481,0.519000000,519,93,90
11,3,501,499,0.501000000,501,92,91
11,4,496,504,0.496000000,504,91,92
11,5,508,492,0.508000000,508,90,93
11,6,501,499,0.501000000,501,89,94
11,7,488,512,0.488000000,512,88,95
12,0,465,535,0.465000000,535,103,96
12,1,504,496,0.504000000,504,102,97
12,2,518,482,0.518000000,518,101,98
12,3,486,514,0.486000000,514,100,99
12,4,491,509,0.491000000,509,99,100
12,5,500,500,0.500000000,500,98,101
12,6,506,494,0.506000000,506,97,102
12,7,514,486,0.514000000,514,96,103
13,0,508,492,0.508000000,508,111,104
13,1,512,488,0.512000000,512,110,105
13,2,523,477,0.523000000,523,109,106
13,3,475,525,0.475000000,525,108,107
13,4,494,506,0.494000000,506,107,108
13,5,487,513,0.487000000,513,106,109
13,6,478,522,0.478000000,522,105,110
13,7,488,512,0.488000000,512,104,111
14,0,494,506,0.494000000,506,119,112
14,1,498,502,0.498000000,502,118,113
14,2,498,502,0.498000000,502,117,114
14,3,484,516,0.484000000,516,116,115
14,4,488,512,0.488000000,512,115,116
14,5,480,520,0.480000000,520,114,117
14,6,505,495,0.505000000,505,113,118
14,7,506,494,0.506000000,506,112,119
15,0,503,497,0.503000000,503,127,120
15,1,497,503,0.497000000,503,126,121
15,2,483,517,0.483000000,517,125,122
15,3,510,490,0.510000000,510,124,123
15,4,483,517,0.483000000,517,123,124
15,5,498,502,0.498000000,502,122,125
15,6,483,517,0.483000000,517,121,126
15,7,467,533,0.467000000,533,120,127
16,0,493,507,0.493000000,507,135,128
16,1,484,516,0.484000000,516,134,129
16,2,502,498,0.502000000,502,133,130
16,3,504,496,0.504000000,504,132,131
16,4,484,516,0.484000000,516,131,132
16,5,509,491,0.509000000,509,130,133
16,6,504,496,0.504000000,504,129,134
16,7,496,504,0.496000000,504,128,135
17,0,507,493,0.507000000,507,143,136
17,1,482,518,0.482000000,518,142,137
17,2,528,472,0.528000000,528,141,138
17,3,526,474,0.526000000,526,140,139
17,4,502,498,0.502000000,502,139,140
17,5,501,499,0.501000000,501,138,141
17,6,504,496,0.504000000,504,137,142
17,7,482,518,0.482000000,518,136,143
18,0,487,513,0.487000000,513,151,144
18,1,506,494,0.506000000,506,150,145
18,2,497,503,0.497000000,503,149,146
18,3,505,495,0.505000000,505,148,147
18,4,504,496,0.504000000,504,147,148
18,5,526,474,0.526000000,526,146,149
18,6,487,513,0.487000000,513,145,150
18,7,497,503,0.497000000,503,144,151
19,0,471,529,0.471000000,529,159,152
19,1,503,497,0.503000000,503,158,153
19,2,476,524,0.476000000,524,157,154
19,3,491,509,0.491000000,509,156,155
19,4,501,499,0.501000000,501,155,156
19,5,509,491,0.509000000,509,154,157
19,6,524,476,0.524000000,524,153,158
19,7,498,502,0.498000000,502,152,159
20,0,497,503,0.497000000,503,167,160
20,1,529,471,0.529000000,529,166,161
20,2,509,491,0.509000000,509,165,162
20,3,512,488,0.512000000,512,164,163
20,4,485,515,0.485000000,515,163,164
20,5,487,513,0.487000000,513,162,165
20,6,505,495,0.505000000,505,161,166
20,7,511,489,0.511000000,511,160,167
21,0,491,509,0.491000000,509,175,168
21,1,491,509,0.491000000,509,174,169
21,2,497,503,0.497000000,503,173,170
21,3,504,496,0.504000000,504,172,171
21,4,520,480,0.520000000,520,171,172
21,5,533,467,0.533000000,533,170,173
21,6,471,529,0.471000000,529,169,174
21,7,488,512,0.488000000,512,168,175
22,0,510,490,0.510000000,510,183,176
22,1,520,480,0.520000000,520,182,177
22,2,509,491,0.509000000,509,181,178
22,3,503,497,0.503000000,503,180,179
22,4,519,481,0.519000000,519,179,180
22,5,478,522,0.478000000,522,178,181
22,6,488,512,0.488000000,512,177,182
22,7,483,517,0.483000000,517,176,183
23,0,514,486,0.514000000,514,191,184
23,1,494,506,0.494000000,506,190,185
23,2,507,493,0.507000000,507,189,186
23,3,496,504,0.496000000,504,188,187
23,4,495,505,0.495000000,505,187,188
23,5,491,509,0.491000000,509,186,189
23,6,479,521,0.479000000,521,185,190
23,7,507,493,0.507000000,507,184,191
24,0,503,497,0.503000000,503,199,192
24,1,481,519,0.481000000,519,198,193
24,2,503,497,0.503000000,503,197,194
24,3,494,506,0.494000000,506,196,195
24,4,480,520,0.480000000,520,195,196
24,5,504,496,0.504000000,504,194,197
24,6,474,526,0.474000000,526,193,198
24,7,456,544,0.456000000,544,192,199
25,0,516,484,0.516000000,516,207,200
25,1,496,504,0.496000000,504,206,201
25,2,496,504,0.496000000,504,205,202
25,3,523,477,0.523000000,523,204,203
25,4,523,477,0.523000000,523,203,204
25,5,493,507,0.493000000,507,202,205
25,6,521,479,0.521000000,521,201,206
25,7,513,487,0.513000000,513,200,207
26,0,510,490,0.510000000,510,215,208
26,1,471,529,0.471000000,529,214,209
26,2,496,504,0.496000000,504,213,210
26,3,495,505,0.495000000,505,212,211
26,4,489,511,0.489000000,511,211,212
26,5,508,492,0.508000000,508,210,213
26,6,526,474,0.526000000,526,209,214
26,7,489,511,0.489000000,511,208,215
27,0,499,501,0.499000000,501,223,216
27,1,489,511,0.489000000,511,222,217
27,2,509,491,0.509000000,509,221,218
27,3,508,492,0.508000000,508,220,219
27,4,501,499,0.501000000,501,219,220
27,5,491,509,0.491000000,509,218,221
27,6,489,511,0.489000000,511,217,222
27,7,520,480,0.520000000,520,216,223
28,0,524,476,0.524000000,524,231,224
28,1,512,488,0.512000000,512,230,225
28,2,489,511,0.489000000,511,229,226
28,3,511,489,0.511000000,511,228,227
28,4,481,519,0.481000000,519,227,228
28,5,482,518,0.482000000,518,226,229
28,6,478,522,0.478000000,522,225,230
28,7,466,534,0.466000000,534,224,231
29,0,472,528,0.472000000,528,239,232
29,1,515,485,0.515000000,515,238,233
29,2,499,501,0.499000000,501,237,234
29,3,479,521,0.479000000,521,236,235
29,4,511,489,0.511000000,511,235,236
29,5,466,534,0.466000000,534,234,237
29,6,481,519,0.481000000,519,233,238
29,7,520,480,0.520000000,520,232,239
30,0,497,503,0.497000000,503,247,240
30,1,488,512,0.488000000,512,246,241
30,2,492,508,0.492000000,508,245,242
30,3,498,502,0.498000000,502,244,243
30,4,493,507,0.493000000,507,243,244
30,5,495,505,0.495000000,505,242,245
30,6,474,526,0.474000000,526,241,246
30,7,510,490,0.510000000,510,240,247
31,0,485,515,0.485000000,515,255,248
31,1,501,499,0.501000000,501,254,249
31,2,519,481,0.519000000,519,253,250
31,3,506,494,0.506000000,506,252,251
31,4,486,514,0.486000000,514,251,252
31,5,509,491,0.509000000,509,250,253
31,6,501,499,0.501000000,501,249,254
31,7,482,518,0.482000000,518,248,255
32,0,498,502,0.498000000,502,263,256
32,1,511,489,0.511000000,511,262,257
32,2,472,528,0.472000000,528,261,258
