label,version,restart_count,row_bytes,warmup_bytes,total_bytes,marker,input,input_sha256,send_packed_bin,send_packed_sha256,overall_p1,overall_abs_bias,row_ones_mean,row_ones_std,row_ones_min,row_ones_max,worst_byte_index,worst_bit_index,worst_x,worst_p1
restart_fifo_compact_diag_regs_only_warmup11_1000x125_run02_20260528,1,1000,125,11,125000,170,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart_fifo_diag\restart_fifo_compact_diag_regs_only_warmup11_1000x125_run02_20260528.bin,4114C65E67CB43A374A1E2BADA68DC2ED290553C4AC29BE34479E54516212940,E:\Project\MLDSA\RO_TRNG\data\experiments\restart_fifo_diag_20260528\restart_fifo_compact_diag_regs_only_warmup11_1000x125_run02_20260528.send_packed.bin,4A656CDC7E29B1A0BF7DF73ADB8BAEF61101CA9584B025AAAD0FB69D39FBF23C,0.498425000,0.001575000,498.425000000,15.492720065,447,556,24,7,544,0.456000000
