byte_index,bit_index,ones,zeros,p1,x,msb_expanded_column,lsb_expanded_column
0,0,484,516,0.484000000,516,7,0
0,1,526,474,0.526000000,526,6,1
0,2,512,488,0.512000000,512,5,2
0,3,527,473,0.527000000,527,4,3
0,4,497,503,0.497000000,503,3,4
0,5,461,539,0.461000000,539,2,5
0,6,502,498,0.502000000,502,1,6
0,7,504,496,0.504000000,504,0,7
1,0,517,483,0.517000000,517,15,8
1,1,490,510,0.490000000,510,14,9
1,2,527,473,0.527000000,527,13,10
1,3,507,493,0.507000000,507,12,11
1,4,490,510,0.490000000,510,11,12
1,5,489,511,0.489000000,511,10,13
1,6,523,477,0.523000000,523,9,14
1,7,482,518,0.482000000,518,8,15
2,0,490,510,0.490000000,510,23,16
2,1,506,494,0.506000000,506,22,17
2,2,495,505,0.495000000,505,21,18
2,3,529,471,0.529000000,529,20,19
2,4,493,507,0.493000000,507,19,20
2,5,493,507,0.493000000,507,18,21
2,6,507,493,0.507000000,507,17,22
2,7,508,492,0.508000000,508,16,23
3,0,489,511,0.489000000,511,31,24
3,1,505,495,0.505000000,505,30,25
3,2,500,500,0.500000000,500,29,26
3,3,489,511,0.489000000,511,28,27
3,4,528,472,0.528000000,528,27,28
3,5,492,508,0.492000000,508,26,29
3,6,495,505,0.495000000,505,25,30
3,7,498,502,0.498000000,502,24,31
4,0,483,517,0.483000000,517,39,32
4,1,494,506,0.494000000,506,38,33
4,2,516,484,0.516000000,516,37,34
4,3,539,461,0.539000000,539,36,35
4,4,535,465,0.535000000,535,35,36
4,5,495,505,0.495000000,505,34,37
4,6,497,503,0.497000000,503,33,38
4,7,518,482,0.518000000,518,32,39
5,0,488,512,0.488000000,512,47,40
5,1,475,525,0.475000000,525,46,41
5,2,508,492,0.508000000,508,45,42
5,3,510,490,0.510000000,510,44,43
5,4,516,484,0.516000000,516,43,44
5,5,500,500,0.500000000,500,42,45
5,6,515,485,0.515000000,515,41,46
5,7,487,513,0.487000000,513,40,47
6,0,503,497,0.503000000,503,55,48
6,1,500,500,0.500000000,500,54,49
6,2,498,502,0.498000000,502,53,50
6,3,513,487,0.513000000,513,52,51
6,4,507,493,0.507000000,507,51,52
6,5,496,504,0.496000000,504,50,53
6,6,506,494,0.506000000,506,49,54
6,7,501,499,0.501000000,501,48,55
7,0,483,517,0.483000000,517,63,56
7,1,500,500,0.500000000,500,62,57
7,2,514,486,0.514000000,514,61,58
7,3,503,497,0.503000000,503,60,59
7,4,499,501,0.499000000,501,59,60
7,5,494,506,0.494000000,506,58,61
7,6,501,499,0.501000000,501,57,62
7,7,503,497,0.503000000,503,56,63
8,0,498,502,0.498000000,502,71,64
8,1,504,496,0.504000000,504,70,65
8,2,487,513,0.487000000,513,69,66
8,3,510,490,0.510000000,510,68,67
8,4,511,489,0.511000000,511,67,68
8,5,513,487,0.513000000,513,66,69
8,6,520,480,0.520000000,520,65,70
8,7,536,464,0.536000000,536,64,71
9,0,498,502,0.498000000,502,79,72
9,1,517,483,0.517000000,517,78,73
9,2,514,486,0.514000000,514,77,74
9,3,502,498,0.502000000,502,76,75
9,4,483,517,0.483000000,517,75,76
9,5,525,475,0.525000000,525,74,77
