label,byte_index,byte_phase_mod8,ones,zeros,p1,abs_bias,entropy,min_entropy
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,0,0,3891,4109,0.486375000,0.013625000,0.999464288,0.961212669
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,1,1,4014,3986,0.501750000,0.001750000,0.999991163,0.994959383
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,2,2,4043,3957,0.505375000,0.005375000,0.999916638,0.984573796
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,3,3,4086,3914,0.510750000,0.010750000,0.999666531,0.969310796
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,4,4,4003,3997,0.500375000,0.000375000,0.999999594,0.998918384
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,5,5,4066,3934,0.508250000,0.008250000,0.999803604,0.976389785
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,6,6,3969,4031,0.496125000,0.003875000,0.999956674,0.988862217
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,7,7,3995,4005,0.499375000,0.000625000,0.999998873,0.998197757
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,8,0,4006,3994,0.500750000,0.000750000,0.999998377,0.997837579
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,9,1,4027,3973,0.503375000,0.003375000,0.999967133,0.990294528
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,10,2,3949,4051,0.493625000,0.006375000,0.999882733,0.981721915
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,11,3,4036,3964,0.504500000,0.004500000,0.999941570,0.987073826
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,12,4,4054,3946,0.506750000,0.006750000,0.999868530,0.980653911
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,13,5,3972,4028,0.496500000,0.003500000,0.999964654,0.989936317
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,14,6,4058,3942,0.507250000,0.007250000,0.999848331,0.979231135
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,15,7,3964,4036,0.495500000,0.004500000,0.999941570,0.987073826
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,16,0,4008,3992,0.501000000,0.001000000,0.999997115,0.997117491
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,17,1,4047,3953,0.505875000,0.005875000,0.999900407,0.983147151
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,18,2,4013,3987,0.501625000,0.001625000,0.999992381,0.995318844
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,19,3,3993,4007,0.499125000,0.000875000,0.999997791,0.997477490
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,20,4,3976,4024,0.497000000,0.003000000,0.999974031,0.991369695
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,21,5,3984,4016,0.498000000,0.002000000,0.999988458,0.994240731
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,22,6,3996,4004,0.499500000,0.000500000,0.999999279,0.998558026
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,23,7,4026,3974,0.503250000,0.003250000,0.999969523,0.990652828
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,24,0,3970,4030,0.496250000,0.003750000,0.999959424,0.989220161
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,25,1,4015,3985,0.501875000,0.001875000,0.999989856,0.994600012
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,26,2,3990,4010,0.498750000,0.001250000,0.999995492,0.996397763
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,27,3,3978,4022,0.497250000,0.002750000,0.999978179,0.992086918
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,28,4,3972,4028,0.496500000,0.003500000,0.999964654,0.989936317
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,29,5,3888,4112,0.486000000,0.014000000,0.999434390,0.960159735
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,30,6,3937,4063,0.492125000,0.007875000,0.999821053,0.977454635
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,31,7,3922,4078,0.490250000,0.009750000,0.999725690,0.972138225
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,32,0,4012,3988,0.501500000,0.001500000,0.999993508,0.995678394
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,33,1,3946,4054,0.493250000,0.006750000,0.999868530,0.980653911
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,34,2,3915,4085,0.489375000,0.010625000,0.999674242,0.969663922
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,35,3,4094,3906,0.511750000,0.011750000,0.999601599,0.966488898
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,36,4,4001,3999,0.500125000,0.000125000,0.999999955,0.999639371
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,37,5,3987,4013,0.498375000,0.001625000,0.999992381,0.995318844
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,38,6,4030,3970,0.503750000,0.003750000,0.999959424,0.989220161
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,39,7,3976,4024,0.497000000,0.003000000,0.999974031,0.991369695
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,40,0,3972,4028,0.496500000,0.003500000,0.999964654,0.989936317
restart_random1_sample_ro_local_warmup4_1000x125_strict_20260525.payload,41,1,4041,3959,0.505125000,0.005125000,0.999924212,0.985287648
