run,lane,bin,count,probability,width_ps,ideal_width_ps,dnl_lsb,inl_lsb,phase_center_ps
tdc_pair_random1_ro0_ro1_run01_2mib,a,0,7017,0.026767934936027037,133.83967468013518,19.53125,5.8525913436229215,5.8525913436229215,66.91983734006759
tdc_pair_random1_ro0_ro1_run01_2mib,a,1,5311,0.02026001174935722,101.3000587467861,19.53125,4.186563007835448,10.03915435145837,184.48970405352821
tdc_pair_random1_ro0_ro1_run01_2mib,a,2,4914,0.01874556538059525,93.72782690297625,19.53125,3.7988647374323836,13.838019088890753,282.0036468784094
tdc_pair_random1_ro0_ro1_run01_2mib,a,3,7357,0.02806494190171739,140.32470950858695,19.53125,6.184625126839652,20.022644215730406,399.029915084191
tdc_pair_random1_ro0_ro1_run01_2mib,a,4,8057,0.030735250360491642,153.6762518024582,19.53125,6.86822409228586,26.890868308016266,546.0303957397135
tdc_pair_random1_ro0_ro1_run01_2mib,a,5,197,0.0007515010948264681,3.7575054741323406,19.53125,-0.8076157197244241,26.083252588291842,624.7472743780088
tdc_pair_random1_ro0_ro1_run01_2mib,a,6,4684,0.017868178315569423,89.34089157784712,19.53125,3.5742536487857723,29.657506237077612,671.2964729039985
tdc_pair_random1_ro0_ro1_run01_2mib,a,7,3473,0.013248544681889967,66.24272340944984,19.53125,2.3916274385638316,32.04913367564144,749.0882803976469
tdc_pair_random1_ro0_ro1_run01_2mib,a,8,7629,0.02910254747426967,145.51273737134835,19.53125,6.450252153413036,38.499385829054475,854.966010788046
tdc_pair_random1_ro0_ro1_run01_2mib,a,9,273,0.0010414202989219583,5.207101494609791,19.53125,-0.7333964034759787,37.765989425578496,930.325930221025
tdc_pair_random1_ro0_ro1_run01_2mib,a,10,3132,0.01194772298982994,59.7386149491497,19.53125,2.0586170853964645,39.82460651097496,962.7987884429048
tdc_pair_random1_ro0_ro1_run01_2mib,a,11,3536,0.01348887244317965,67.44436221589825,19.53125,2.4531513454539904,42.27775785642895,1026.3902770254288
tdc_pair_random1_ro0_ro1_run01_2mib,a,12,3771,0.014385333140053864,71.92666570026933,19.53125,2.6826452838537893,44.960403140282736,1096.0757909835127
tdc_pair_random1_ro0_ro1_run01_2mib,a,13,903,0.0034446979118187854,17.223489559093927,19.53125,-0.11815733457439093,44.842245805708345,1140.6508686131942
tdc_pair_random1_ro0_ro1_run01_2mib,a,14,2723,0.010387499904631841,51.937499523159204,19.53125,1.6591999755857514,46.501445781294095,1175.2313631543207
tdc_pair_random1_ro0_ro1_run01_2mib,a,15,4040,0.015411494533497112,77.05747266748556,19.53125,2.9453426005752608,49.446788381869354,1239.728849249643
tdc_pair_random1_ro0_ro1_run01_2mib,a,16,8222,0.03136468021148843,156.82340105744214,19.53125,7.029358134141038,56.47614651601039,1356.6692861121069
tdc_pair_random1_ro0_ro1_run01_2mib,a,17,195,0.0007438716420871131,3.7193582104355656,19.53125,-0.809568859625699,55.66657765638469,1436.9406657460459
tdc_pair_random1_ro0_ro1_run01_2mib,a,18,3300,0.01258859701993576,62.9429850996788,19.53125,2.2226808371035545,57.88925849348824,1470.271837401103
tdc_pair_random1_ro0_ro1_run01_2mib,a,19,3548,0.01353464915961578,67.6732457980789,19.53125,2.4648701848616397,60.35412867834988,1535.5799528499817
tdc_pair_random1_ro0_ro1_run01_2mib,a,20,2511,0.00957877791426021,47.893889571301045,19.53125,1.4521671460506136,61.80629582440049,1593.3635205346716
tdc_pair_random1_ro0_ro1_run01_2mib,a,21,575,0.002193467662564564,10.96733831282282,19.53125,-0.4384722783834716,61.36782354601702,1622.7941344767337
tdc_pair_random1_ro0_ro1_run01_2mib,a,22,4039,0.015407679807127435,77.03839903563717,19.53125,2.9443660306246233,64.31218957664164,1666.7970031509637
tdc_pair_random1_ro0_ro1_run01_2mib,a,23,3916,0.014938468463657102,74.69234231828551,19.53125,2.824247926696218,67.13643750333786,1742.6623738279252
tdc_pair_random1_ro0_ro1_run01_2mib,a,24,9592,0.03659085533794661,182.95427668973304,19.53125,8.367258966514331,75.50369646985219,1871.4856833319343
tdc_pair_random1_ro0_ro1_run01_2mib,a,25,280,0.0010681233835097008,5.340616917548504,19.53125,-0.7265604138215166,74.77713605603067,1965.6331301355751
tdc_pair_random1_ro0_ro1_run01_2mib,a,26,2030,0.007743894530445331,38.719472652226656,19.53125,0.9824369997940048,75.75957305582467,1987.6631749204626
tdc_pair_random1_ro0_ro1_run01_2mib,a,27,3747,0.014293779707181604,71.46889853590802,19.53125,2.6592076050384907,78.41878066086316,2042.7573605145299
tdc_pair_random1_ro0_ro1_run01_2mib,a,28,9373,0.035755430262987234,178.77715131493616,19.53125,8.153390147324732,86.57217080818789,2167.880385439952
tdc_pair_random1_ro0_ro1_run01_2mib,a,29,0,0.0,0.0,19.53125,-1.0,85.57217080818789,2257.26896109742
tdc_pair_random1_ro0_ro1_run01_2mib,a,30,1472,0.005615277216165285,28.076386080826424,19.53125,0.43751096733831285,86.0096817755262,2271.307154137833
tdc_pair_random1_ro0_ro1_run01_2mib,a,31,4312,0.016449100106049393,82.24550053024696,19.53125,3.2109696271486445,89.22065140267485,2326.46809744337
tdc_pair_random1_ro0_ro1_run01_2mib,a,32,9326,0.03557613812361239,177.88069061806195,19.53125,8.107491359644772,97.32814276231962,2456.531193017524
tdc_pair_random1_ro0_ro1_run01_2mib,a,33,790,0.0030136338320452274,15.068169160226137,19.53125,-0.2285097389964218,97.0996330233232,2553.005622906668
tdc_pair_random1_ro0_ro1_run01_2mib,a,34,3545,0.013523204980506747,67.61602490253374,19.53125,2.4619404750097273,99.56157349833292,2594.347719938048
tdc_pair_random1_ro0_ro1_run01_2mib,a,35,2402,0.009162972739965362,45.81486369982681,19.53125,1.3457210214311326,100.90729451976405,2651.0631642392286
tdc_pair_random1_ro0_ro1_run01_2mib,a,36,6859,0.026165208169617992,130.82604084808997,19.53125,5.698293291422206,106.60558781118625,2739.383616513187
tdc_pair_random1_ro0_ro1_run01_2mib,a,37,1432,0.0054626881613781845,27.313440806890924,19.53125,0.39844816931281524,107.00403598049907,2818.4533573406775
tdc_pair_random1_ro0_ro1_run01_2mib,a,38,1777,0.0067787687589169225,33.89384379458461,19.53125,0.7353648022827322,107.7394007827818,2849.056999641415
tdc_pair_random1_ro0_ro1_run01_2mib,a,39,5198,0.019828947669583662,99.1447383479183,19.53125,4.076210603413418,111.81561138619522,2915.5762907126664
tdc_pair_random1_ro0_ro1_run01_2mib,a,40,9855,0.03759412837317179,187.97064186585894,19.53125,8.624096863531978,120.43970824972719,3059.1339808195553
tdc_pair_random1_ro0_ro1_run01_2mib,a,41,76,0.0002899192040954902,1.449596020477451,19.53125,-0.9257806837515545,119.51392756597564,3153.8440997627235
tdc_pair_random1_ro0_ro1_run01_2mib,a,42,3585,0.01367579403529385,68.37897017646925,19.53125,2.5010032730352254,122.01493083901086,3188.758382861197
tdc_pair_random1_ro0_ro1_run01_2mib,a,43,3674,0.014015304682195147,70.07652341097574,19.53125,2.5879179986419576,124.60284883765281,3257.9861296549198
tdc_pair_random1_ro0_ro1_run01_2mib,a,44,3475,0.013256174134629322,66.28087067314661,19.53125,2.3935805784651065,126.99642941611792,3326.164826696981
tdc_pair_random1_ro0_ro1_run01_2mib,a,45,527,0.002010360796820044,10.05180398410022,19.53125,-0.4853476360140687,126.51108178010385,3364.3311640256043
tdc_pair_random1_ro0_ro1_run01_2mib,a,46,3637,0.01387415980651708,69.3707990325854,19.53125,2.5517849104683723,129.06286669057224,3404.0424655339475
tdc_pair_random1_ro0_ro1_run01_2mib,a,47,2826,0.010780416720708624,53.90208360354312,19.53125,1.7597866805014077,130.82265337107364,3465.6789068520116
tdc_pair_random1_ro0_ro1_run01_2mib,a,48,7657,0.02920935981262064,146.0467990631032,19.53125,6.477596112030884,137.30024948310452,3565.6533481853344
tdc_pair_random1_ro0_ro1_run01_2mib,a,49,1132,0.004318270250474933,21.591351252374665,19.53125,0.10547718412158291,137.4057266672261,3649.4724233430734
tdc_pair_random1_ro0_ro1_run01_2mib,a,50,2908,0.011093224283022179,55.4661214151109,19.53125,1.8398654164536778,139.24559208367978,3688.0011596768163
tdc_pair_random1_ro0_ro1_run01_2mib,a,51,2989,0.011402217118966057,57.011085594830284,19.53125,1.9189675824553105,141.1645596661351,3744.239763181787
tdc_pair_random1_ro0_ro1_run01_2mib,a,52,4514,0.017219674832724248,86.09837416362124,19.53125,3.4082367571774075,144.5727964233125,3815.7944930610124
