label,source,lut_a,lut_b,packets,seq_gaps,phase_period_ps,phase_diff_mean_ps,phase_diff_std_ps,early_phase_diff_std_ps,first_window_phase_diff_std_ps,later_phase_diff_std_ps,first_minus_later_phase_diff_mean_ps,phase_diff_autocorr_lag1,phase_a_b_pearson_r,raw_diff_entropy,raw_same_diff_transition_ratio,raw_longest_same_diff_bin_run
random1_baseline_warmup0,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_baseline_ro0_clean32k_warmup0._preopen_20260525.bin,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,32768,0,5000,6.83858755,1442.6369,1465.84272,1447.6714,1441.94036,-5.30911301,-0.00325471251,-0.00936172741,5.94502656,0.0165105136,3
random1_baseline_warmup12,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_baseline_ro0_clean32k_warmup12._preopen_20260525.bin,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,32768,0,5000,-11.7672957,1431.91184,1389.35202,1437.38196,1431.15269,-5.11927835,-0.00259548461,-0.00886479341,5.89540649,0.017670217,3
random3_goodref_warmup0,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random3_goodref_ro0_clean32k_warmup0._preopen_20260525.bin,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,32768,0,5000,-49.6002597,1433.09286,1429.95368,1435.64416,1432.73987,17.4072691,-0.00752850922,-0.00361723679,5.84167781,0.0205694754,3
random3_goodref_warmup12,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random3_goodref_ro0_clean32k_warmup12._preopen_20260525.bin,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,32768,0,5000,-51.5589934,1431.70779,1419.56559,1427.58782,1432.29656,-23.2855115,0.000226070335,-0.0047181387,5.8509468,0.0190740684,3
random1_sampler_local_warmup0,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup0._preopen_20260525.bin,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,32768,0,5000,14.9048894,1429.51444,1413.12972,1430.22204,1429.42057,-20.1294375,-0.00133642186,-0.00608745181,5.88760635,0.0198065126,3
random1_sampler_local_warmup12,E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\tdc_reset_aligned\tdc_reset_random1_sampler_local_ro0_clean32k_warmup12._preopen_20260525.bin,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_a_lut.csv,E:\Project\MLDSA\RO_TRNG\data\experiments\tdc_code_density_cal_20260525\tdc_code_density_cal_a7_b11_formal_8mib_20260525.lane_b_lut.csv,32768,0,5000,-56.1887632,1436.39295,1440.37989,1438.13935,1436.16782,-3.64048554,0.00123206863,-0.00364909543,5.93189109,0.0169377728,3
