label,run,source,window_index,packet_start,packet_end,packets,entropy_a,entropy_b,entropy_diff,min_entropy_a,min_entropy_b,min_entropy_diff,transition_entropy_diff,same_diff_transition_ratio,longest_same_diff_bin_run,autocorr_diff_lag,diff_mean_bin,diff_std_bin
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,0,9537,10048,512,2.42765761,5.41444749,6.45768902,1.21209744,3.642448,4.54056838,8.91890159,0.0156555773,2,0.00812846366,-0.671875,34.5525742
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,1,10049,10560,512,2.65450962,5.45474693,6.40956239,1.30651304,3.87071698,4.54056838,8.91890159,0.00782778865,2,-0.113304,-2.07617188,33.5343977
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,2,10561,11072,512,2.49692694,5.4553592,6.55689627,1.29264087,4.142019,5,8.94482158,0.00782778865,2,-0.0187336306,-1.27929688,35.0488912
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,3,11073,11584,512,2.44217745,5.47282035,6.57538834,1.25853301,4.04580369,4.830075,8.95412664,0.00978473581,2,-0.0833396373,-2.75,35.9416792
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,4,11585,12096,512,2.62541686,5.45020853,6.52435314,1.32757466,3.87071698,4.830075,8.929166,0.0176125245,2,-0.0109553265,-2.11328125,34.5532695
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,5,12097,12608,512,2.65514529,5.43502506,6.49986437,1.29956028,3.54056838,4.60768258,8.92525211,0.00782778865,2,0.0178314568,-3.8671875,35.1260233
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,6,12609,13120,512,2.62912347,5.43661327,6.49767392,1.25180715,4.142019,4.830075,8.93455717,0.00587084149,2,0.037735992,1.74023438,35.176893
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,7,13121,13632,512,2.55442911,5.40363618,6.45333942,1.25180715,4.19264508,5.0931094,8.93064328,0.0136986301,2,0.00914279479,-1.640625,35.3466445
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,8,13633,14144,512,2.28437246,5.40727852,6.45221442,1.17345151,4,4.830075,8.92672938,0.00782778865,2,0.0498964926,-0.591796875,35.0333273
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,9,14145,14656,512,2.72835179,5.45305794,6.50579111,1.3205199,3.91253716,4.60768258,8.95021275,0.00195694716,2,-0.0530633799,-0.990234375,35.1232371
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,10,14657,15168,512,2.46508236,5.40453105,6.44037187,1.25180715,3.91253716,4.54056838,8.91351043,0.00782778865,2,-0.0836868646,-2.92382812,35.4072761
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,11,15169,15680,512,2.46425553,5.47997935,6.47228322,1.2451125,3.91253716,4.91253716,8.92281549,0.00782778865,2,-0.05137158,-3.0078125,34.3379648
random1_baseline_delay10s,tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc,data\hardware\20260511_fpga1_board1\tdc_reset_enable\tdc_reset_enable_random1_baseline_ro0_smoke_delay10s_no_xadc.bin,12,15681,16192,512,2.35283938,5.48466856,6.57494105,1.18621881,4.04580369,5.0931094,8.94090769,0.0136986301,2,0.0120667952,-1.19726562,35.1569886
