"run","order","capture","capture_sha256","payload","payload_sha256","bit_symbols","bit_symbols_sha256","ea_restart_status","notes"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526","msb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526.bin","2FEE1CBCC4D0290B339082F1AE7EC144FC6A471A02F93F9B5C7C59522CC3C0FC","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_except_data_ro0_smoke_20260526\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526.payload.bin","20638BA257A20B21D030CE9FEE81842D1842D384F9A7E2076C3524F1731724BA","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_except_data_ro0_smoke_20260526\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526.msb.bits.bin","C22722D8E55B7B5F112CFF4ECB0980CFE4926017220C4DF5454FD073D0E73CD2","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=0"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526","lsb","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526.bin","2FEE1CBCC4D0290B339082F1AE7EC144FC6A471A02F93F9B5C7C59522CC3C0FC","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_except_data_ro0_smoke_20260526\payloads\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526.payload.bin","20638BA257A20B21D030CE9FEE81842D1842D384F9A7E2076C3524F1731724BA","E:\Project\MLDSA\RO_TRNG\data\experiments\restart_reduced_xor_w10_except_data_ro0_smoke_20260526\bit_symbols\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526.lsb.bits.bin","BBA357CE19B2D316EDCE3833ED30EACE5841700BFD074379D698AC6236D1200D","not_run","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=0"
