"run","status","error","priority","bytes_expected","bytes_captured","first_16_bytes_hex","capture","capture_sha256","bitstream","bitstream_sha256","notes"
"restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526","completed","","P1","125008","125008","A55A03E8007D01D003D6BACAA58D2A5E","E:\Project\MLDSA\RO_TRNG\data\hardware\20260511_fpga1_board1\restart\restart_reduced_xor_random1_sampler_island_local_warmup10_except_data_ro0_1000x125_strict_20260526.bin","2FEE1CBCC4D0290B339082F1AE7EC144FC6A471A02F93F9B5C7C59522CC3C0FC","data\vivado_runs\restart_reduced_xor_random1_sampler_island_local_formal_bits_1000x125_warmup10_except_data_ro0_header_delay60s\RO_TRNG_restart_reduced_xor_top.bit","A3092EFCD0135778A35334F73ECC33A410FDD10A5BACDDAC078E5FAEC0BE84CC","reduced_xor variant=sampler_island_local warmup=10 mode=except_data_ro index=0"
