label,byte_index,byte_phase_mod8,ones,zeros,p1,abs_bias,entropy,min_entropy
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,0,0,3721,4279,0.465125000,0.034875000,0.996487748,0.902726321
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,1,1,3617,4383,0.452125000,0.047875000,0.993376498,0.868081321
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,2,2,3567,4433,0.445875000,0.054125000,0.991530618,0.851716637
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,3,3,3569,4431,0.446125000,0.053875000,0.991608829,0.852367673
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,4,4,3525,4475,0.440625000,0.059375000,0.989803830,0.838112318
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,5,5,3444,4556,0.430500000,0.069500000,0.986017614,0.812232253
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,6,6,3665,4335,0.458125000,0.041875000,0.994934492,0.883968007
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,7,7,3684,4316,0.460500000,0.039500000,0.995493376,0.890305135
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,8,0,3660,4340,0.457500000,0.042500000,0.994781970,0.882304957
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,9,1,3670,4330,0.458750000,0.041250000,0.995084744,0.885632975
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,10,2,3679,4321,0.459875000,0.040125000,0.995349478,0.888634769
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,11,3,3686,4314,0.460750000,0.039250000,0.995550300,0.890973824
restart_random1_sampler_island_local_warmup10_1000x125_strict_repeat03_20260526.payload,12,4,3699,4301,0.462375000,0.037625000,0.995911461,0.895327869
